d,H,seed,stable
0.041999999999999996,0.7607346606183212,1,False
0.041999999999999996,0.22290394256298812,2,True
0.04230215827338129,0.7604397510824915,1,False
0.04230215827338129,0.2225779913940354,2,True
0.04230215827338129,0.09731221673971634,3,False
0.04260431654676258,0.7601454112588749,1,False
0.04260431654676258,0.22225487547822523,2,True
0.04290647482014388,0.7598516239736869,1,False
0.04290647482014388,0.22193455160728312,2,True
0.04320863309352518,0.7595583720753972,1,False
0.04320863309352518,0.22161697332739116,2,True
0.04351079136690647,0.7592656387918313,1,False
0.04351079136690647,0.22130210001419046,2,True
0.043812949640287764,0.7589734074795228,1,False
0.043812949640287764,0.22098989013503048,2,True
0.043812949640287764,1.9728878496515102e-13,3,True
0.04411510791366906,0.7586816614343589,1,False
0.04411510791366906,0.2206803030724773,2,True
0.04411510791366906,1.474735918144219e-16,3,True
0.04441726618705036,0.7583903845883709,1,False
0.04441726618705036,0.22037329988028093,2,True
0.04471942446043165,2.9014938586437278e-11,0,True
0.04471942446043165,0.7580995604002366,1,False
0.04471942446043165,0.22006884002185045,2,True
0.045021582733812945,0.7578091734438375,1,False
0.045021582733812945,0.219766886680462,2,True
0.045021582733812945,1.8379559497955487e-09,3,True
0.04532374100719424,0.7575192069338504,1,False
0.04532374100719424,0.2194674012793298,2,True
0.04562589928057553,0.7572296462673971,1,False
0.04562589928057553,0.21917034934162052,2,True
0.04592805755395683,0.7569404750462184,1,False
0.04592805755395683,0.21887569436679224,2,True
0.04623021582733813,0.7566516780313869,1,False
0.04623021582733813,0.21858340273133683,2,True
0.04653237410071942,0.7563632398675277,1,False
0.04653237410071942,0.2182934378045496,2,True
0.046834532374100714,0.7560751453115212,1,False
0.046834532374100714,0.2180057673519221,2,True
0.04713669064748201,0.7557873792852084,1,False
0.04713669064748201,0.21772035862762143,2,True
0.04743884892086331,0.7554999266230594,1,False
0.04743884892086331,0.2174371795583027,2,True
0.0477410071942446,2.1961680334439278e-10,0,True
0.0477410071942446,0.7552127724411808,1,False
0.0477410071942446,0.21715619872517752,2,True
0.048043165467625895,0.7549259018788715,1,False
0.048043165467625895,0.21687738534666406,2,True
0.04834532374100719,0.7546393001548011,1,False
0.04834532374100719,0.21660070926157673,2,True
0.04834532374100719,9.786874283402185e-10,3,True
0.04864748201438848,0.7543529525580277,1,False
0.04864748201438848,0.21632614091285796,2,True
0.04894964028776978,0.7540668444419341,1,False
0.04894964028776978,0.2160536513318443,2,True
0.049251798561151076,0.7537809612250344,1,False
0.049251798561151076,0.21578321212301205,2,True
0.049251798561151076,0.09450755258397857,3,False
0.04955395683453237,0.7534952883904793,1,False
0.04955395683453237,0.21551479544923113,2,True
0.049856115107913664,0.7532098114684815,1,False
0.049856115107913664,0.21524837401747104,2,True
0.049856115107913664,0.09428626958659486,3,False
0.05015827338129496,0.7529245161375668,1,False
0.05015827338129496,0.2149839210649664,2,True
0.05046043165467626,0.752639387863543,1,False
0.05046043165467626,0.2147214103458127,2,True
0.05076258992805755,0.7523544123585962,1,False
0.05076258992805755,0.2144608161179869,2,True
0.051064748201438845,0.7520695752865877,1,False
0.051064748201438845,0.21420211313075824,2,True
0.051064748201438845,0.0,3,False
0.05136690647482014,0.7517848625863658,1,False
0.05136690647482014,0.21394527661248844,2,True
0.05166906474820143,0.7515002594163959,1,False
0.05166906474820143,0.21369028225873188,2,True
0.05197122302158273,0.7512157517834958,1,False
0.05197122302158273,0.2134371062205332,2,True
0.052273381294964026,0.7509313252958782,1,False
0.052273381294964026,0.21318572509281267,2,True
0.052273381294964026,0.0,3,False
0.05257553956834532,0.7506469659308835,1,False
0.05257553956834532,0.2129361159031731,2,True
0.05287769784172661,0.7503626592599679,1,False
0.05287769784172661,0.21268825612927464,2,True
0.05287769784172661,0.0,3,False
0.05317985611510791,0.7500783908435972,1,False
0.05317985611510791,0.21244212355621636,2,True
0.05348201438848921,0.7497941461285419,1,False
0.05348201438848921,0.21219769654382528,2,True
0.05348201438848921,1.04211709032943e-10,3,True
0.053784172661870494,0.7495099117201003,1,False
0.053784172661870494,0.21195495372098977,2,True
0.054086330935251795,0.7492256728542193,1,False
0.054086330935251795,0.2117138741356413,2,True
0.05438848920863309,0.7489414143076326,1,False
0.05438848920863309,0.21147443721175932,2,True
0.05469064748201438,0.7486571223116119,1,False
0.05469064748201438,0.21123662273897514,2,True
0.05499280575539568,0.7483727821171179,1,False
0.05499280575539568,0.21100041086511925,2,True
0.05529496402877697,0.7480883791827732,1,False
0.05529496402877697,0.2107657820879255,2,True
0.05559712230215827,0.7478038988541312,1,False
0.05559712230215827,0.21053271724699538,2,True
0.05589928057553956,0.7475193264144613,1,False
0.05589928057553956,0.21030119751597937,2,True
0.05620143884892086,0.7472346470933656,1,False
0.05620143884892086,0.21007120436455048,2,True
0.05620143884892086,0.0,3,False
0.05650359712230216,0.7469498460160355,1,False
0.05650359712230216,0.20984271967255427,2,True
0.05650359712230216,0.0920454939138344,3,False
0.056805755395683444,0.746664908047343,1,False
0.056805755395683444,0.20961572554108082,2,True
0.056805755395683444,0.09195123028068852,3,False
0.057107913669064744,0.7463798182372627,1,False
0.057107913669064744,0.2093902044061867,2,True
0.057107913669064744,0.09185756486298065,3,False
0.05741007194244604,0.7460945615647899,1,False
0.05741007194244604,0.2091661390021213,2,True
0.05741007194244604,0.09176449075629084,3,False
0.05771223021582733,0.7458091213741636,1,False
0.05771223021582733,0.20894351235470457,2,True
0.05801438848920863,6.702641857396729e-11,0,True
0.05801438848920863,0.7455234855768145,1,False
0.05801438848920863,0.20872230777492878,2,True
0.05801438848920863,0.09158008942378483,3,False
0.05831654676258992,0.7452376350408049,1,False
0.05831654676258992,0.20850250885271254,2,True
0.05831654676258992,0.0914887489488112,3,False
0.05861870503597122,0.7449515556443006,1,False
0.05861870503597122,0.20828409945081872,2,True
0.05861870503597122,0.09139797328593331,3,False
0.05892086330935251,0.7446652318776092,1,False
0.05892086330935251,0.20806706369895075,2,True
0.05892086330935251,0.09130775608066445,3,False
0.059223021582733806,0.7443786466188351,1,False
0.059223021582733806,0.20785138598799724,2,True
0.059223021582733806,0.09121809108194184,3,False
0.05952517985611511,4.315921474364286e-11,0,True
0.05952517985611511,0.7440917845164144,1,False
0.05952517985611511,0.20763705096442867,2,True
0.05952517985611511,0.09112897213992831,3,False
0.059827338129496394,0.7438046292734383,1,False
0.059827338129496394,0.20742404352484822,2,True
0.059827338129496394,0.09104039320387079,3,False
0.060129496402877694,0.7435171639344773,1,False
0.060129496402877694,0.20721234881067407,2,True
0.060129496402877694,0.09095234832001589,3,False
0.06043165467625899,5.802363976860682e-17,0,True
0.06043165467625899,0.7432293720957078,1,False
0.06043165467625899,0.20700195220297737,2,True
0.06043165467625899,0.09086483162957816,3,False
0.06073381294964028,0.7429412367547965,1,False
0.06073381294964028,0.20679283931744116,2,True
0.06073381294964028,0.09077783736676204,3,False
0.06103597122302158,3.997425856500294e-11,0,True
0.06103597122302158,0.7426527408450508,1,False
0.06103597122302158,0.20658499599945285,2,True
0.06103597122302158,0.09069135985683346,3,False
0.06133812949640287,0.7423638669717549,1,False
0.06133812949640287,0.2063784083193217,2,True
0.06133812949640287,0.09060539351424178,3,False
0.06164028776978417,0.7420745975917317,1,False
0.06164028776978417,0.20617306256762838,2,True
0.06164028776978417,0.09051993284078905,3,False
0.06194244604316546,0.7417849148670624,1,False
0.06194244604316546,0.2059689452506752,2,True
0.06194244604316546,0.09043497242384507,3,False
0.062244604316546756,0.7414948006957901,1,False
0.062244604316546756,0.20576604308607768,2,True
0.062244604316546756,0.09035050693460761,3,False
0.06254676258992806,0.741204236811255,1,False
0.06254676258992806,0.20556434299842855,2,True
0.06254676258992806,0.09026653112640766,3,False
0.06284892086330934,0.7409132045395104,1,False
0.06284892086330934,0.20536383211511844,2,True
0.06284892086330934,0.09018303983305417,3,False
0.06315107913669064,2.3157881193275796e-18,0,True
0.06315107913669064,0.7406216849591578,1,False
0.06315107913669064,0.2051644977622199,2,True
0.06315107913669064,0.0901000279672223,3,False
0.06345323741007194,0.7403296588480175,1,False
0.06345323741007194,0.20496632746049476,2,True
0.06345323741007194,0.09001749051888074,3,False
0.06375539568345323,0.0,0,False
0.06375539568345323,0.7400371066209602,1,False
0.06375539568345323,0.2047693089215006,2,True
0.06375539568345323,0.0899354225537567,3,False
0.06405755395683453,0.7397440084268995,1,False
0.06405755395683453,0.20457343004378212,2,True
0.06405755395683453,0.08985381921184014,3,False
0.06435971223021582,0.739450344040788,1,False
0.06435971223021582,0.20437867890920447,2,True
0.06435971223021582,0.08977267570592284,3,False
0.06466187050359712,0.7391560927509762,1,False
0.06466187050359712,0.20418504377917152,2,True
0.06466187050359712,0.08969198732017429,3,False
0.0649640287769784,0.7388612338245175,1,False
0.0649640287769784,0.20399251309134667,2,True
0.0649640287769784,0.08961174940875087,3,False
0.0652661870503597,0.7385657456063546,1,False
0.0652661870503597,0.2038010754560362,2,True
0.0652661870503597,0.08953195739443845,3,False
0.065568345323741,0.7382696064123675,1,False
0.065568345323741,0.20361071965286964,2,True
0.065568345323741,0.08945260676732855,3,False
0.06587050359712229,0.7379727939117058,1,False
0.06587050359712229,0.2034214346275228,2,True
0.06587050359712229,0.08937369308352498,3,False
0.0661726618705036,0.7376752854505143,1,False
0.0661726618705036,0.20323320948850823,2,True
0.0661726618705036,0.0892952119638804,3,False
0.0664748201438849,0.7373770576119499,1,False
0.0664748201438849,0.20304603350405664,2,True
0.0664748201438849,0.08921715909276566,3,False
0.06677697841726618,0.0,0,False
0.06677697841726618,0.737078087338198,1,False
0.06677697841726618,0.20285989609905458,2,True
0.06677697841726618,0.08913953021686358,3,False
0.06707913669064747,0.0,0,True
0.06707913669064747,0.7367783497834562,1,False
0.06707913669064747,0.20267478685207016,2,True
0.06707913669064747,0.08906232114399534,3,False
0.06738129496402877,0.736477820379711,1,False
0.06738129496402877,0.2024906954924174,2,True
0.06738129496402877,0.08898552774197106,3,False
0.06768345323741007,0.7361764737655675,1,False
0.06768345323741007,0.20230761179461085,2,True
0.06768345323741007,0.088909145937468,3,False
0.06798561151079136,0.7358742840531314,1,False
0.06798561151079136,0.2021255260113116,2,True
0.06798561151079136,0.08883317171493606,3,False
0.06828776978417266,0.7355712246803714,1,False
0.06828776978417266,0.20194442817785738,2,True
0.06828776978417266,0.08875760111552454,3,False
0.06858992805755396,0.7352672683704566,1,False
0.06858992805755396,0.20176430859814257,2,True
0.06858992805755396,0.08868243023603885,3,False
0.06889208633093524,0.7349623872465892,1,False
0.06889208633093524,0.2015851577132904,2,True
0.06889208633093524,0.08860765522791575,3,False
0.06919424460431654,0.7346565526688537,1,False
0.06919424460431654,0.2014069660991997,2,True
0.06919424460431654,0.08853327229622454,3,False
0.06949640287769784,0.7343497352185531,1,False
0.06949640287769784,0.20122972446415108,2,True
0.06949640287769784,0.08845927769869222,3,False
0.06979856115107913,0.7340419046535507,1,False
0.06979856115107913,0.20105342364644607,2,True
0.06979856115107913,0.0883856677447455,3,False
0.07010071942446042,0.733733030078645,1,False
0.07010071942446042,0.2008780546101715,2,True
0.07010071942446042,0.0883124387945797,3,False
0.07040287769784172,0.7334230796207617,1,False
0.07040287769784172,0.2007036084511965,2,True
0.07040287769784172,0.08823958725824561,3,False
0.07070503597122302,0.7331120202010435,1,False
0.07070503597122302,0.20053007638019033,2,True
0.07070503597122302,0.08816710959475611,3,False
0.0710071942446043,0.7327998186918758,1,False
0.0710071942446043,0.2003574497330703,2,True
0.0710071942446043,0.08809500231121419,3,False
0.0713093525179856,0.7324864397821311,1,False
0.0713093525179856,0.20018571996352214,2,True
0.0713093525179856,0.08802326196195921,3,False
0.0716115107913669,0.7321718478562929,1,False
0.0716115107913669,0.20001487864150921,2,True
0.0716115107913669,0.08795188514773218,3,False
0.07191366906474819,0.7318560060058986,1,False
0.07191366906474819,0.1998449174511947,2,True
0.07191366906474819,0.0878808685148591,3,False
0.07221582733812949,0.7315388760535971,1,False
0.07221582733812949,0.19967582818889623,2,True
0.07221582733812949,0.08781020875445096,3,False
0.07251798561151078,0.7312204187232756,1,False
0.07251798561151078,0.19950760276110066,2,True
0.07251798561151078,0.08773990260162352,3,False
0.07282014388489208,0.7309005933674603,1,False
0.07282014388489208,0.19934023326729505,2,True
0.07282014388489208,0.0876699468347314,3,False
0.07312230215827337,0.7305793581468479,1,False
0.07312230215827337,0.1991737116699343,2,True
0.07312230215827337,0.08760033827462024,3,False
0.07342446043165467,0.7302566695422931,1,False
0.07342446043165467,0.19900803026753738,2,True
0.07342446043165467,0.08753107378389341,3,False
0.07372661870503597,0.7299324824822847,1,False
0.07372661870503597,0.19884318138841656,2,True
0.07372661870503597,0.08746215026619615,3,False
0.07402877697841725,0.7296067506456587,1,False
0.07402877697841725,0.1986791574619132,2,True
0.07402877697841725,0.08739356466551261,3,False
0.07433093525179855,0.7292794256621915,1,False
0.07433093525179855,0.19851595101666322,2,True
0.07433093525179855,0.0873253139654799,3,False
0.07463309352517986,0.7289504576467806,1,False
0.07463309352517986,0.1983535546788985,2,True
0.07463309352517986,0.0872573951887149,3,False
0.07493525179856114,0.7286197946310297,1,False
0.07493525179856114,0.1981919611707855,2,True
0.07493525179856114,0.08718980539615638,3,False
0.07523741007194243,0.7282873826368622,1,False
0.07523741007194243,0.19803116330879605,2,True
0.07523741007194243,0.08712254168641959,3,False
0.07553956834532374,0.727953165724388,1,False
0.07553956834532374,0.1978711540021163,2,True
