N_HILL,KQ,p_high_scale,rHP_scale,K_u_scale,gamma_scale,n_stable,dH,basin_high_frac,score
5,80,1.05,1.0,0.9,0.9,1,0.0,0.0,0.0
5,80,1.05,1.0,1.0,1.0,1,0.0,0.0,0.0
5,80,1.05,1.0,1.0,1.1,1,0.0,0.0,0.0
5,80,1.05,1.0,1.0,0.9,1,0.0,0.0,0.0
5,80,1.05,1.0,1.1,1.0,1,0.0,0.0,0.0
5,80,1.05,1.0,1.1,1.1,1,0.0,0.0,0.0
5,80,1.05,1.0,1.1,0.9,1,0.0,0.0,0.0
5,80,1.05,1.1,0.9,1.0,1,0.0,0.0,0.0
5,80,1.05,1.1,0.9,1.1,1,0.0,0.0,0.0
5,80,1.05,1.1,0.9,0.9,1,0.0,0.0,0.0
5,80,1.05,1.1,1.0,1.0,1,0.0,0.0,0.0
5,80,1.05,1.1,1.0,1.1,1,0.0,0.0,0.0
5,80,1.05,1.1,1.1,1.1,1,0.0,0.0,0.0
5,80,1.15,0.9,0.9,1.0,1,0.0,0.0,0.0
5,80,1.15,0.9,0.9,1.1,1,0.0,0.0,0.0
5,80,1.15,0.9,0.9,0.9,1,0.0,0.0,0.0
5,80,1.15,0.9,1.0,1.0,1,0.0,0.0,0.0
5,80,1.15,0.9,1.0,1.1,1,0.0,0.0,0.0
5,80,1.15,0.9,1.0,0.9,1,0.0,0.0,0.0
5,80,1.15,0.9,1.1,1.1,1,0.0,0.0,0.0
5,80,1.15,0.9,1.1,0.9,1,0.0,0.0,0.0
5,80,1.15,1.0,0.9,1.0,1,0.0,0.0,0.0
5,80,1.15,1.0,0.9,1.1,1,0.0,0.0,0.0
5,80,1.15,1.0,0.9,0.9,1,0.0,0.0,0.0
5,80,1.15,1.0,1.0,1.0,1,0.0,0.0,0.0
5,80,1.15,1.0,1.0,1.1,1,0.0,0.0,0.0
5,80,1.15,1.0,1.0,0.9,1,0.0,0.0,0.0
5,80,1.15,1.0,1.1,1.0,1,0.0,0.0,0.0
5,80,1.15,1.0,1.1,1.1,1,0.0,0.0,0.0
5,80,1.15,1.0,1.1,0.9,1,0.0,0.0,0.0
5,80,1.15,1.1,0.9,1.1,1,0.0,0.0,0.0
5,80,1.15,1.1,1.0,1.0,1,0.0,0.0,0.0
5,80,1.15,1.1,1.0,1.1,1,0.0,0.0,0.0
5,80,1.15,1.1,1.0,0.9,1,0.0,0.0,0.0
5,80,1.15,1.1,1.1,1.0,1,0.0,0.0,0.0
5,80,1.15,1.1,1.1,1.1,1,0.0,0.0,0.0
5,80,1.15,1.1,1.1,0.9,1,0.0,0.0,0.0
5,100,0.95,0.9,0.9,1.0,1,0.0,0.0,0.0
5,100,0.95,0.9,0.9,1.1,1,0.0,0.0,0.0
5,100,0.95,0.9,1.0,1.0,1,0.0,0.0,0.0
5,100,0.95,0.9,1.0,1.1,1,0.0,0.0,0.0
5,100,0.95,0.9,1.0,0.9,1,0.0,0.0,0.0
5,100,0.95,0.9,1.1,1.0,1,0.0,0.0,0.0
5,100,0.95,0.9,1.1,1.1,1,0.0,0.0,0.0
5,100,0.95,0.9,1.1,0.9,1,0.0,0.0,0.0
5,100,0.95,1.0,0.9,1.0,1,0.0,0.0,0.0
5,100,0.95,1.0,0.9,0.9,1,0.0,0.0,0.0
5,100,0.95,1.0,1.0,1.0,1,0.0,0.0,0.0
5,100,0.95,1.0,1.0,0.9,1,0.0,0.0,0.0
5,100,0.95,1.0,1.1,1.0,1,0.0,0.0,0.0
5,100,0.95,1.0,1.1,1.1,1,0.0,0.0,0.0
5,100,0.95,1.0,1.1,0.9,1,0.0,0.0,0.0
5,100,0.95,1.1,0.9,1.0,1,0.0,0.0,0.0
5,100,0.95,1.1,0.9,0.9,1,0.0,0.0,0.0
5,100,0.95,1.1,1.0,1.0,1,0.0,0.0,0.0
5,100,0.95,1.1,1.0,1.1,1,0.0,0.0,0.0
5,100,0.95,1.1,1.0,0.9,1,0.0,0.0,0.0
5,100,0.95,1.1,1.1,1.0,1,0.0,0.0,0.0
5,100,0.95,1.1,1.1,1.1,1,0.0,0.0,0.0
5,100,0.95,1.1,1.1,0.9,1,0.0,0.0,0.0
5,100,1.05,0.9,0.9,1.0,1,0.0,0.0,0.0
5,100,1.05,0.9,0.9,1.1,1,0.0,0.0,0.0
5,100,1.05,0.9,0.9,0.9,1,0.0,0.0,0.0
5,100,1.05,0.9,1.0,1.1,1,0.0,0.0,0.0
5,100,1.05,0.9,1.0,0.9,1,0.0,0.0,0.0
5,100,1.05,0.9,1.1,1.0,1,0.0,0.0,0.0
5,100,1.05,0.9,1.1,1.1,1,0.0,0.0,0.0
5,100,1.05,0.9,1.1,0.9,1,0.0,0.0,0.0
5,100,1.05,1.0,0.9,1.0,1,0.0,0.0,0.0
5,100,1.05,1.0,0.9,1.1,1,0.0,0.0,0.0
5,100,1.05,1.0,0.9,0.9,1,0.0,0.0,0.0
5,100,1.05,1.0,1.0,1.0,1,0.0,0.0,0.0
5,100,1.05,1.0,1.0,1.1,1,0.0,0.0,0.0
5,100,1.05,1.0,1.0,0.9,1,0.0,0.0,0.0
5,100,1.05,1.0,1.1,1.0,1,0.0,0.0,0.0
5,100,1.05,1.0,1.1,1.1,1,0.0,0.0,0.0
5,100,1.05,1.0,1.1,0.9,1,0.0,0.0,0.0
5,100,1.05,1.1,0.9,1.0,1,0.0,0.0,0.0
5,100,1.05,1.1,0.9,1.1,1,0.0,0.0,0.0
5,100,1.05,1.1,0.9,0.9,1,0.0,0.0,0.0
5,100,1.05,1.1,1.0,1.0,1,0.0,0.0,0.0
5,100,1.05,1.1,1.0,1.1,1,0.0,0.0,0.0
5,100,1.05,1.1,1.1,1.1,1,0.0,0.0,0.0
5,100,1.05,1.1,1.1,0.9,1,0.0,0.0,0.0
5,100,1.15,0.9,0.9,1.0,1,0.0,0.0,0.0
5,100,1.15,0.9,0.9,1.1,1,0.0,0.0,0.0
5,100,1.15,0.9,0.9,0.9,1,0.0,0.0,0.0
5,100,1.15,0.9,1.0,1.0,1,0.0,0.0,0.0
5,100,1.15,0.9,1.0,1.1,1,0.0,0.0,0.0
5,100,1.15,0.9,1.0,0.9,1,0.0,0.0,0.0
5,100,1.15,0.9,1.1,1.1,1,0.0,0.0,0.0
5,100,1.15,0.9,1.1,0.9,1,0.0,0.0,0.0
5,100,1.15,1.0,0.9,1.0,1,0.0,0.0,0.0
5,100,1.15,1.0,0.9,1.1,1,0.0,0.0,0.0
5,100,1.15,1.0,0.9,0.9,1,0.0,0.0,0.0
5,100,1.15,1.0,1.0,1.0,1,0.0,0.0,0.0
5,100,1.15,1.0,1.0,1.1,1,0.0,0.0,0.0
5,100,1.15,1.0,1.0,0.9,1,0.0,0.0,0.0
5,100,1.15,1.0,1.1,1.0,1,0.0,0.0,0.0
5,100,1.15,1.0,1.1,1.1,1,0.0,0.0,0.0
5,100,1.15,1.0,1.1,0.9,1,0.0,0.0,0.0
5,100,1.15,1.1,0.9,1.1,1,0.0,0.0,0.0
5,100,1.15,1.1,1.0,1.0,1,0.0,0.0,0.0
5,100,1.15,1.1,1.0,1.1,1,0.0,0.0,0.0
5,100,1.15,1.1,1.0,0.9,1,0.0,0.0,0.0
5,100,1.15,1.1,1.1,1.0,1,0.0,0.0,0.0
5,100,1.15,1.1,1.1,1.1,1,0.0,0.0,0.0
5,100,1.15,1.1,1.1,0.9,1,0.0,0.0,0.0
