,1.4,1.515,1.631,1.746,1.862,1.977,2.092,2.208,2.323,2.439,2.554,2.669,2.785
0.6,1,1,1,1,1,1,1,1,1,1,1,1,1
0.621,1,1,1,1,1,1,1,1,1,1,1,1,1
0.642,1,1,1,1,1,1,1,1,1,1,1,1,1
0.662,1,1,1,1,1,1,1,1,1,1,1,1,1
0.683,1,1,1,1,1,1,1,1,1,1,1,1,1
0.704,1,1,1,1,1,1,1,1,1,1,1,1,1
0.725,1,1,1,1,1,1,1,1,1,1,1,1,1
0.746,1,1,1,1,1,1,1,1,1,1,1,1,1
0.767,1,1,1,1,1,1,1,1,1,1,1,1,1
0.788,1,1,1,1,1,1,1,1,1,1,1,1,1
0.808,1,1,1,1,1,1,1,1,1,1,1,1,1
0.829,1,1,1,1,1,1,1,1,1,1,1,1,1
0.85,1,1,1,1,1,1,1,1,1,1,1,1,1
