,1.4,1.515,1.631,1.746,1.862,1.977,2.092,2.208,2.323,2.439,2.554,2.669,2.785
0.563,1,1,1,1,1,1,1,1,1,1,1,1,1
0.613,1,1,1,1,1,1,1,1,1,1,1,1,1
0.663,1,1,1,1,1,1,1,1,1,1,1,1,1
0.713,1,1,1,1,1,1,1,1,1,1,1,1,1
0.763,1,1,1,1,1,1,1,1,1,1,1,1,1
0.813,1,1,1,1,1,1,1,1,1,1,1,1,1
0.863,1,1,1,1,1,1,1,1,1,1,1,1,1
0.913,2,1,1,1,1,1,1,1,2,1,1,1,1
0.963,1,1,1,1,1,1,1,1,1,1,1,1,1
1.013,1,1,1,1,1,1,1,1,1,1,1,1,1
1.063,1,1,1,1,1,1,1,2,1,1,1,2,1
1.113,1,1,1,1,1,1,1,1,1,1,1,1,1
1.163,1,1,1,1,1,2,1,1,1,2,1,1,1
