subject_id,n_obs_B,RMSE_B,NRMSE_B,R2_B,n_obs_H,RMSE_H,NRMSE_H,R2_H,r_M,gamma,sigma_F,sigma_A,p_max,s_B,a_B
M2077,6.0,1.2706138666188007,11.610113168160549,-133.794727777495,0.0,,,,0.050000000001870895,1.5464771887807346e-10,1.499999998924592,2.2325591277102103e-10,0.3032612919647505,0.32004146222428115,4.999999972264329
M2079,5.0,1.2845741385819007,9.483391728598175,-88.93471867804426,0.0,,,,0.05000000000000001,1.9999969184971615,1.4999999999550362,0.007500000000000823,4.999980245910327,0.3787424459095981,4.999999999999764
M2083,5.0,0.9348801197850228,8.38012739209383,-69.2265351077213,5.0,1.3128573283429599,1.31285732834296,-0.7235943645838148,0.10646742421959611,0.09137323327080188,0.0009411936099864234,1.479538445176839,0.30000379834449725,0.21528597025169594,4.999999999999997
M2084,6.0,1.4484388081814865,14.637782967937815,-213.2646902164504,0.0,,,,0.050000040592799715,1.999999791713884,1.4999999392273107,0.007500000000000062,4.999998673422765,0.4297338263757606,4.999999698508328
M2085,7.0,1.7587332274039427,9.653818115333115,-92.19620420393382,5.0,1.5913714972726594,1.5913714972726596,-1.532463242331826,1.4772478492637342,0.4943054392298521,0.02998554277488355,1.2233411061290127,0.3082867006809484,0.3586935518630065,4.999939009670905
M2097,5.0,1.0702630738095174,6.374909867061699,-39.63947581316061,0.0,,,,0.05000000000000061,1.9999999999999762,1.4999999999999976,1.4131747909118264,4.999999999999854,0.39746298121311197,4.999999999999999
P6005,6.0,1.6624618460549099,5.662245307180214,-31.061021918684347,3.0,1.4256253288457716,1.4256253288457716,-1.0324075782466147,0.3597702015958167,0.3219678688505409,2.5269695407960598e-05,1.4924999999999984,0.6734609800674098,0.351175645555723,4.999999999999999
P6009,6.0,1.5636721839578978,8.760610740931254,-75.74830055412004,6.0,2.2107020636805172,2.2107020636805172,-3.8872036143612974,0.35904101885644163,1.7187453581451453,0.11610670966535472,0.007500000000060753,2.647652094866033,0.27697484357498403,4.999999999997728
P6010,6.0,1.6304938305542418,1.787658525630375,-2.195723004258966,6.0,1.6256827181452789,1.6256827181452793,-1.6428443000762232,0.2806732985985242,1.2098275177355713,0.10190795685610336,0.0717192432241584,0.38361988222111343,0.263062184349332,4.999997837552357
P6013,4.0,1.2353888063295315,10.685418629624548,-113.17817129032737,3.0,0.9709906440834083,,,0.2992345559750583,0.2668245101852934,8.346603091344557e-20,0.007499999999999851,4.999999999999999,0.23028122393840386,4.999999999999999
P6016,6.0,0.9575996587148322,2.6212203908159526,-5.870796337229334,2.0,8.173904829753273,,,0.05000000000793439,0.5398127412512936,1.4994170317387283,0.003596828721069979,0.32220073258387316,0.27758608849086763,4.999999999999999
P6018,5.0,1.1666604369600255,4.674726607354601,-20.853068853509058,0.0,,,,0.05000000000000012,1.9999999999999982,1.4999999999999998,0.9000309682266674,0.30000000000000043,0.3222048257329025,4.999999999999997
P6024,4.0,1.0988293311652664,8.738905581664369,-75.36847076524465,4.0,1.504957601164074,1.504957601164074,-1.264897381301524,1.297720801648183,0.4929297873792263,0.08904935521145359,1.4527931770708864,2.873732325972053,0.20921823198222017,4.999985549568678
P6028,6.0,0.1740950102732678,1.5236922697908513,-1.3216381330203961,3.0,1.2240270340167752,1.2240270340167752,-0.49824218000390386,1.9984434673152152,1.008027015788716,0.09736313322590173,1.479263343448618,0.32079124723434826,0.05000006245757131,4.389423542062937
P6033,4.0,1.328661356093449,12.30073559034332,-150.3080960635388,4.0,1.4034265651281252,1.4034265651281252,-0.9696061237073277,0.38709270967775355,0.384378484642479,0.07963321867491804,0.0047225981695840705,1.0847820907466874,0.23624860952621965,4.999999999999999
P6035,4.0,1.2445662658014807,25.16771227299601,-632.4137410563138,3.0,12.45260086352094,12.45260086352094,-154.06726826616244,0.05000000000009533,1.32576389518253e-14,1.4999999999998652,0.12756464999590067,0.30000000000000016,0.34235980490217416,4.999999999998495
P6037,4.0,1.2240157277285004,5.906953971009295,-33.892105215622465,2.0,12.20711227657999,12.20711227657999,-148.01359013302988,0.050000000000013214,5.919702804662412e-16,1.4999999999999756,2.031223276799135e-13,0.3221867736671421,0.3078575434047531,4.999999999999999
P6038,5.0,1.4610890071115188,22.581155028737182,-508.9085624318625,5.0,2.542589646925313,2.542589646925313,-5.464762112651786,0.682290488424097,0.6690402842726867,1.3927799101517113e-07,0.007500000052923493,0.7830422106859753,0.27480136501787733,4.999999999999999
