P,C,H,B,q,lam_max,stable
0.11553045857244157,0.12371476751765394,0.07434011451852882,0.05342317599984958,0.0,0.032467694370552996,False
0.272566668201846,0.0,0.1508322996808637,0.06527453857192722,0.0,-0.07665578377056509,True
0.23645908369937785,0.0,0.6469303949453613,0.12115310883229784,0.23816105440018567,0.5337232287518251,False
