d,H,q,seed,stable
0.04200000000000287,0.613016959658134,0.16740989781552096,0,False
0.04200000000000287,0.2768429600607959,4.961408224349565e-09,2,True
0.0424954128440396,0.6137988693867092,0.16945082638204664,0,False
0.0424954128440396,0.2757770394346634,4.654037433958925e-09,1,True
0.0424954128440396,0.27577703943685766,4.654034065102341e-09,2,True
0.04299082568807633,0.614580536940742,0.17149719542000572,0,False
0.04299082568807633,0.27472754727461457,4.370013949683153e-09,1,True
0.04299082568807633,0.2747275472708895,4.370008084980507e-09,2,True
0.04348623853211306,0.6153621389607002,0.17354936487540396,0,False
0.04348623853211306,0.27369404951853915,4.107290225898267e-09,1,True
0.04348623853211306,0.2736940494816068,4.107255304947461e-09,2,True
0.043981651376149795,0.616143852574611,0.17560770286232313,0,False
0.043981651376149795,0.2726761281756384,3.863918938194987e-09,1,True
0.043981651376149795,0.2726761281274122,3.8639103673313325e-09,2,True
0.044477064220186525,0.616925854393874,0.17767258313436116,0,False
0.044477064220186525,0.2960919464069237,1.5746665297436342e-08,1,False
0.044477064220186525,0.2716733806141819,3.6382939333566917e-09,2,True
0.044972477064223255,0.6177083211516881,0.17974438647151694,0,False
0.044972477064223255,0.29516701064743917,1.4896592724585127e-08,1,False
0.044972477064223255,0.27068541899359433,3.4288920051951194e-09,2,True
0.045467889908259985,0.6184914299486138,0.18182350102407605,0,False
0.045467889908259985,0.29425484543550273,1.4103212173538691e-08,1,False
0.045467889908259985,0.2697118692705061,3.2343377675072255e-09,2,True
0.045963302752296716,0.6192753585653625,0.18391032314309005,0,False
0.045963302752296716,0.2687523707450677,3.0533994069237892e-09,1,True
0.045963302752296716,0.2687523707608963,3.053395624327911e-09,2,True
0.04645871559633345,0.6200602858918202,0.18600525770441365,0,False
0.04645871559633345,0.26780657548158876,2.8849471383802014e-09,2,True
0.04695412844037018,0.6208463925010415,0.1881087207641975,0,False
0.04695412844037018,0.2668741475802486,2.7279786811873146e-09,2,True
0.04744954128440691,0.6216338603660323,0.19022113721425804,0,False
0.04744954128440691,0.26595476286820335,2.581576010880251e-09,2,True
0.04794495412844364,0.6224228733210355,0.1923429429486969,0,False
0.04794495412844364,0.2650481080868115,2.444913109807784e-09,2,True
0.04844036697248037,0.6232136179565008,0.19447458595528538,0,False
0.04844036697248037,0.264153880350488,2.3171659798790158e-09,2,True
0.0489357798165171,0.6240062838091204,0.19661652856142064,0,False
0.0489357798165171,4.457921882794108e-13,3.031990215088875e-16,1,False
0.0489357798165171,0.2632717834226159,2.1967249470624e-09,2,True
0.04943119266055384,0.6248010634426067,0.19876924580900296,0,False
0.04943119266055384,3.0511072485952956e-15,3.0319553685258377e-16,1,False
0.04943119266055384,0.26240154693633233,2.085909304861261e-09,2,True
0.04992660550459057,0.6255981528682671,0.20093322757009055,0,False
0.04992660550459057,0.2615428847519544,1.9811658231417743e-09,2,True
0.0504220183486273,0.6263977521138899,0.20310898008368683,0,False
0.0504220183486273,0.2606955365838013,1.8829584890032932e-09,2,True
0.05091743119266403,0.6272000661821426,0.2052970269069026,0,False
