subject_id,success,cost,RMSE,NRMSE,r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q,alpha,p_gap,H_band
2,True,2.1268288531388793,0.841987500528537,0.07686917345751558,0.5999982503657887,1.9999999999996654,0.04644196418065612,0.19999999999999998,0.10000000000000002,0.5000000000000001,0.7999999999999999,2.581923741092665,0.5532699702187611,0.94725,10.842329076733241,0.5803526659819078,1.7819237410926654,0.3939800297812389
13,True,2.480943381797676,0.9093850269637674,0.1600651412844775,0.31867071361193905,1.999998820636012,0.2033158741951095,0.1999999548882418,0.10000000000000385,0.500000002727876,0.7999990815072158,1.0244172760947687,0.5551341756021921,0.7122465614168247,4.560314686569174,0.45400001272533963,0.22441819458755297,0.1571123858146326
6,True,2.122246552790723,0.8410799709878412,0.17761490777676953,0.24254251648591368,1.220547197876985,0.08204570443408458,0.11228629149573377,0.3300654734422187,0.5597506376140393,0.18742778401877794,2.7004781396091633,0.7477500000000006,0.9472963540589318,7.234755399937272,0.006118931120412987,2.5130503555903854,0.19954635405893117
20,True,2.8437205902893434,0.9736050859716074,0.2014895715023939,0.3614951182775322,1.7872755809364003,0.08922736547068857,0.19285795364683941,0.24161908490563125,0.5733541413531669,0.7990022543381481,2.657009867732004,0.6232967872388853,0.94725,3.9996875862901513,1.4158465105466196,1.858007613393856,0.3239532127611148
27,True,10.537995619128928,1.874210555507654,0.24663416414639505,0.5016066440795923,1.9836489552437053,0.02841312982523064,0.19802061572040927,0.3095951070796525,0.5000000000000027,0.7505785159626516,3.789616323222153,0.5431928374054835,0.94725,14.779418486284483,0.9787832032559628,3.0390378072595015,0.4040571625945165
14,True,10.581111930121624,1.8780408169261236,0.25096616709648895,0.5999999949223986,1.4846562482420567,0.020000001258847953,0.18659248501160872,0.31890987662528686,0.5894401163602268,0.16466773405155347,3.672586955942942,0.5477260539945487,0.9472499999999999,13.843940583644992,4.4669556488763176e-14,3.5079192218913886,0.39952394600545127
40,True,30.57143984886701,3.19225311490526,0.46175968574914467,0.5631804867968038,1.9133533948747092,0.025718278302975454,0.19464613954253052,0.19711435609266525,0.5711811569153927,0.7999999999994717,3.8525214196213295,0.7477499999999999,0.9446557033841061,23.205072222263272,1.9826494356962574,3.0525214196218577,0.19690570338410618
25,True,5.250142875240226,1.4491573931413009,0.5263965931124112,0.3100263653237515,1.9999999882776627,0.020008960581505947,0.19999999999926862,0.10000000000000035,0.5000000000000001,0.7999999999966022,3.9994603856304733,0.5551341756021921,0.7122465614168247,23.997676315525737,0.6107325863411848,3.1994603856338713,0.1571123858146326
33,True,89.07019601505611,5.448859085932765,0.5275924469628495,0.36846323599972797,1.9993702679079484,0.07802728840095266,0.1999998354429742,0.10000000000000002,0.5000000000000001,0.7999591824703792,3.7487859411451643,0.74775,0.8930124147882712,19.872910205078178,1.9566428406225798,2.948826758674785,0.14526241478827118
7,True,50.63628954379481,4.108377195592554,0.5370533012629869,0.21889699020606457,1.9994159213152551,0.10480417732364633,0.1999993800951189,0.10000003165684458,0.5000002204264813,0.7999922165253623,2.4142834051848427,0.5341441232981823,0.6545492920829764,5.281123315962167,1.7145582881126924,1.6142911886594804,0.12040516878479413
