t_hr,M,H,B_mM_model,q,U
0.0,0.2,0.6,8.445213653,0.0,0.0
14.23728813559322,1.995601111886671,0.6903664959622107,4.556427135316898,0.0,0.0
28.47457627118644,1.9999989202356514,0.6966655871614381,4.593350853334085,0.0,0.0
42.71186440677966,1.9999999997352527,0.6966629523092254,4.59332588795114,0.0,0.0
56.94915254237288,1.9999999999996467,0.6966629547111506,4.593325909435438,0.0,0.0
71.1864406779661,1.9999999999997113,0.6966629547095522,4.59332590941863,0.0,0.0
85.42372881355932,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
99.66101694915254,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
113.89830508474576,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
128.135593220339,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
142.3728813559322,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
156.61016949152543,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
170.84745762711864,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
185.08474576271186,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
199.32203389830508,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
213.5593220338983,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
227.79661016949152,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
242.03389830508473,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
256.271186440678,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
270.50847457627117,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
284.7457627118644,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
298.9830508474576,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
313.22033898305085,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
327.45762711864404,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
341.6949152542373,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
355.9322033898305,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
370.1694915254237,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
384.4067796610169,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
398.64406779661016,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
412.88135593220335,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
427.1186440677966,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
441.3559322033898,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
455.59322033898303,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
469.8305084745763,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
484.06779661016947,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
498.3050847457627,1.9999999999997113,0.696662954709553,4.593325909418643,0.0,0.0
512.542372881356,1.9999999999997113,0.8593705646564621,12.269198329148281,0.0,1.0
526.7796610169491,1.9999999999997113,0.8605974401346997,12.34696424496684,0.0,1.0
541.0169491525423,1.9999999999997113,0.8605981145570593,12.347008260739914,0.0,1.0
555.2542372881355,1.9999999999997113,0.8605981149402723,12.347008285750436,0.0,1.0
569.4915254237288,1.9999999999997113,0.86059811494049,12.347008285764645,0.0,1.0
583.728813559322,1.9999999999997113,0.8605981149404901,12.34700828576465,0.0,1.0
597.9661016949152,1.9999999999997113,0.8605981149404901,12.34700828576465,0.0,1.0
612.2033898305084,1.9999999999997113,0.8605981149404901,12.34700828576465,0.0,1.0
626.4406779661017,1.9999999999997113,0.8605981149404901,12.34700828576465,0.0,1.0
640.6779661016949,1.9999999999997113,0.8605981149404901,12.34700828576465,0.0,1.0
654.9152542372881,1.9999999999997113,0.8605981149404901,12.34700828576465,0.0,1.0
669.1525423728813,1.9999999999997113,0.8605981149404901,12.34700828576465,0.0,1.0
683.3898305084746,1.9999999999997113,0.6988077728260558,4.5945760679829535,0.0,0.0
697.6271186440678,1.9999999999997113,0.6966612067312469,4.59332316553828,0.0,0.0
711.864406779661,1.9999999999997113,0.6966629561137713,4.593325912865197,0.0,0.0
726.1016949152543,1.9999999999997113,0.6966629547084393,4.593325909415,0.0,0.0
740.3389830508474,1.9999999999997113,0.6966629547095541,4.593325909418647,0.0,0.0
754.5762711864406,1.9999999999997113,0.6966629547095533,4.593325909418644,0.0,0.0
768.8135593220338,1.9999999999997113,0.6966629547095533,4.593325909418644,0.0,0.0
783.0508474576271,1.9999999999997113,0.6966629547095533,4.593325909418644,0.0,0.0
797.2881355932203,1.9999999999997113,0.6966629547095533,4.593325909418644,0.0,0.0
811.5254237288135,1.9999999999997113,0.6966629547095533,4.593325909418644,0.0,0.0
825.7627118644067,1.9999999999997113,0.6966629547095533,4.593325909418644,0.0,0.0
840.0,1.9999999999997113,0.6966629547095533,4.593384710508021,0.0,1.0
