d,H,seed,stable
0.04200000000000287,0.7366088562843364,1,False
0.04200000000000287,0.21205672304708903,2,True
0.04200000000000287,0.21205672304494677,3,True
0.04245378151260794,0.7361842951303612,1,False
0.04245378151260794,0.2115911288750844,2,True
0.04245378151260794,0.21159112887282733,3,True
0.042907563025213015,0.2111315843097088,2,True
0.042907563025213015,0.21113158430734572,3,True
0.043361344537818085,0.21067794819353403,2,True
0.043361344537818085,0.21067794819107544,3,True
0.04381512605042316,0.21023008409070623,2,True
0.04381512605042316,0.21023008408816377,3,True
0.04426890756302823,0.2097878600822073,2,True
0.04426890756302823,0.2097878600818567,3,True
0.04472268907563331,0.7340757959186794,1,False
0.04472268907563331,0.20935114857197998,2,True
0.04472268907563331,0.2093511485703972,3,True
0.04517647058823838,0.2089198261032416,2,True
0.04517647058823838,0.20891982610070325,3,True
0.045630252100843455,0.208493773184357,2,True
0.045630252100843455,0.20849377318128812,3,True
0.046084033613448525,0.7328201378963953,1,False
0.046084033613448525,0.20807287412367542,2,True
0.046084033613448525,0.20807287412061592,3,True
0.0465378151260536,0.7324028338107075,1,False
0.0465378151260536,0.20765701687279398,2,True
0.0465378151260536,0.20765701686972637,3,True
0.04699159663865867,0.2072460928777408,2,True
0.04699159663865867,0.2072460928746477,3,True
0.04744537815126375,0.7315697807086115,1,False
0.04744537815126375,0.20683999693759816,2,True
0.04744537815126375,0.2068399969344651,3,True
0.04789915966386882,0.7311539272105759,1,False
0.04789915966386882,0.20643862707013375,2,True
0.04789915966386882,0.20643862706695146,3,True
0.04835294117647389,0.7307384525616606,1,False
0.04835294117647389,0.2060418843840334,2,True
0.04835294117647389,0.2060418843807958,3,True
0.048806722689078964,0.7303233053065096,1,False
0.048806722689078964,0.20564967295733882,2,True
0.048806722689078964,0.20564967295404474,3,True
0.04926050420168404,0.7299084336595629,1,False
0.04926050420168404,0.20526189972174502,2,True
0.04926050420168404,0.205261899718392,3,True
0.04971428571428911,0.20487847435242945,2,True
0.04971428571428911,0.20487847434903209,3,True
0.05016806722689418,0.7290793100583192,1,False
0.05016806722689418,0.20449930916308218,2,True
0.05016806722689418,0.204499309160605,3,True
0.05062184873949926,0.7286649555726937,1,False
0.05062184873949926,0.2041243190058631,2,True
0.05062184873949926,0.2041243190035967,3,True
0.051075630252104334,0.7282506693514194,1,False
0.051075630252104334,0.20375342117601236,2,True
0.051075630252104334,0.2037534211738542,3,True
0.051529411764709404,0.7278363999249324,1,False
0.051529411764709404,0.2033865353208462,2,True
0.051529411764709404,0.20338653531877268,3,True
0.051983193277314474,0.7274220951351469,1,False
0.051983193277314474,0.2030235833529114,2,True
0.051983193277314474,0.20302358335088858,3,True
0.05243697478991955,0.7270077025262536,1,False
0.05243697478991955,0.20266448936707365,2,True
0.05243697478991955,0.20266448936507134,3,True
0.05289075630252462,0.726593169436845,1,False
0.05289075630252462,0.2023091795613235,2,True
0.05289075630252462,0.20230917955931788,3,True
0.0533445378151297,0.0,0,True
0.0533445378151297,0.7261784426592156,1,False
0.0533445378151297,0.20195758216110332,2,True
0.0533445378151297,0.2019575821590776,3,True
0.05379831932773477,0.7257634686786774,1,False
