subject,n_aligned,R2_logspace,p0,lambda_B,alpha_F,alpha_A,k_LB,alpha_obs,beta_obs,lag_F,lag_A,lag_L,within_subject_center
C3032,6,-2.28050726776307,0.07929108083763382,0.005,0.007522748306649157,1.6939374058149576e-05,0.0036336518235948866,2.5938657338845825,0.8210466452241784,0,0,1,True
C3037,6,0.2998890916520741,0.08262881492707796,0.005,0.007522748306649157,1.6939374058149576e-05,0.0036336518235948866,2.5938657338845825,0.8210466452241784,0,0,1,True
H4001,6,-0.3380752384749619,0.08216143485085893,0.005,0.007522748306649157,1.6939374058149576e-05,0.0036336518235948866,2.5938657338845825,0.8210466452241784,0,0,1,True
H4004,6,0.2062077873710012,0.07328030483267942,0.005,0.007522748306649157,1.6939374058149576e-05,0.0036336518235948866,2.5938657338845825,0.8210466452241784,0,0,1,True
