d,H,q,seed,stable
0.042000000000000134,0.6619628935232685,0.3050418918300424,0,False
0.042000000000000134,0.6619628935215311,0.30504189182598135,1,False
0.042000000000000134,0.31926506596624643,6.538238824615456e-08,2,True
0.042000000000000134,7.95796019572241e-11,3.6977020090944037e-16,3,False
0.042453781512605177,0.6619621262676121,0.3050396561374905,0,False
0.042453781512605177,0.6619621260961754,0.3050396556535809,1,False
0.042453781512605177,0.31828851782530004,6.166152158101011e-08,2,True
0.04290756302521022,0.6619613638491466,0.30503743446285203,0,False
0.04290756302521022,0.6619613638810125,0.3050374346714367,1,False
0.04290756302521022,0.3173250149351321,5.81979412449073e-08,2,True
0.04336134453781527,0.6619606062045041,0.30503522684190704,0,False
0.04336134453781527,0.6619606062258206,0.305035226809539,1,False
0.04336134453781527,0.3163742516049102,5.49709154276021e-08,2,True
0.04381512605042031,0.6619598532200361,0.3050330327899263,0,False
0.04381512605042031,0.6619598531940395,0.3050330327419541,1,False
0.04381512605042031,0.31543593233367523,5.1961607790860994e-08,2,True
0.04426890756302535,0.6619591048164448,0.30503085207672037,0,False
0.04426890756302535,0.6619591045477741,0.3050308519041152,1,False
0.04426890756302535,0.31450977137314373,4.915288446864261e-08,2,True
0.04426890756302535,0.0,3.134424962201901e-16,3,False
0.044722689075630394,0.6619583609249529,0.3050286845098327,0,False
0.044722689075630394,0.6619583609416427,0.30502868456952265,1,False
0.044722689075630394,0.3135954923157492,4.652914265743051e-08,2,True
0.04517647058823544,0.6619576214730994,0.30502652987414924,0,False
0.04517647058823544,0.661957621489589,0.30502652992358775,1,False
0.04517647058823544,0.3126928277310418,4.4076158001278855e-08,2,True
0.04517647058823544,4.819292018042923e-07,3.134515620312353e-16,3,False
0.045630252100840485,0.6619568863879176,0.30502438795680964,0,False
0.045630252100840485,0.6619568863823312,0.305024387940357,1,False
0.045630252100840485,0.3118015186773108,4.178095011725601e-08,2,True
0.045630252100840485,1.0117528552217408e-10,3.0475047258509426e-16,3,False
0.04608403361344553,0.6619561556204917,0.3050222586207211,0,False
0.04608403361344553,0.6619561555648471,0.30502225845853437,1,False
0.04608403361344553,0.3109213144885894,3.963165957953909e-08,2,True
0.04653781512605057,0.6619554289671167,0.30502014127493543,0,False
0.04653781512605057,0.3100519723366792,3.7617440525090884e-08,2,True
0.04653781512605057,5.533142389333345e-11,3.176049657794005e-16,3,False
0.04699159663865561,0.661954706491581,0.30501803608450195,0,False
0.04699159663865561,0.6619547064973021,0.30501803612010076,1,False
0.04699159663865561,0.309193256988695,3.572836451736835e-08,2,True
0.04744537815126066,0.6619539881056353,0.305015942848001,0,False
0.04744537815126066,0.6619539881163572,0.30501594289247286,1,False
0.04744537815126066,0.30834494043846217,3.3955333303492334e-08,2,True
0.04744537815126066,3.9094954066009057e-07,3.134498455317916e-16,3,False
0.0478991596638657,0.6619532737219629,0.30501386124932944,0,False
0.0478991596638657,0.6619532737789753,0.30501386141925835,1,False
0.0478991596638657,0.3075068016497236,3.229000163491636e-08,2,True
0.048352941176470744,0.6619525633004301,0.30501179119719624,0,False
0.048352941176470744,0.6619525632977157,0.3050117912012957,1,False
0.048352941176470744,0.306678626274701,3.0724707621640095e-08,2,True
0.048806722689075786,0.6619518567779216,0.30500973205161264,0,False
0.048806722689075786,0.6619518567472192,0.30500973244957913,1,False
0.048806722689075786,0.3058602063924352,2.9252410235643e-08,2,True
0.048806722689075786,0.30586020638949424,2.925241022781574e-08,3,True
0.049260504201680835,0.6619511540572321,0.305007684873276,0,False
0.049260504201680835,0.30505134025961167,2.786663310687934e-08,2,True
0.04971428571428588,0.6619504553346939,0.3050056485479203,0,False
0.04971428571428588,0.3042518320732014,2.656141392208563e-08,2,True
0.05016806722689092,0.661949759770026,0.3050036222485901,0,False
0.05016806722689092,0.30346149174425885,2.53312588181423e-08,2,True
