subject_id,alpha_B,beta0_H,beta1_H
C3001,1.0094844321862029,0.003475577792777882,0.9892222644277404
C3002,1.0104988026131883,0.005676510767509658,0.9794030656327959
C3003,0.9205206681216219,0.008408016419885454,1.0063139924999267
C3004,0.980451644407892,0.002176370343412214,1.0031486691646874
C3006,0.9690798498763822,0.005154490496958754,1.0049278004325788
C3008,0.9847652103796741,0.0043901032388326145,1.0067005545730283
C3009,0.9938219852618698,0.003541202407431363,0.9905408401154869
C3010,0.9859112304676191,0.010022353690447584,0.9864657168692537
C3011,1.2565451682929798,0.008769412993849488,1.006069342746076
C3012,0.9953270527294383,0.002383021251957236,1.0002298605250048
C3013,1.2084101533140041,0.00593998333379476,1.0021224708114471
C3015,0.9272930598356877,0.009011546188924007,1.007272047311015
C3016,0.9879125031640817,0.0043851210626866715,1.0188059295982272
C3017,0.9685647355819511,0.004172537805553442,1.004061148911921
C3021,1.2855139734345726,0.009637790312985452,1.0148321351068152
C3023,0.9166283543057793,0.009722203102550073,1.0126923333582003
C3027,1.002175933540038,0.005035407038078353,1.0008889537599437
C3028,0.9933101334969409,0.0022528849953491414,1.000388723958154
C3031,0.9877002270276856,-0.0029213316265936417,0.9960296781047804
C3032,0.9971800560385794,0.011048644999947354,1.0097195019297505
C3034,0.9805637008480977,0.0018800946309562195,0.9918843579522943
C3035,0.9716568820964149,0.002820162561735651,0.9860007057590553
C3037,1.368517503877028,0.00878720896068219,1.0161831772039782
E5001,0.9401518185922793,0.004014989405615078,1.0059753162790381
E5004,1.2018536730764298,0.009702259108997982,1.0138688398882594
E5009,0.9848465968733944,0.0005875933171460713,0.9991879851485415
E5013,0.9830740013285678,0.00031533293393498955,1.0011824722620357
H4001,1.001874261143874,0.006255226370081061,1.0058753208585114
H4004,0.9934008410431059,0.0041540820885517795,1.0015894480880212
H4006,1.0900983371117823,0.007348612833709196,1.0084709788324016
H4007,1.3428865140941062,0.008591866886076603,1.006011437047166
H4010,0.9734680256663372,0.010475335502696376,1.0095003601566759
H4014,1.1517779915607016,0.008704374262519536,1.0092736257977977
H4015,1.0692290017334087,0.005937178552012396,0.9969023431912801
H4017,0.9877145001100242,-0.0027403141966278917,1.001414862142655
H4019,0.9161370969158731,0.011500074528235923,1.014518873823883
H4020,0.9917776192772796,0.007278885214650658,1.0079218787140993
H4027,0.9137977763668467,0.007096469610661479,1.0065015504674402
H4031,0.9737766954476703,0.008872180166444804,0.9844386662664583
H4032,0.9872661228946721,0.0016194028077004333,1.004453919439783
H4035,0.9144073998767519,0.009484775162568982,1.0102171922377647
H4038,1.1365306648646951,0.011107064317439273,1.0170812444395205
H4039,0.9357690369909304,0.0076289256784027705,1.000918215075117
H4042,1.14317865233474,0.0031257682166446624,1.000724628685133
H4043,0.9600669461342999,0.0028400120327768336,1.002146200077198
M2008,0.9188042050005198,0.005992896937578073,1.0059550538183215
M2014,0.951706642799323,0.007107778365004905,1.0036334408657994
M2021,0.9585234148028312,0.0016681921695487255,0.9997243040810844
M2025,0.9887684704314122,-0.0045779653357103265,0.9923019596366711
M2026,0.9664859610051231,0.008339275334014323,1.0069694360001127
M2027,0.9464550976300636,0.006982422355366315,1.0051647103789854
M2028,0.9549241157796217,0.0058119823062057685,1.0041915737093017
M2034,1.1242617829613635,0.01003168941742602,1.0143960824397693
M2064,1.254122258254132,0.00721281859429615,1.001408494849571
M2068,1.0852650705437494,0.007546890498427843,1.006197735912871
M2069,1.1644471797408553,0.005777620273949814,1.0067510811490996
M2071,1.2491568158406035,0.007429044354518308,1.004272456036911
M2083,1.0019167028136153,0.0018265559707970086,0.9992879595079205
M2085,0.986819738472864,0.01451821494091773,0.9814022643139425
P6005,0.9847538322331372,0.0073712841771974204,0.9873401704546472
P6009,0.9965403346031483,0.0003399969860530484,0.9967508011473906
P6010,0.9319952409562949,0.0032021149646170952,1.002578748956882
P6013,0.9605658935312775,0.0038332209040723353,1.002573050753533
P6016,0.9742759352131525,0.007780848249480706,1.0079057632578723
P6024,1.014577098008491,0.007525552032990693,1.0059844643410811
P6028,1.0337865783735432,0.006193402713092103,1.0098786809486786
P6033,0.9379580189895557,0.007478176872157835,1.0061921055997336
P6035,0.9494737954014586,0.00644318670316122,1.0099712476422622
P6037,1.0155412613006682,0.004162138647310081,1.0069301926439593
P6038,0.9567583383597987,0.00582275468933214,1.0054106719440248
