subject_id,alpha_B,beta0_H,beta1_H
C3001,0.8607877727186907,0.4999999991680438,0.2921583515493228
C3002,0.89045043680017,0.20859565103042388,0.44211567259229356
C3003,0.10000000000000002,0.4991341162068543,0.4276167903626921
C3004,0.7734946926100964,-0.49996822678441355,1.4230877833238804
C3006,0.11705135884213333,0.3942770301433237,0.5582871526352097
C3008,0.856823601529315,-0.3930228660283122,1.3901260166586873
C3009,0.9445217381752894,0.4999998897750076,0.3651848081936411
C3010,0.9089884181319946,0.4999999405746455,0.3860425750552301
C3011,1.8228166602521618,0.17311105589255807,0.7892679331950944
C3012,0.9779095227000135,0.24501215581875457,0.7329267565928984
C3013,3.4157656677957244,0.4999999946349154,0.320013131620076
C3015,0.10000000000000002,0.20192199136021394,0.7566578132105051
C3016,0.10000000000000002,0.49999999999999994,0.12907547621445686
C3017,0.6399843910195477,0.49997777173316027,0.39455515359949256
C3021,4.999999999998615,0.13005207431427446,0.9399157415165798
C3023,0.10000000000000002,0.4999999999658832,0.41250407692273505
C3027,0.4826789216121208,0.49999968509241116,0.364980246077298
C3028,0.8155695355186378,0.4999997272097843,0.3927906839790907
C3031,0.8844915094975832,0.4999999924454782,0.35190857897208244
C3032,0.17047578089610438,0.4998749590353005,0.45903463441280373
C3034,0.8842399155617386,0.33508299354005006,0.5099222571296941
C3035,0.10000000000000002,0.2771719266409286,0.33450767543596
C3037,2.8091848559400416,0.49998243064455045,0.3504094987146757
E5001,0.10000000000000166,0.39149262184894246,0.4105980691592985
E5004,3.289250107751663,0.16447842045686809,0.8674153222145282
E5009,0.7142320207945089,0.49999998993283246,0.3471368335592825
E5013,0.8279183360663143,0.49999388647360443,0.4073117058381043
H4001,1.7820472542406103,0.10523663055936858,0.8550824596412032
H4004,0.10000000000000002,0.49999999972377274,0.31284284715967975
H4006,1.5143779214050703,0.17039822474261943,0.7001303987664665
H4007,4.999999999999999,0.07569730076486522,0.8679759625834947
H4010,0.21925830704050533,0.4999995344886947,0.44451274834039173
H4014,1.4322576330870267,-0.49995463509915994,1.4499923257162157
H4015,0.10000000000000005,0.499999990329641,0.2955677115044058
H4017,0.5090294327194741,0.4999999999999897,0.21443443089421163
H4019,0.10000000000000002,0.4765799889347717,0.4860480024332752
H4020,0.6461875758159297,-0.4998935350798102,1.4561554373241272
H4027,0.10000000000000002,-0.4999483446275452,1.44323117829658
H4031,0.31225177159177764,0.499999995156048,0.3001247810845514
H4032,0.9022863997010215,-0.49998632003530485,1.467486771404423
H4035,0.10000000000000002,0.4999999995325114,0.41152299663861946
H4038,1.7945210239256342,0.49999999973928405,0.44601990013495785
H4039,1.396468048724731,-0.49999260665478057,1.5963565422040382
H4042,2.1667714397645708,0.49999999811746304,0.2035872865907311
H4043,0.6686921288291916,0.4998037203781495,0.367776828023206
M2008,0.10000000000000002,0.49999999999741834,0.31632889240395895
M2014,1.040250921666211,0.49998826532155377,0.4285830877352274
M2021,0.16943220946988877,0.49999997779537203,0.3304952017147753
M2025,0.8574728458572584,-0.4999999925632245,1.2791269439277788
M2026,0.10000000000000002,0.49961794136679905,0.3702328414923775
M2027,0.10000000000000002,-0.499805479034044,1.4466796606464918
M2028,1.6528680669617952,0.4999963789517559,0.3546438188581465
M2034,1.6555300189012543,0.1710626212939522,0.8390830634674866
M2064,4.999999999999999,0.4999218561510008,0.36499619844666475
M2068,4.999999999999999,-0.06965158322168004,1.0916207531112188
M2069,4.999999999999999,0.49999999999788386,0.33124887347146337
M2071,4.999999999999999,0.499976074109667,0.39304155682632
M2083,1.0083763138076816,0.4996491470276103,0.436112824539155
M2085,0.8186878647915419,0.4999999724338343,0.36637076110987826
P6005,0.9216080478680321,0.2737702759495762,0.5923541914253594
P6009,0.2814412176200334,0.49999999922076976,0.2681293159411409
P6010,0.10000000000000002,0.3887507368692468,0.40981417515898133
P6013,1.1002893202464186,0.49999164264411905,0.37960445088293654
P6016,0.21645136666211715,0.05466163026276682,0.9379887091611766
P6024,0.10000000000006898,-0.0982113254063049,1.1213096015320387
P6028,1.4430187140906294,0.32517513737571396,0.5309539431707175
P6033,0.10000000000000002,0.015679683141854184,0.9873184468156432
P6035,0.8483022859225936,0.49916082906627346,0.44952056251964717
P6037,0.6793167746054695,-0.3954429542562743,1.9994178453428741
P6038,0.8965056522379217,0.4999404712659493,0.431988294232405
