,0
r0,0.2773796405760529
rH,0.19999999999999998
K_M,1.5999999999999999
c,0.020000000000000004
d,0.010000000000000002
g,1.9999999999999998
u,1.1999999999999997
p_low,1.4869358999591758e-35
p_high,3.999999999999999
H_on,0.20000005929592152
H_off,0.8500581881201512
tau_q,7.789186893877474
