P,C,H,B,q,lam_max,stable
0.0,0.2680300971903415,2.952372775157002e-10,0.00041219855455997467,1.352318078677287e-26,-6.168805528894428e-09,True
0.11553045858118804,0.12371476750778958,0.0743401145164253,0.05342317600320624,2.288911458594011e-23,0.03246769438012509,False
0.272566668184307,2.0105855428233784e-53,0.15083229967309922,0.06527453857428114,4.804435698595637e-20,-0.07665578374738385,True
