d,p_high,bistable
0.04200000000002744,1.9186844613573062,True
0.04484210526318719,1.9186844613573062,True
0.04768421052634694,1.9186844613573062,True
0.0505263157895067,1.9186844613573062,True
0.05336842105266645,1.9186844613573062,True
0.056210526315826195,1.9186844613573062,True
0.05905263157898595,1.9186844613573062,True
0.061894736842145706,1.9186844613573062,True
0.06473684210530545,1.9186844613573062,True
0.0675789473684652,1.9186844613573062,True
0.07042105263162496,1.9186844613573062,True
0.07326315789478471,1.9186844613573062,True
0.07610526315794447,1.9186844613573062,True
0.07894736842110422,1.9186844613573062,True
0.08178947368426397,1.9186844613573062,True
0.08463157894742371,1.9186844613573062,True
0.08747368421058346,1.9186844613573062,True
0.09031578947374322,1.9186844613573062,True
0.09315789473690297,1.9186844613573062,True
0.09600000000006273,1.9186844613573062,True
0.04200000000002744,2.0533289849613277,True
0.04484210526318719,2.0533289849613277,True
0.04768421052634694,2.0533289849613277,True
0.0505263157895067,2.0533289849613277,True
0.05336842105266645,2.0533289849613277,True
0.056210526315826195,2.0533289849613277,True
0.05905263157898595,2.0533289849613277,True
0.061894736842145706,2.0533289849613277,True
0.06473684210530545,2.0533289849613277,True
0.0675789473684652,2.0533289849613277,True
0.07042105263162496,2.0533289849613277,True
0.07326315789478471,2.0533289849613277,True
0.07610526315794447,2.0533289849613277,True
0.07894736842110422,2.0533289849613277,True
0.08178947368426397,2.0533289849613277,True
0.08463157894742371,2.0533289849613277,True
0.08747368421058346,2.0533289849613277,True
0.09031578947374322,2.0533289849613277,True
0.09315789473690297,2.0533289849613277,True
0.09600000000006273,2.0533289849613277,True
0.04200000000002744,2.1879735085653493,True
0.04484210526318719,2.1879735085653493,True
0.04768421052634694,2.1879735085653493,True
0.0505263157895067,2.1879735085653493,True
0.05336842105266645,2.1879735085653493,True
0.056210526315826195,2.1879735085653493,True
0.05905263157898595,2.1879735085653493,True
0.061894736842145706,2.1879735085653493,True
0.06473684210530545,2.1879735085653493,True
0.0675789473684652,2.1879735085653493,True
0.07042105263162496,2.1879735085653493,True
0.07326315789478471,2.1879735085653493,True
0.07610526315794447,2.1879735085653493,True
0.07894736842110422,2.1879735085653493,True
0.08178947368426397,2.1879735085653493,True
0.08463157894742371,2.1879735085653493,True
0.08747368421058346,2.1879735085653493,True
0.09031578947374322,2.1879735085653493,True
0.09315789473690297,2.1879735085653493,True
0.09600000000006273,2.1879735085653493,True
0.04200000000002744,2.3226180321693706,True
0.04484210526318719,2.3226180321693706,True
0.04768421052634694,2.3226180321693706,True
0.0505263157895067,2.3226180321693706,True
0.05336842105266645,2.3226180321693706,True
0.056210526315826195,2.3226180321693706,True
0.05905263157898595,2.3226180321693706,True
0.061894736842145706,2.3226180321693706,True
0.06473684210530545,2.3226180321693706,True
0.0675789473684652,2.3226180321693706,True
0.07042105263162496,2.3226180321693706,True
0.07326315789478471,2.3226180321693706,True
0.07610526315794447,2.3226180321693706,True
0.07894736842110422,2.3226180321693706,True
0.08178947368426397,2.3226180321693706,True
0.08463157894742371,2.3226180321693706,True
0.08747368421058346,2.3226180321693706,True
0.09031578947374322,2.3226180321693706,True
0.09315789473690297,2.3226180321693706,True
0.09600000000006273,2.3226180321693706,True
0.04200000000002744,2.457262555773392,True
0.04484210526318719,2.457262555773392,True
0.04768421052634694,2.457262555773392,True
0.0505263157895067,2.457262555773392,True
0.05336842105266645,2.457262555773392,True
0.056210526315826195,2.457262555773392,True
0.05905263157898595,2.457262555773392,True
0.061894736842145706,2.457262555773392,True
0.06473684210530545,2.457262555773392,True
0.0675789473684652,2.457262555773392,True
0.07042105263162496,2.457262555773392,True
0.07326315789478471,2.457262555773392,True
0.07610526315794447,2.457262555773392,True
0.07894736842110422,2.457262555773392,True
0.08178947368426397,2.457262555773392,True
0.08463157894742371,2.457262555773392,True
0.08747368421058346,2.457262555773392,True
0.09031578947374322,2.457262555773392,True
0.09315789473690297,2.457262555773392,True
0.09600000000006273,2.457262555773392,True
0.04200000000002744,2.5919070793774135,True
0.04484210526318719,2.5919070793774135,True
0.04768421052634694,2.5919070793774135,True
0.0505263157895067,2.5919070793774135,True
0.05336842105266645,2.5919070793774135,True
0.056210526315826195,2.5919070793774135,True
0.05905263157898595,2.5919070793774135,True
0.061894736842145706,2.5919070793774135,True
0.06473684210530545,2.5919070793774135,True
0.0675789473684652,2.5919070793774135,True
0.07042105263162496,2.5919070793774135,True
0.07326315789478471,2.5919070793774135,True
0.07610526315794447,2.5919070793774135,True
0.07894736842110422,2.5919070793774135,True
0.08178947368426397,2.5919070793774135,True
0.08463157894742371,2.5919070793774135,True
0.08747368421058346,2.5919070793774135,True
0.09031578947374322,2.5919070793774135,True
0.09315789473690297,2.5919070793774135,True
0.09600000000006273,2.5919070793774135,True
0.04200000000002744,2.726551602981435,True
0.04484210526318719,2.726551602981435,True
0.04768421052634694,2.726551602981435,True
0.0505263157895067,2.726551602981435,True
0.05336842105266645,2.726551602981435,True
0.056210526315826195,2.726551602981435,True
0.05905263157898595,2.726551602981435,True
0.061894736842145706,2.726551602981435,True
0.06473684210530545,2.726551602981435,True
0.0675789473684652,2.726551602981435,True
0.07042105263162496,2.726551602981435,True
0.07326315789478471,2.726551602981435,True
0.07610526315794447,2.726551602981435,True
0.07894736842110422,2.726551602981435,True
0.08178947368426397,2.726551602981435,True
0.08463157894742371,2.726551602981435,True
0.08747368421058346,2.726551602981435,True
0.09031578947374322,2.726551602981435,True
0.09315789473690297,2.726551602981435,True
0.09600000000006273,2.726551602981435,True
0.04200000000002744,2.8611961265854564,True
0.04484210526318719,2.8611961265854564,True
0.04768421052634694,2.8611961265854564,True
0.0505263157895067,2.8611961265854564,True
0.05336842105266645,2.8611961265854564,True
0.056210526315826195,2.8611961265854564,True
0.05905263157898595,2.8611961265854564,True
0.061894736842145706,2.8611961265854564,True
0.06473684210530545,2.8611961265854564,True
0.0675789473684652,2.8611961265854564,True
0.07042105263162496,2.8611961265854564,True
0.07326315789478471,2.8611961265854564,True
0.07610526315794447,2.8611961265854564,True
0.07894736842110422,2.8611961265854564,True
0.08178947368426397,2.8611961265854564,True
0.08463157894742371,2.8611961265854564,True
0.08747368421058346,2.8611961265854564,True
0.09031578947374322,2.8611961265854564,True
0.09315789473690297,2.8611961265854564,True
0.09600000000006273,2.8611961265854564,True
0.04200000000002744,2.9958406501894776,True
0.04484210526318719,2.9958406501894776,True
0.04768421052634694,2.9958406501894776,True
0.0505263157895067,2.9958406501894776,True
0.05336842105266645,2.9958406501894776,True
0.056210526315826195,2.9958406501894776,True
0.05905263157898595,2.9958406501894776,True
0.061894736842145706,2.9958406501894776,True
0.06473684210530545,2.9958406501894776,True
0.0675789473684652,2.9958406501894776,True
0.07042105263162496,2.9958406501894776,True
0.07326315789478471,2.9958406501894776,True
0.07610526315794447,2.9958406501894776,True
0.07894736842110422,2.9958406501894776,True
0.08178947368426397,2.9958406501894776,True
0.08463157894742371,2.9958406501894776,True
0.08747368421058346,2.9958406501894776,True
0.09031578947374322,2.9958406501894776,True
0.09315789473690297,2.9958406501894776,True
0.09600000000006273,2.9958406501894776,True
0.04200000000002744,3.1304851737934993,True
0.04484210526318719,3.1304851737934993,True
0.04768421052634694,3.1304851737934993,True
0.0505263157895067,3.1304851737934993,True
0.05336842105266645,3.1304851737934993,True
0.056210526315826195,3.1304851737934993,True
0.05905263157898595,3.1304851737934993,True
0.061894736842145706,3.1304851737934993,True
0.06473684210530545,3.1304851737934993,True
0.0675789473684652,3.1304851737934993,True
0.07042105263162496,3.1304851737934993,True
0.07326315789478471,3.1304851737934993,True
0.07610526315794447,3.1304851737934993,True
0.07894736842110422,3.1304851737934993,True
0.08178947368426397,3.1304851737934993,True
0.08463157894742371,3.1304851737934993,True
0.08747368421058346,3.1304851737934993,True
0.09031578947374322,3.1304851737934993,True
0.09315789473690297,3.1304851737934993,True
0.09600000000006273,3.1304851737934993,True
0.04200000000002744,3.265129697397521,True
0.04484210526318719,3.265129697397521,True
0.04768421052634694,3.265129697397521,True
0.0505263157895067,3.265129697397521,True
0.05336842105266645,3.265129697397521,True
0.056210526315826195,3.265129697397521,True
0.05905263157898595,3.265129697397521,True
0.061894736842145706,3.265129697397521,True
0.06473684210530545,3.265129697397521,True
0.0675789473684652,3.265129697397521,True
0.07042105263162496,3.265129697397521,True
0.07326315789478471,3.265129697397521,True
0.07610526315794447,3.265129697397521,True
0.07894736842110422,3.265129697397521,True
0.08178947368426397,3.265129697397521,True
0.08463157894742371,3.265129697397521,True
0.08747368421058346,3.265129697397521,True
0.09031578947374322,3.265129697397521,True
