,0
r_max,0.32
K_M,1.268262657593822
c,0.1
d,0.45990308018657566
g,0.05108538994916019
u,0.22107485229639864
p_low,0.6113259607693406
p_high,2.5000185095110665
H_on,0.5560774257258904
H_off,0.7
tau_q,3.9999901299434453
