metabolite,local_sample_id,butyrate_intensity_norm,butyrate_log1p_norm,median_norm_factor,subject_id,time_hr
butyrate,SM-9ZE8P,8045323.848623971,15.900601716539835,0.7049593163325606,,
butyrate,SM-9ZE8T,4865376.403350572,15.397654845793971,1.6534465852343938,,
butyrate,SM-9ZEPA,5011542.774930186,15.427254564304686,0.941320709382894,,
butyrate,SM-9ZGIF,2978721.95642818,14.907005228521541,1.1226042742202567,,
butyrate,SM-9ZJIA,6096792.72952506,15.623273572847271,0.9873461780730293,,
butyrate,SM-9ZJII,10650392.260334518,16.18110737529097,1.1857162338547855,,
butyrate,SM-9ZK9F,11158076.399701027,16.22767422406377,1.0920963939919346,,
butyrate,SM-A12KH,4216034.549300195,15.254405801164985,1.2042859090997642,,
butyrate,SM-A12KL,3229392.7440079614,14.98780498222829,0.6499178534089212,,
butyrate,SM-A12L2,5491344.493195737,15.518683864186158,1.638466683550551,,
butyrate,SM-A14C6,12815887.726475079,16.36619626586144,0.7978362652847857,,
butyrate,SM-A14CI,354546.8671231153,12.778598642984575,0.3716039040735618,,
butyrate,SM-A14CQ,6444519.287362379,15.678740759833868,0.9760417681323177,,
butyrate,SM-A18YS,2176767.4160996354,14.593351957020129,1.5302163085335048,,
butyrate,SM-A18Z1,1319881.0565445693,14.093052939467906,0.8555414856519452,,
butyrate,SM-A1C87,5160626.712590055,15.456568779785773,1.2644444877364556,,
butyrate,SM-A1ZUY,6722171.324809568,15.7209219228817,0.9074100770814257,,
butyrate,SM-A1ZVJ,5900453.479323872,15.590539936303136,0.8733098257713013,,
butyrate,SM-A2BG6,6502781.239495877,15.687740680129748,0.6945640386251323,,
butyrate,SM-A2HYM,8672139.891335538,15.975626249224185,0.9232939159572189,,
butyrate,SM-A2HYU,5063575.1759381415,15.437583545768527,1.041551239342048,,
butyrate,SM-A2HYY,9464638.412904225,16.063073245006482,0.6540790815166924,,
butyrate,SM-A312T,3001900.8137043444,14.914756583680083,0.4564311364802296,,
butyrate,SM-A373R,7719095.08293337,15.859207827442727,0.7265589994350392,,
butyrate,SM-A3744,2935489.4574598526,14.89238510374352,0.9797912892144448,,
butyrate,SM-A375P,5815295.466513571,15.576002325698692,1.4794997175196276,,
butyrate,SM-A3J7F,12159583.667814098,16.313628278311587,1.298271999376595,,
butyrate,SM-A47RS,10333063.967826456,16.150859502588556,1.06472891624944,,
butyrate,SM-A47S3,2226321.7665526527,14.615861798757694,1.0472372120810687,,
butyrate,SM-A4O3C,7215292.471394358,15.791713424538829,1.0249556798036275,,
butyrate,SM-A4UVT,5856433.76987276,15.583051575356574,1.8428136343859787,,
butyrate,SM-A5A1N,2271231.847242997,14.63583334654204,1.5281733585292838,,
butyrate,SM-A5A1R,2385048.7946340013,14.684730560339881,0.5499522705577526,,
butyrate,SM-A5A1V,3039176.708315649,14.927097546107559,1.2424019273603346,,
butyrate,SM-A5QMX,2097413.002380831,14.556215716426157,0.6638821245121531,,
butyrate,SM-A5QN2,3370314.6149989446,15.03051695224561,0.5724818660588469,,
butyrate,SM-A5QNE,1412905.2485596547,14.161159310250776,0.6650042534400914,,
butyrate,SM-A61QC,11585675.7401229,16.26528012934518,0.7186040923938101,,
butyrate,SM-A61QG,2726138.9629875855,14.81839723364309,1.0158513698674616,,
butyrate,SM-A62BX,6016429.313403158,15.610004670212566,1.25539212821362,,
butyrate,SM-A72E7,6514112.969474972,15.689481760746773,1.2271518835271733,,
butyrate,SM-A77UE,21180747.874483783,16.868603255136822,0.8321443182482321,,
butyrate,SM-A77UI,9835789.452485742,16.10153837795197,1.2028105173611787,,
butyrate,SM-A77UY,6844707.054219497,15.738986364841054,0.9995181599163598,,
butyrate,SM-A77WI,6198309.786438762,15.639787359092841,1.0727968154396628,,
butyrate,SM-A7J1H,504386.8920447483,13.131100878115372,0.5224263440545999,,
butyrate,SM-A7J1L,2080489.870723075,14.548114419374874,0.5309994610144617,,
butyrate,SM-A7J1X,7014433.112615611,15.763480600070348,0.5423129622775061,,
butyrate,SM-A8MJS,2914924.5101798293,14.885354823471038,1.814212334326885,,
butyrate,SM-A8XLM,6035087.889551745,15.613101141411386,1.0282181657607814,,
butyrate,SM-A9F53,6326730.568790927,15.660294320927582,0.7629996168657017,,
butyrate,SM-A9F5B,11111161.611864856,16.22346080167324,0.8263128843518861,,
butyrate,SM-A9F5R,1548546.380132967,14.252827875365448,1.1685881825797277,,
butyrate,SM-A9F6G,42555.36446510388,10.658584698964276,0.9348762606092484,,
butyrate,SM-A9F71,7825897.966855497,15.87294917173503,1.0128875987869579,,
butyrate,SM-A9F75,2541044.4721383573,14.748086157513436,0.9739195937477677,,
butyrate,SM-A9J97,977268.4916459206,13.792517728860153,1.3845642334391823,,
butyrate,SM-A9J9N,5403165.156066206,15.502495664910489,0.6845557914970161,,
butyrate,SM-A9VSE,4219910.639692294,15.255324747331441,1.4688329989025475,,
butyrate,SM-AADKW,2967313.011763351,14.903167728443112,0.3947062528816245,,
butyrate,SM-AADL1,3333080.5711575462,15.019407830785042,1.2568805075555383,,
butyrate,SM-AAHYA,4238630.100190195,15.259750921350928,1.1144246816413732,,
butyrate,SM-AAHYE,8243433.004294986,15.924927563164339,0.8609040670679836,,
butyrate,SM-ACTNE,5080619.372831866,15.440943932734742,1.497181040696655,,
butyrate,SM-ACTNU,14495277.817783296,16.48933355559845,1.2772087042917535,,
butyrate,SM-ACTNY,3128625.9688933273,14.956104798188147,0.7373789717714442,,
butyrate,SM-ACTOF,5669523.095348371,15.550615738380303,0.7262693758807218,,
butyrate,SM-ADDEW,4483360.428100307,15.315883641815153,0.7955166793295799,,
butyrate,SM-ADDF5,8157289.090766935,15.914422575064224,1.171084399940257,,
butyrate,SM-ADICO,7652495.586196547,15.850542503698573,1.3630749449650308,,
butyrate,SM-ADID5,12594796.303554568,16.348794374233595,1.1361061866448474,,
butyrate,SM-ADYKC,3748251.1860974873,15.136800205588484,1.6590299559070867,,
butyrate,SM-AE3QV,2600701.890567743,14.77129230898181,0.9654516763749001,,
butyrate,SM-AE3RC,5480658.118041502,15.516735928706371,1.1770223321839304,,
butyrate,SM-AEB6U,1252156.5821452104,14.040378687055165,0.6544141616826739,,
butyrate,SM-AF6M6,2418296.374658373,14.698574286324678,0.7337268577143117,,
butyrate,SM-AF6MI,7416236.472394614,15.81918240734333,1.230100069483678,,
butyrate,SM-AF6MY,3896144.898627196,15.175498391356328,0.6872208477008696,,
butyrate,SM-AF6NB,3905269.9796866896,15.177837731853895,1.6470021364607481,,
butyrate,SM-AFCK9,28080.30067306631,10.24285917733289,0.7415518887222147,,
butyrate,SM-AFCKD,2735447.1608262127,14.821805841776829,0.946939146584585,,
butyrate,SM-AFCKH,7812024.599078535,15.871174847865111,0.5572967602423486,,
butyrate,SM-AFJ1N,116245.25122246738,11.663466075380972,0.9582929094179605,,
butyrate,SM-AFSHZ,1659072.3541541446,14.321769784080649,1.106315222120486,,
butyrate,SM-AFSIG,9949470.830992606,16.113030025413558,0.754600533790497,,
butyrate,SM-AFSIK,4886564.200334534,15.402000201623926,0.8478930860493659,,
butyrate,SM-AFSIO,4379843.340272937,15.29252374297064,1.240817439753755,,
butyrate,SM-AG2E3,5688252.621533106,15.553913838348288,0.8886871481171222,,
butyrate,SM-AG78Z,12342220.859048568,16.328536613641347,0.8631807939321917,,
butyrate,SM-AGULV,9054340.99139054,16.01875497867362,1.0469177170390862,,
butyrate,SM-AGUMC,3445344.0556163513,15.052534618696049,1.0847532030676719,,
butyrate,SM-AGUMK,1020339.3814979044,13.835646836943427,0.758895534212594,,
butyrate,SM-AGUN1,3852148.2942128778,15.164141808732918,0.9249797068697928,,
butyrate,SM-AGUN5,4598091.7962376475,15.34115216597148,2.0250063314566247,,
butyrate,SM-AGUND,4716362.504002109,15.366548616549828,1.6550466579649725,,
butyrate,SM-AGUNH,2462220.5295475298,14.71657456118615,0.7225315436415941,,
butyrate,SM-AHF2E,9089147.108111257,16.022591744282394,1.4379900385082438,,
butyrate,SM-AHUNW,3031300.6077156323,14.924502658748779,1.0665289980713408,,
butyrate,SM-AHUO1,3281954.2741856193,15.003949922929817,1.1096504386563026,,
butyrate,SM-AI38G,2719956.7368317028,14.816126900221944,1.655911632346925,,
butyrate,SM-AIG54,5941826.838396123,15.597527360905396,1.4523906930834518,,
butyrate,SM-AIG5S,8436640.664366828,15.948094880320575,1.0972472774736515,,
butyrate,SM-AIG6P,5256960.985479063,15.475063848555935,1.0004818400836402,,
butyrate,SM-AIG8M,5596133.334219603,15.5375866198796,0.7840018702148799,,
butyrate,SM-AIRV5,2410771.2815095247,14.69545770289324,0.6820037274421564,,
butyrate,SM-AJC3J,3584800.6103840084,15.092213691679591,1.5565850395797212,,
butyrate,SM-AJDM5,8868716.065718258,15.998040706363454,0.7537238705655452,,
butyrate,SM-AK8KS,5184747.6424307395,15.461231920636683,1.0116563739910256,,
butyrate,SM-AK8LH,3048036.520771513,14.930008505677314,0.8272194190645029,,
butyrate,SM-AKTXS,7257709.708450733,15.797575007659706,1.452917989778756,,
butyrate,SM-AKTY5,35779.00288628233,10.485144437730185,0.9791497016098134,,
butyrate,SM-AKTYH,5647686.772284735,15.546756775516098,0.8273466975771626,,
butyrate,SM-AKTYL,2896388.3255410963,14.878975459067107,1.027542810387485,,
butyrate,SM-AKTYX,6129571.05135585,15.628635493298551,0.8506100926665497,,
butyrate,SM-AKTZI,3373891.0923427464,15.031577559461244,0.7239030345535187,,
butyrate,SM-AM1I6,4820209.30582929,15.38832811698973,0.7195963452884222,,
butyrate,SM-AMR2U,3437959.040260349,15.050388841896462,1.3137817952764086,,
butyrate,SM-AMR37,5502159.215203685,15.520651339490838,2.1295019903502106,,
butyrate,SM-AMR3J,4105076.588074568,15.227735201560831,1.1374659887137728,,
butyrate,SM-AN5FR,14687664.057686709,16.502518587775665,1.2314274025442715,,
butyrate,SM-AN5FZ,2317722.9571997947,14.656096209163968,0.6732280038703058,,
butyrate,SM-APDWQ,2245687.154781317,14.624522559930696,1.0242985070749968,,
butyrate,SM-APDXF,11155375.217086548,16.22743211159888,1.4582195294591314,,
butyrate,SM-APDY4,4536295.477146621,15.327621483176769,1.0294208178293818,,
butyrate,SM-APR9M,1128015.655273744,13.935971476244738,1.593299695440702,,
butyrate,SM-APR9Q,2096222.3785318194,14.555647892471507,0.7574344288376744,,
butyrate,SM-AQJXS,4163897.083710212,15.241962232843548,1.3525939490756074,,
butyrate,SM-ARB69,7704477.55377747,15.857312348103243,0.8884416824141357,,
butyrate,SM-ARMBQ,8038125.813320405,15.899706630592437,1.3408609482249194,,
butyrate,SM-ARMBY,1200411.8252027442,13.99817607659886,0.8109875124193957,,
butyrate,SM-ARMC7,8475310.221659347,15.952667932876228,0.8837232861233952,,
butyrate,SM-ARMCB,1870216.5957161835,14.441565343406866,0.5963517822238673,,
butyrate,SM-ARMDG,3993195.8005253403,15.20010267121333,1.4709759534524296,,
butyrate,SM-ARNW1,11081002.88207201,16.220742838254292,0.6529374711837551,,
butyrate,SM-ARWVG,4401904.704395115,15.297548119756673,0.8576026183008318,,
butyrate,SM-ASN2R,4070668.744331117,15.219318100227579,0.724539427116817,,
butyrate,SM-ASN2Z,4734971.690235172,15.370486516947915,0.6418902157890294,,
butyrate,SM-ATLL1,4643252.887422934,15.35092594726949,0.947965167247862,,
butyrate,SM-ATVSR,7605704.589258746,15.84440925902446,0.8668757670803219,,
butyrate,SM-ATVT8,11063593.835471524,16.21917053157951,1.1190534634691187,,
butyrate,SM-AU2MF,63510.74988157374,11.058980205268554,0.6004337859513095,,
butyrate,SM-AUNQ5,6580842.323246041,15.699673459716173,1.0328495451091932,,
butyrate,SM-AUP8B,3699576.9214240215,15.123729295816567,1.3762638561493055,,
butyrate,SM-AV8JF,2557434.8542428925,14.75451569506342,1.2090133967128376,,
butyrate,SM-AVADD,5341225.070512124,15.490965785801551,1.3884215516289702,,
butyrate,SM-AVADL,4237269.506159851,15.259429871365871,0.7839135545122181,,
butyrate,SM-AVADT,5710834.629762911,15.557875915892048,1.2758112381731637,,
butyrate,SM-AVAE6,2657555.1312591177,14.792917510803631,1.181369283019358,,
butyrate,SM-AVJBU,1889918.5087845125,14.45204479818423,0.4527062918444345,,
butyrate,SM-AVPGV,3413623.375682441,15.043285151585776,0.7222302312442773,,
butyrate,SM-AVPGZ,5540764.500576833,15.527643226177332,0.6383108323105595,,
butyrate,SM-AVR6W,8979356.632884338,16.010438904633393,1.0245582591416493,,
butyrate,SM-AVR79,8727090.565184133,15.981942718262301,0.8319469066775762,,
butyrate,SM-AW574,8853807.697889257,15.996358285748649,2.5310137473781276,,
butyrate,SM-AWJJY,5129527.271060378,15.450524257959845,0.9424168631041671,,
butyrate,SM-AWQK7,4033061.072937032,15.210036464993454,0.9858266284831129,,
butyrate,SM-AXQRD,3456072.7466565333,15.055643747410052,1.2355535641230446,,
butyrate,SM-AXQRH,1009217.9806450957,13.824687303187217,0.7665777015838382,,
butyrate,SM-AXTSZ,5226110.285921526,15.469178019501394,0.7439714792230816,,
butyrate,SM-AXTT4,8524207.758254439,15.95842076254534,1.1940594702356602,,
butyrate,SM-AYMHV,2870651.153892453,14.870049793244089,0.9925918710590741,,
butyrate,SM-B1JO5,4993440.049327556,15.423635819114025,1.2156240868091406,,
butyrate,SM-B1JOP,5473668.262268873,15.51545974700383,1.0592962017754053,,
butyrate,SM-B1SBW,1744295.9732189593,14.371862151763626,1.1388686498736955,,
butyrate,SM-B2OQ7,5301473.030249894,15.483495458769529,0.7850980239361529,,
butyrate,SM-B2OQN,9109710.146301331,16.024851561411975,0.653546589780055,,
butyrate,SM-B4A4G,828006.604467664,13.626777617464914,1.724504360587819,,
butyrate,SM-B4LHS,3978551.884950902,15.196428714397292,1.016563090530089,,
butyrate,SM-B58FG,6468907.613544887,15.6825179680976,1.1519510627106426,,
butyrate,SM-B58G1,9421470.195272755,16.058501812200173,0.5973933880111434,,
butyrate,SM-B5F8Y,6814767.672012596,15.734602678591335,1.2273518926184956,,
butyrate,SM-B5F9B,4569333.703423629,15.334878173153163,0.8776308014000637,,
butyrate,SM-B5ORH,3001104.2770665293,14.914491204469147,1.116515685777925,,
butyrate,SM-BYMCC,7379769.362095011,15.814253079845246,1.0265297773275408,,
butyrate,SM-BZ5M6,2957519.7955624615,14.899861906276556,1.2127901917619632,,
butyrate,SM-BZIQP,1128064.6263750745,13.936014888758312,0.6997577811978467,,
butyrate,SM-BZNKI,43736.07818201924,10.685951492320074,0.7046813816212425,,
butyrate,SM-BZNLC,3170359.803771653,14.969355957601158,0.78139395946569,,
butyrate,SM-BZWMX,4251463.3823872525,15.262774042114948,1.5586085081789431,,
butyrate,SM-C1MZ3,11360148.462162836,16.24562212805126,1.0032507971141544,,
butyrate,SM-C1WB2,9790858.875030553,16.096959842624212,0.7810783607047074,,
butyrate,SM-CE6ZH,5185236.000915619,15.461326107553045,1.1319241783717442,,
butyrate,SM-CE9V4,5311093.507563828,15.485308493929667,0.7100933159299448,,
butyrate,SM-CEFO7,3955090.955107342,15.190514409256803,1.2150747111881708,,
butyrate,SM-CG7AV,5069377.193522246,15.43872872377025,0.6506880182865455,,
butyrate,SM-CH32H,10182772.367276851,16.136207964918395,0.7419843759131909,,
butyrate,SM-CH32P,4581839.585435102,15.337611349909569,0.6820478852934874,,
butyrate,SM-CHS72,4593678.143478261,15.340191817275374,1.0918028741566175,,
butyrate,SM-CHS76,5327792.971497307,15.488447821441428,0.9793094491308046,,
butyrate,SM-CHZLQ,5331789.063196067,15.489197586511613,0.7650010065392583,,
butyrate,SM-CJ2ZF,2755594.600473917,14.829144166123447,1.1795029644204607,,
butyrate,SM-CJNBH,3252761.0868528164,14.995015066246243,1.0944523452364718,,
butyrate,SM-CKJ6T,1953928.6405534595,14.485353103031478,0.5803666400420798,,
butyrate,SM-CL4HR,10469782.484400285,16.164003903014965,1.1027176559973506,,
butyrate,SM-CLM5L,4635068.38194245,15.349161726005429,0.7914450656848039,,
butyrate,SM-CMUKL,11437714.662427314,16.252426844119498,1.235134064535401,,
butyrate,SM-CMUKP,5059094.416351261,15.436698253810041,1.190716461137844,,
butyrate,SM-CNIIF,4353354.174564332,15.286457410259965,1.9281603709259512,,
butyrate,SM-CNW2E,2397028.4227311737,14.689740788156028,1.3982349847070972,,
butyrate,SM-COSYB,1387072.7916742035,14.14270690024241,0.7036501659166325,,
butyrate,SM-CP6EO,9580215.971989194,16.07521079812368,1.0125031657283123,,
butyrate,SM-CQEDG,2302009.367927703,14.64929337213206,1.026550557492873,,
butyrate,SM-CRP6E,2896273.4633089537,14.878935801239086,0.9702726747319683,,
butyrate,SM-CRT7P,5424150.084116908,15.50637196295575,1.0790204749566539,,
butyrate,SM-CSF71,2899417.449453778,14.880020740175826,1.0427473976089823,,
butyrate,SM-CSN3P,11893819.264014043,16.291529517650893,1.0675537199742846,,
butyrate,SM-CTLFU,7071578.7002651105,15.771594450009895,1.2168968719357374,,
butyrate,SM-CTTKY,4753846.920508556,15.374464936594327,0.9028254531050113,,
butyrate,SM-5Q4W7,190930.51013513515,12.159670057041629,1.9221652932276142e-05,,
butyrate,SM-5QVZ9,98240.71217820083,11.495186171753126,0.0008860389757976013,,
butyrate,SM-5QVZD,,,0.8236556207100323,,
butyrate,SM-5U5DE,,,0.7749443156507114,,
butyrate,SM-5WXZX,,,0.7335632139123207,,
butyrate,SM-5XHHR,,,0.7623437428974045,,
butyrate,SM-5ZNHM,,,1.1049736026962265,,
butyrate,SM-5ZNHS,,,1.400074029338996,,
butyrate,SM-5ZZL9,,,1.0211243368205047,,
butyrate,SM-61N7T,,,0.582192697070646,,
butyrate,SM-61NJ9,,,0.8228451942620768,,
butyrate,SM-61U3T,,,1.186843557824057,,
butyrate,SM-61YN5,,,1.590895690063834,,
butyrate,SM-62ARQ,,,1.2063470417486508,,
butyrate,SM-63ZAH,,,1.4780814712357055,,
butyrate,SM-64NA9,,,1.3956582442059056,,
butyrate,SM-65GXK,,,0.8674329352632912,,
butyrate,SM-67WTX,,,0.9783327813601917,,
butyrate,SM-689O4,,,1.0408940666134174,,
butyrate,SM-689SS,,,0.9143194820543791,,
butyrate,SM-69UMY,,,1.4949471729234445,,
butyrate,SM-6AXJO,,,1.530465670517491,,
butyrate,SM-6BKS1,,,0.8641262914548064,,
butyrate,SM-6BQPK,,,1.2781217328060366,,
butyrate,SM-6CAJC,,,0.9760807309423155,,
butyrate,SM-6CAJI,,,0.9353905697012201,,
butyrate,SM-6CAKR,,,0.7980180917314423,,
butyrate,SM-6DRTP,,,0.7150208126343405,,
butyrate,SM-6EFPD,,,0.5050723084815544,,
butyrate,SM-6FNVI,,,0.8459579331528057,,
butyrate,SM-6FNW6,,,0.9178235374335197,,
butyrate,SM-6GH65,,,0.5344853337489366,,
butyrate,SM-6HUBR,,,0.6533855434987305,,
butyrate,SM-6HUG5,,,0.6444786451332204,,
butyrate,SM-6J3OB,,,0.47595929685115557,,
butyrate,SM-6JWO4,,,0.7681362139837525,,
butyrate,SM-6KUC9,,,0.9180741981778393,,
butyrate,SM-6KUCD,,,1.503890436578286,,
butyrate,SM-6KUCH,,,1.0201242913638933,,
butyrate,SM-6KUCT,,,1.392289259901424,,
butyrate,SM-6KUD2,,,1.4581117323514705,,
butyrate,SM-6M2VX,,,1.0363821732156657,,
butyrate,SM-6M48S,,,1.8449280162085289,,
butyrate,SM-6MSSO,,,1.5001188365704934,,
butyrate,SM-6MSSW,,,0.6156903235861371,,
butyrate,SM-6MYZ2,,,0.4394823141311618,,
butyrate,SM-6OLSC,,,0.943284435006786,,
butyrate,SM-6OOEJ,,,1.140342742851948,,
butyrate,SM-6OSOU,,,1.3093582175813185,,
butyrate,SM-6Q4FM,,,1.5257135064580858,,
butyrate,SM-6Q4FQ,,,0.8273713740234946,,
butyrate,SM-6RB9P,,,1.5869708363367165,,
butyrate,SM-6SF6T,,,1.7066048456748033,,
butyrate,SM-6SSMY,,,1.931368308949108,,
butyrate,SM-6TO52,,,0.7596137486768879,,
butyrate,SM-6WJN1,,,1.014861714493516,,
butyrate,SM-6WOC1,,,1.0050976343080529,,
butyrate,SM-6WU1I,,,0.810418655393427,,
butyrate,SM-6X9W2,,,1.1835693830239036,,
butyrate,SM-6X9W6,,,0.9007136688031274,,
butyrate,SM-6X9WA,,,0.6232919678167189,,
butyrate,SM-6X9WE,,,1.3900333132025482,,
butyrate,SM-6X9WM,,,0.7431974180644575,,
butyrate,SM-6X9WU,,,0.6414369484327209,,
butyrate,SM-6XJTB,,,0.6978317196236192,,
butyrate,SM-6XJTF,,,0.8262700252608884,,
butyrate,SM-6XJTN,,,0.7231081932295624,,
butyrate,SM-6XJUC,,,0.9122258803971609,,
butyrate,SM-6XNM3,,,0.9614995486807842,,
butyrate,SM-6XRKG,,,1.144290974265064,,
butyrate,SM-6XSL6,,,1.612992798373952,,
butyrate,SM-6XSLI,,,1.2947536576337886,,
butyrate,SM-6XTSQ,,,0.5823355607073049,,
butyrate,SM-6XTSU,,,0.9917437805614541,,
butyrate,SM-6XTSY,,,1.13927256433734,,
butyrate,SM-6Y2UL,,,0.9771794821842551,,
butyrate,SM-6Y87V,,,0.8617820290532686,,
butyrate,SM-6YAZN,,,0.8748748319728819,,
butyrate,SM-6YAZR,,,1.0619989220289234,,
butyrate,SM-6ZEU8,,,0.9781821251615334,,
butyrate,SM-6ZEUG,,,1.1006708097121298,,
butyrate,SM-6ZEV1,,,1.7459403998883065,,
butyrate,SM-6ZEVH,,,1.0883221964634757,,
butyrate,SM-6ZEVL,,,0.8158474735864617,,
butyrate,SM-6ZJI5,,,2.0328911054398575,,
butyrate,SM-6ZJI9,,,2.507128246089108,,
butyrate,SM-6ZKSA,,,0.8611066736799725,,
butyrate,SM-6ZKT1,,,1.665275694349743,,
butyrate,SM-6ZKY3,,,1.1701947491119726,,
butyrate,SM-6ZT2N,,,1.068869364191879,,
butyrate,SM-6ZT2V,,,1.1967258251998467,,
butyrate,SM-6ZT3C,,,1.5192573688414408,,
butyrate,SM-6ZT3G,,,1.0593572435110687,,
butyrate,SM-6ZT3W,,,0.9854006350938029,,
butyrate,SM-6ZUH2,,,1.6517348191151546,,
butyrate,SM-71WX9,,,1.761051476365809,,
butyrate,SM-71WXD,,,0.566804984642159,,
butyrate,SM-71WXH,,,1.0258336417889125,,
butyrate,SM-71WXX,,,0.8013104491762613,,
butyrate,SM-71WY2,,,0.7194288052054314,,
butyrate,SM-71ZV9,,,1.240092731487795,,
butyrate,SM-727GQ,,,1.0681602410499178,,
butyrate,SM-72PGN,,,0.4319884670082406,,
butyrate,SM-72PHS,,,0.6190956731799497,,
butyrate,SM-72XGS,,,0.795308877676258,,
butyrate,SM-72ZHG,,,0.5043372101329281,,
butyrate,SM-72ZHO,,,1.218213814913665,,
butyrate,SM-734R8,,,1.7478300961732027,,
butyrate,SM-73BMX,,,0.8962212568103745,,
butyrate,SM-73BN6,,,1.1436792581480977,,
butyrate,SM-73JXD,,,0.786164306169761,,
butyrate,SM-74Y71,,,1.1046060535219133,,
butyrate,SM-74Y7D,,,0.9166715370179164,,
butyrate,SM-74Y93,,,0.7269681089400167,,
butyrate,SM-76C9O,,,0.5867409557577292,,
butyrate,SM-76CAL,,,1.3814160383913554,,
butyrate,SM-76CAT,,,0.8754423902385173,,
butyrate,SM-76ENW,,,1.14151422467255,,
butyrate,SM-76EO1,,,0.7237783535615255,,
butyrate,SM-76EO9,,,0.7999571409090024,,
butyrate,SM-76EOD,,,0.5294500399368802,,
butyrate,SM-76LBZ,,,0.7743806536660758,,
butyrate,SM-77FXF,,,1.0831115700064289,,
butyrate,SM-77FXR,,,1.1530264362665836,,
butyrate,SM-77FXZ,,,0.7011851188041015,,
butyrate,SM-77FYC,,,1.146993694518582,,
butyrate,SM-77M5K,,,1.371594812751229,,
butyrate,SM-77M65,,,0.8856207749702909,,
butyrate,SM-77M69,,,1.1662789867071879,,
butyrate,SM-77VQ3,,,0.8119446987850097,,
butyrate,SM-787I4,,,1.0855792146396264,,
butyrate,SM-791B3,,,1.1576162552843312,,
butyrate,SM-791B7,,,1.1295370568792087,,
butyrate,SM-79RAY,,,0.9703973557239615,,
butyrate,SM-7AA1S,,,0.9093543213003188,,
butyrate,SM-7AA21,,,0.6958757865617269,,
butyrate,SM-7AK5U,,,1.1575383296643353,,
butyrate,SM-7AK5Y,,,1.4413096699200614,,
butyrate,SM-7AMI9,,,2.4170163578863972,,
butyrate,SM-7AMIH,,,1.649034696382303,,
butyrate,SM-7B7LB,,,1.7035657464949705,,
butyrate,SM-7BF15,,,1.4771035047047594,,
butyrate,SM-7BF1T,,,0.533247615151338,,
butyrate,SM-7BF22,,,1.140036235413298,,
butyrate,SM-7BF2I,,,1.0959978700330535,,
butyrate,SM-7BF2M,,,1.2456462306728229,,
butyrate,SM-7BF2Q,,,0.9263356126577182,,
butyrate,SM-7BP4V,,,0.9412246011182327,,
butyrate,SM-7BP5C,,,0.9315085750651003,,
butyrate,SM-7BP5K,,,1.0989551473118908,,
butyrate,SM-7CM7M,,,0.7866513412947341,,
butyrate,SM-7CP2F,,,1.6346249504847623,,
butyrate,SM-7CP2V,,,1.1099075932022884,,
butyrate,SM-7CP2Z,,,1.0114836388667017,,
butyrate,SM-7CP34,,,0.8491476885312969,,
butyrate,SM-7CP3G,,,0.7674179995194587,,
butyrate,SM-7CRWL,,,1.259265031527407,,
butyrate,SM-7CRWP,,,1.2583260278064587,,
butyrate,SM-7CRWX,,,0.9596579065282188,,
butyrate,SM-7CRX2,,,0.7798770073964401,,
butyrate,SM-7D34K,,,1.2880494567934906,,
butyrate,SM-7D34O,,,1.22460631327398,,
butyrate,SM-7DGUW,,,0.4324456306455488,,
butyrate,SM-7DGV1,,,0.9852837466638094,,
butyrate,SM-7DGV5,,,0.7276083977843149,,
butyrate,SM-7DN33,,,1.0296416070860364,,
butyrate,SM-7DN37,,,0.9024566051703649,,
butyrate,SM-7DN3V,,,0.5058074068301806,,
butyrate,SM-7E5ED,,,0.8007896462826233,,
butyrate,SM-7E5EH,,,0.7161052775126142,,
butyrate,SM-7ED9N,,,0.5915905268421292,,
butyrate,SM-7ED9R,,,1.0835375633957387,,
butyrate,SM-7EDA4,,,1.9185599345424793,,
butyrate,SM-7EDA8,,,0.9284006415876046,,
butyrate,SM-7EDAC,,,1.1634736643873422,,
butyrate,SM-7EWUS,,,1.1507588007247083,,
butyrate,SM-7F1RS,,,0.9375491093751015,,
butyrate,SM-7F1RW,,,1.0910132278739944,,
butyrate,SM-7F43P,,,1.4254959641022644,,
butyrate,SM-7FHYA,,,0.6812452514075316,,
butyrate,SM-7FK3W,,,1.1596319313215535,,
butyrate,SM-7FK4D,,,1.0468190112537583,,
butyrate,SM-7FVSS,,,0.9063814588974823,,
butyrate,SM-7GCHC,,,1.0456514257141558,,
butyrate,SM-7GCHK,,,0.9887644243569513,,
butyrate,SM-7GFUX,,,0.6535413947387219,,
butyrate,SM-7GYHH,,,1.1229068853779067,,
butyrate,SM-7GYHL,,,2.06084692161332,,
butyrate,SM-7GYIA,,,1.0330131889111842,,
butyrate,SM-7GYJN,,,0.6434461306682772,,
butyrate,SM-7GYJZ,,,0.9516250738669939,,
butyrate,SM-7H4GS,,,1.1970076561921645,,
butyrate,SM-7H4H1,,,0.9216341002513101,,
butyrate,SM-7H4HL,,,0.8648587922827661,,
butyrate,SM-7HAI4,,,1.8020169747975556,,
butyrate,SM-7HNM8,,,0.916114368834947,,
butyrate,SM-7HXJO,,,1.0790204749566539,,
butyrate,SM-7HXJW,,,1.0224204996331,,
butyrate,SM-7I1FM,,,0.7130674770931146,,
butyrate,SM-7I1FQ,,,1.1938179008136733,,
butyrate,SM-7I1G3,,,1.178399018137188,,
butyrate,SM-7I1G7,,,0.9416025403752118,,
