metabolite_name	SM-5Q4W7	SM-5QVZ9	SM-5QVZD	SM-5U5DE	SM-5WXZX	SM-5XHHR	SM-5ZNHM	SM-5ZNHS	SM-5ZZL9	SM-61N7T	SM-61NJ9	SM-61U3T	SM-61YN5	SM-62ARQ	SM-63ZAH	SM-64NA9	SM-65GXK	SM-67WTX	SM-689O4	SM-689SS	SM-69UMY	SM-6AXJO	SM-6BKS1	SM-6BQPK	SM-6CAJC	SM-6CAJI	SM-6CAKR	SM-6DRTP	SM-6EFPD	SM-6FNVI	SM-6FNW6	SM-6GH65	SM-6HUBR	SM-6HUG5	SM-6J3OB	SM-6JWO4	SM-6KUC9	SM-6KUCD	SM-6KUCH	SM-6KUCT	SM-6KUD2	SM-6M2VX	SM-6M48S	SM-6MSSO	SM-6MSSW	SM-6MYZ2	SM-6OLSC	SM-6OOEJ	SM-6OSOU	SM-6Q4FM	SM-6Q4FQ	SM-6RB9P	SM-6SF6T	SM-6SSMY	SM-6TO52	SM-6WJN1	SM-6WOC1	SM-6WU1I	SM-6X9W2	SM-6X9W6	SM-6X9WA	SM-6X9WE	SM-6X9WM	SM-6X9WU	SM-6XJTB	SM-6XJTF	SM-6XJTN	SM-6XJUC	SM-6XNM3	SM-6XRKG	SM-6XSL6	SM-6XSLI	SM-6XTSQ	SM-6XTSU	SM-6XTSY	SM-6Y2UL	SM-6Y87V	SM-6YAZN	SM-6YAZR	SM-6ZEU8	SM-6ZEUG	SM-6ZEV1	SM-6ZEVH	SM-6ZEVL	SM-6ZJI5	SM-6ZJI9	SM-6ZKSA	SM-6ZKT1	SM-6ZKY3	SM-6ZT2N	SM-6ZT2V	SM-6ZT3C	SM-6ZT3G	SM-6ZT3W	SM-6ZUH2	SM-71WX9	SM-71WXD	SM-71WXH	SM-71WXX	SM-71WY2	SM-71ZV9	SM-727GQ	SM-72PGN	SM-72PHS	SM-72XGS	SM-72ZHG	SM-72ZHO	SM-734R8	SM-73BMX	SM-73BN6	SM-73JXD	SM-74Y71	SM-74Y7D	SM-74Y93	SM-76C9O	SM-76CAL	SM-76CAT	SM-76ENW	SM-76EO1	SM-76EO9	SM-76EOD	SM-76LBZ	SM-77FXF	SM-77FXR	SM-77FXZ	SM-77FYC	SM-77M5K	SM-77M65	SM-77M69	SM-77VQ3	SM-787I4	SM-791B3	SM-791B7	SM-79RAY	SM-7AA1S	SM-7AA21	SM-7AK5U	SM-7AK5Y	SM-7AMI9	SM-7AMIH	SM-7B7LB	SM-7BF15	SM-7BF1T	SM-7BF22	SM-7BF2I	SM-7BF2M	SM-7BF2Q	SM-7BP4V	SM-7BP5C	SM-7BP5K	SM-7CM7M	SM-7CP2F	SM-7CP2V	SM-7CP2Z	SM-7CP34	SM-7CP3G	SM-7CRWL	SM-7CRWP	SM-7CRWX	SM-7CRX2	SM-7D34K	SM-7D34O	SM-7DGUW	SM-7DGV1	SM-7DGV5	SM-7DN33	SM-7DN37	SM-7DN3V	SM-7E5ED	SM-7E5EH	SM-7ED9N	SM-7ED9R	SM-7EDA4	SM-7EDA8	SM-7EDAC	SM-7EWUS	SM-7F1RS	SM-7F1RW	SM-7F43P	SM-7FHYA	SM-7FK3W	SM-7FK4D	SM-7FVSS	SM-7GCHC	SM-7GCHK	SM-7GFUX	SM-7GYHH	SM-7GYHL	SM-7GYIA	SM-7GYJN	SM-7GYJZ	SM-7H4GS	SM-7H4H1	SM-7H4HL	SM-7HAI4	SM-7HNM8	SM-7HXJO	SM-7HXJW	SM-7I1FM	SM-7I1FQ	SM-7I1G3	SM-7I1G7	SM-7I1GX	SM-7I1H2	SM-7I9G4	SM-7I9GC	SM-7IKZB	SM-7IKZF	SM-7IKZN	SM-7IL14	SM-7IL1G	SM-7IL1K	SM-7IL1O	SM-7IL1S	SM-7IWEO	SM-7IWES	SM-7IWEW	SM-7IWF5	SM-7IWF9	SM-7IWFL	SM-7J5TO	SM-7J5TW	SM-7J5U1	SM-7J5UD	SM-7K1UO	SM-7K1UW	SM-7K1V1	SM-7K1V5	SM-7K1V9	SM-7K1VZ	SM-7K1W8	SM-7K1WG	SM-7K259	SM-7KMR8	SM-7M36P	SM-7M8S2	SM-7M8SE	SM-7MCTQ	SM-7MCUF	SM-7NH6E	SM-7NSP1	SM-7R3AC	SM-7R3AG	SM-7RFYJ	SM-9HYXZ	SM-9IMBZ	SM-9IT11	SM-9J5IT	SM-9J5IX	SM-9JUD6	SM-9JYA2	SM-9JYAI	SM-9KOMO	SM-9KOPV	SM-9NBDO	SM-9NBE1	SM-9NBEP	SM-9NBF6	SM-9O9R1	SM-9OS5Y	SM-9OS63	SM-9OS67	SM-9OS6B	SM-9OS7N	SM-9OS7Z	SM-9OS8G	SM-9OS8K	SM-9P5FG	SM-9P5FO	SM-9P5FW	SM-9PJ16	SM-9PJ1E	SM-9PJ1I	SM-9PPUW	SM-9QMN9	SM-9QMND	SM-9QMNL	SM-9QMOR	SM-9QMQ9	SM-9QVJX	SM-9QVK2	SM-9QXOC	SM-9R78F	SM-9RD3C	SM-9RD3K	SM-9RRZH	SM-9RRZL	SM-9RRZP	SM-9RTUR	SM-9RTUZ	SM-9RTV8	SM-9RYI7	SM-9SD8V	SM-9SIIW	SM-9SIJ5	SM-9SIJB	SM-9SIZI	SM-9SIZM	SM-9SKIL	SM-9SNJ4	SM-9SNJ8	SM-9T55H	SM-9T55L	SM-9U25X	SM-9U262	SM-9U26Q	SM-9UCZF	SM-9UW5S	SM-9VE4Y	SM-9VW8T	SM-9VW8X	SM-9VWAW	SM-9VWC6	SM-9VWCE	SM-9VWCQ	SM-9W3AD	SM-9W3AZ	SM-9W3B4	SM-9W7VZ	SM-9W7W4	SM-9W7W8	SM-9WOBD	SM-9WOBP	SM-9WOBT	SM-9WYEF	SM-9X47O	SM-9XIOJ	SM-9XIOX	SM-9XKWX	SM-9Y49Z	SM-9Y4AC	SM-9Y7CW	SM-9YHLB	SM-9YTMA	SM-9ZA1W	SM-9ZA5J	SM-9ZA5V	SM-9ZE8H	SM-9ZE8P	SM-9ZE8T	SM-9ZEPA	SM-9ZGIF	SM-9ZJIA	SM-9ZJII	SM-9ZK9F	SM-A12KH	SM-A12KL	SM-A12L2	SM-A14C6	SM-A14CI	SM-A14CQ	SM-A18YS	SM-A18Z1	SM-A1C87	SM-A1ZUY	SM-A1ZVJ	SM-A2BG6	SM-A2HYM	SM-A2HYU	SM-A2HYY	SM-A312T	SM-A373R	SM-A3744	SM-A375P	SM-A3J7F	SM-A47RS	SM-A47S3	SM-A4O3C	SM-A4UVT	SM-A5A1N	SM-A5A1R	SM-A5A1V	SM-A5QMX	SM-A5QN2	SM-A5QNE	SM-A61QC	SM-A61QG	SM-A62BX	SM-A72E7	SM-A77UE	SM-A77UI	SM-A77UY	SM-A77WI	SM-A7J1H	SM-A7J1L	SM-A7J1X	SM-A8MJS	SM-A8XLM	SM-A9F53	SM-A9F5B	SM-A9F5R	SM-A9F6G	SM-A9F71	SM-A9F75	SM-A9J97	SM-A9J9N	SM-A9VSE	SM-AADKW	SM-AADL1	SM-AAHYA	SM-AAHYE	SM-ACTNE	SM-ACTNU	SM-ACTNY	SM-ACTOF	SM-ADDEW	SM-ADDF5	SM-ADICO	SM-ADID5	SM-ADYKC	SM-AE3QV	SM-AE3RC	SM-AEB6U	SM-AF6M6	SM-AF6MI	SM-AF6MY	SM-AF6NB	SM-AFCK9	SM-AFCKD	SM-AFCKH	SM-AFJ1N	SM-AFSHZ	SM-AFSIG	SM-AFSIK	SM-AFSIO	SM-AG2E3	SM-AG78Z	SM-AGULV	SM-AGUMC	SM-AGUMK	SM-AGUN1	SM-AGUN5	SM-AGUND	SM-AGUNH	SM-AHF2E	SM-AHUNW	SM-AHUO1	SM-AI38G	SM-AIG54	SM-AIG5S	SM-AIG6P	SM-AIG8M	SM-AIRV5	SM-AJC3J	SM-AJDM5	SM-AK8KS	SM-AK8LH	SM-AKTXS	SM-AKTY5	SM-AKTYH	SM-AKTYL	SM-AKTYX	SM-AKTZI	SM-AM1I6	SM-AMR2U	SM-AMR37	SM-AMR3J	SM-AN5FR	SM-AN5FZ	SM-APDWQ	SM-APDXF	SM-APDY4	SM-APR9M	SM-APR9Q	SM-AQJXS	SM-ARB69	SM-ARMBQ	SM-ARMBY	SM-ARMC7	SM-ARMCB	SM-ARMDG	SM-ARNW1	SM-ARWVG	SM-ASN2R	SM-ASN2Z	SM-ATLL1	SM-ATVSR	SM-ATVT8	SM-AU2MF	SM-AUNQ5	SM-AUP8B	SM-AV8JF	SM-AVADD	SM-AVADL	SM-AVADT	SM-AVAE6	SM-AVJBU	SM-AVPGV	SM-AVPGZ	SM-AVR6W	SM-AVR79	SM-AW574	SM-AWJJY	SM-AWQK7	SM-AXQRD	SM-AXQRH	SM-AXTSZ	SM-AXTT4	SM-AYMHV	SM-B1JO5	SM-B1JOP	SM-B1SBW	SM-B2OQ7	SM-B2OQN	SM-B4A4G	SM-B4LHS	SM-B58FG	SM-B58G1	SM-B5F8Y	SM-B5F9B	SM-B5ORH	SM-BYMCC	SM-BZ5M6	SM-BZIQP	SM-BZNKI	SM-BZNLC	SM-BZWMX	SM-C1MZ3	SM-C1WB2	SM-CE6ZH	SM-CE9V4	SM-CEFO7	SM-CG7AV	SM-CH32H	SM-CH32P	SM-CHS72	SM-CHS76	SM-CHZLQ	SM-CJ2ZF	SM-CJNBH	SM-CKJ6T	SM-CL4HR	SM-CLM5L	SM-CMUKL	SM-CMUKP	SM-CNIIF	SM-CNW2E	SM-COSYB	SM-CP6EO	SM-CQEDG	SM-CRP6E	SM-CRT7P	SM-CSF71	SM-CSN3P	SM-CTLFU	SM-CTTKY
1-3-7-trimethylurate	158	77174	359210	2902	104619	180824	26163	88642	376495	41551	66335		20697	239995	159041	146418	175408	58599	201652	370753	262873	12911	63936		396343	39777	502	259920	115895	39514	91899	215437	130176	33644	48675	11554	176545	355106	252033	32614	283980	16490	31408	93666	147760	553135	180840	221074	57450	251859	221971		38620	8872	44767		37433	198872	14554	299336	67919	102103	48502	215487	76630	23485	28285	17976	80984	156036	323484	47455	154374	219253	252	28521	17472	131614	10490	5269	63949	106453	417616	22526		5188	620	2298		4116376	18119	34712	34846	81766	357432	1028338	17989	2987	129891	35466	99652	13106	153468	87388	237	105488	1280	3886	206440	97056	9447	740	67077	17547	5399	11733	408628	1236	14768	63580	201850	77952	79323	77017	154379	115715	1295690	278714	26127	179423	929427	56621	891	339562	114493	164771	341550	54732	113274	98753	1783652	3299	12336	3257	164958	21713	492	88173	99595	283298		885066	5354	41731	29375	151443	73586	1222452	65679	300239	72646	7289198	389655	177758	31695	243658	22209	101780	15700	51780	58868	143744	138635	118584	321101	32920	66124	80796	671526	719	117126	7482		1736406	15293	115240	17293	109622	21954	218267	1545	56522	65487	48162	1643	95347	66836	198648	397541	93536	8968	390059	141062	157361	95978	72554	308700	47030		170750	76551	97378	180196	144315	68450	4293	78772	217909	950748	1598	101604	156379	84188	153198	1170999	6523	36097	61722	23997	56499	84609	44956	1516528	63987	6787		12451	193024	173113	60730	1727626	86367	61758	114105	13985	86637	25665	24330	8199	136528	32064	4404	53887	1754288	32582	90759		1512628	89161	225475	2126012	525	147166	45473	12728	7414		91284	8089	56412	1404136	166103	297	102991	39957	56176	139741	109090	3990	32150	717490	119779	113188	42784	179770	3026272	3735	61476	5141	423742	40921	327345	2984636	99239	44090	4912	144821	33334	35916	1074283	51356	9028	91802	8026		24407	20650		40192	41296	190553	78255	84431	20542	12168	3084094	165648	88330	189597	302961	778787		85413	57800	320794	6051369	595165	76844	65008	65113	5251	2058948	985	611523	3675	34147	94091	46199	113816	3556148	4927555	36439	470741	4812	277783	46567	5180057	13922	612	24565	214470	153210	16738	109212	30494	7217	41260	38186	177114	1532836	170983	25917	235552		2557143	80906	148468	140400	8627	2713469	203097	473477	123689	140634	68796	345170	6174	72261	1514462	18628	20216	25186	586635	16754	330418	7071266	66772	222233	62917	44970	56889	131793	27922	74030		15646	1556292	4616273	12804	167919	285859	23838	3534	234539	55922	287776	182445	509039	45289	846848	3396	5797	26774	87447	78758	54830	92477	7703	74997	5688777	46968	14605	290508	18929	260678	2012	58316	133562	9327	322630	205338	4910659	19358	52786	583283	123678	20670	653573	148034	139340	39700	47245	143212	242	324472	21840	523130	296901	33721	336877	46088	43051	22837	279466	16447	13139	916264	99960	72580	4890424	120141	44010	26507	291599	261489	84148	7304	66030	169322	190035	4414195	171909	54450	45876	66152	148570	312353	162952	24809	498468	81673	173652	208512	67195	178853	475608	91789	8876941	376318	223292	111954	325460	218066	48481	70273	256115	146157	2133	300688	108042	11987	731019	68890	135915	460791	100433	870581	3766866	714779	35579	1195364	3380466	190352	1574007	33151	116481	217990	57631	142245	101985	309374	48573	51538	405553	196735	8304	19764	28499	519584	273731	51850	79491	1437798	402001	265784	238297	470612	23386	250777	2060532	7229566	35108	101577	209815		416708
2-aminoadipate	608647	972584	7107135	683430	1196813	906394	945201	3496846	1419717	1257535	4873288	1321897	3080156	1692057	11830914	3985104	2449027	3151044	2592600	636113	1790860	4637256	1140657	962020	467702	1701437	2064233	913233	6870298	1288958	1279388	1052686	1523763	451728	1078192	1333856	2776412	1323340	1892639	812186	655997	4084132	1659207	3588406	19036958	11977201	1040726	1098579	1896271	1911384	424625	3864447	19983651	1583272	2431483	1533663	1620856	1703715	1116627	3727537	1527300	6796811	639376	816774	1020408	1952607	1270579	2721490	370017	653389	865822	978385	5471356	1690252	247195	3400678	783324	17361799	1332412	876112	1125273	1736272	2876145	1067191	1916058		331511	1854892	1286486	411496	4752271	1803606	979789	429475	2742871	2371472	1559575	1802362	792952	8921379	959580	805602	5126796	1725587	826054	1708106	408083	1432620	4056648	2694738	1020716	1221998	773749	1909406	5155586	2194825	731240	1843938	1888132	5063731	2322565	1550170	4921040	1234482	2775004	1258629	1130934	1485065	1172497	2623723	581538	2776589	865795	1444763	1330463	2674794	1382027	516682	1811584	4374540	2727283		1953390	382573	4045792	2902573	164542	995507	689688	2565739	475298	1510423	1034267	1906038	1063555	1232870	8653554	864601	1685097	3476628	942679	203563	1253349	2802640	869266	1196661	1514837	1880337	876563	1366390	4122224	1380438	4861676	1733725	3698873	2690911	4558078	995688	1660879	2403411	710736	1290987		1408222	1345735	3146272	1198348	4596047	3082535	4554105	635124	918389	336853	1545695	1691072	2729937	1697919	1795183	1528210	2411413	962777	3108006	1513524	2726555	1224921	3444370	4849160	2162109	857420	3952807	2746751	12447268	905596	460986	1729154	1780647	4144815	3138174	1520388	2300077	1426954	603564	1177872	1076358	3991840	4665082	997337	2539102	3335959	1476107	1215355	1653990	932486	2130251	1891363	680070	1484090	225752	2058030	3075766	539799	3210175	843239	3965915	1578583	1894595	1358087	837236	907967	978386	2085969	491651	1784704	1383713	1554043	1803175	2733428	510245	3292031	670532	4382397	524590	5206767	987691	560350	1246909	884104	1502201	1773293	478249	3092440	3204109	1888431	4484588	1620989	931520	2695109	139508	957420	1564895	535136	1996386	4524029	4079814	1338681	1884320	2743392	836917	5567480	2926037	882715	1834192	1663531	284402	1502453	4368899	1021666	1448065	484705	554245	873200	3323528	807893	1488883	446582	867455	986176	2187075	901630	1151629	855236	1392881	1113970	980789	1380755	225652	173269	1491426	2017643	790550	3764757	1383691	369205	3086505	1447072	789886	355200	1744885	3611244	842456	2893998	4547403	6570739	2380278	1940458	1096076	1230158	1286892	3196557	338410	482335	2042545	2322537	3049216	1651823	3029844	1028164	1416667	697767		3239325	2671478	927359	1777692	1458578	1660871	1387479	898342	718583	703293	3731121	1339558	1211965	1470670	1786726	604868	3374057	622887	2628014	4333590	3417376	1299731	771466	718461	4410666	934810	306402	1691925	1780500	1239524	452960	1297701	836640	3332766	671050		2914036	1209285	2874778	1936844	1857158	1019100	1592040	3431897	922192	651543	2416758	1175346	1244041	5917631	1621039	3776128	1137308	1089320	2016607	3072461	1501614	1452380	1317405	6715286	3987803	712126	1667277	4231766	865133	1639147	1695373	973099	2546831	255536	1295823	2399494	1947746	869663	3554025	3814643	1549462	532960	2003540	398192	1071228	1923089	3722764	2114846	3120367	3229500	2459716	2561615	3099221	2657599	2432842	5631557	3147183	1976231	2178391	5014899	1514146	3122567	2046067	3864354	4126175	2198468	2289471	658852	1652200	4327733	5404359	3212179	2069712	1303644	798513		3474816	1328555	5211556	2111462	3156548	2731605	7573989	6611868	1372706	2825143	3897975	1535290	1558280	2987980	982345	4426265	1358411	3269902	3060716	1265163	1569182	803073	8160269	4278547	1167683		1855568	1819607	1235342	2779746	3914184	2762697	645370	729158	1832148	2003129	2226653	1865117	2932510	6713328	1721138	1341580	9304207	7886433	1584079	229986	3834386	1545026	2135301	2064057	10713553	1955894	1352924	4133738	2273352	7746318	3149316	950144	2052242	2954424	1369170	1302372	3406848	4356337	6769959	1291380	4224785	2152215	2861842	749845	1386628	1477741	1701650	4432896	8019288	3040366	6403741	5349233	1320617	1591811	4480310	2090578	7234993	651890
2-aminobutyrate	728988	53213	74131	164563	66977	84895	1013322	169329	436066	1444599	55262	1650017	135248	328364	109790	86602	60882	362803	121098	769544	266835	264842	955494	190651	134545	42129	92175	99009	40745	88186	224132	72162	102795	112629	106224	67866	343338	129309	136373	676198	279378	257834	1543071	72063	28185	20381	51080	96265	470238	71352	239995	68239	427249	126027	48968	112934	125918	58117	103953	150067	35318	223071	96135	588326	61067	120422	86210	61278	670837	580884	90986	1657599	70600	147516	354274	132293	42642	114328	1194930	202178	149854	334405	64815	109127	528446	90188	1028353	249339	258823	73554	86846	284938	774889	60188	429349	85197	39678	106875	82411	43920	236689	406544	22648	40530	77027	84681	643545	117957	90641	113682	52620	89926	1036592	103600	82356	257490	1793638	55855	126861	141270	76283	59816	594221	413856	85055	765034	39547	128742	1862085	142627	43904	360412	349245	166301	62591	48228	153461	105915	609039	1322678	318447	642044	54313	120336	130757	101889	212715	315638	57058	103012	52276	62997	307748	187229	71891	1519742	102033	48769	36350	47895	1398839	119889	15298	86906	48772	266559	62140	39230	172168	77597	70497	58299	139822	95320	91106	77771	91214	90634	80672	437743	134605	146862	20217	45623	76833	28098	308754	152568	88896	47790	340107	304048	82385	153949	126833	56341	305946	67888	22523	63049	864176	308524	75778	120522	205716	174048	174323	1145499	3690322	2984	131562	32902	328199	74345	35423	37189	107232	89116	70093	181037	59592	206486	176697	101994	150891	43224	305558	284976	1265719	113070	1292454	278434	128210	97899	31074	200446	41084	75981	858120	133889	56781	4023125	918691	51537	31985	120977	339356	46947	280228	107749	759883	5520109	746362	58202	425305	114816	821354	69137	116175	227199	135874	35657	275296	206059	311703	87797	288394	57235	155698	709294	211655	26099	1234708	240996	545337	27028	143111	104128	769782	145762	26117	93827	271049	153994	1181519	332446	216446	143757	45214	122678	61102	66312	90677	440038	47806	76852	41696	46335	47089	40214	30767	62279	82278	185703	1036419	542205	1498829	1060388	102983	78448	164015	89855	624039	834419	124029	9793	21141	64600	53741	44033	136143	129101	7788343	24121	79569	18558	5888	2016422	296345	743461	43437	427117	64924	41584	125418	637520	186818	90765	46880	71561	32796	164727	91595	269923	107742	161174	79048	244849	89180	20672	249963	157458	686338	230127	334369	31455	46045	58213	26994	49675	29601	251590	271598	3346641	104124	51879	35086	166034	435754	151763	18746	105615	30274	145913	13462	43944	141997	98375	216233	191181	41100	1134919	48437	16733	13419	34629	93337	60925	49294	69516	97536	507932	620691	32199	1313379	44015	284984	118164	125571	98242	76953	1705843	30829	574292	92120	54358	620857	70219	992797	152631	108290	283276	244790	22189	39244	56209	539091	573209	75056	25014	5881333	36435	270113	192332	78773	523934	36292	625156	56717	36188	72366	115616	172434	32382	553601	36324	83160	85594	161004	49931	65468	68775	22458	140523	242943	52731	42838	113642	304550	43215	88530	50386	23497	68743	43583	412256	104924	398569	331616	105316	1248047	668676	154758	27044	124273	73427	2704495	645289	258751	18749	396775	55202	110611	75428	21998	46745	27861	72457	239546	99367	116006	46657	43257	247438	126840	93251	18740	48151	18557	463098	65545	592073	726513	58189	742265	252404	59343	70352	292009	74040	81553	93486	50308	74619	60427	57119	110499	26677	55855	71604	36424	62097	133059	34802	294967	74967	88441	125399	531372	563986	51492	83886	118603	37279	239297	2178817	147623	36904	152321	57321	43147	211012	142837	80129	69370	83886	118694	38332	67573	274503	55724	163687	392575	161228	194024	498933
2-hydroxy-3-methylbutyrate	414054	218839	215083	1075812	203015	123034	1141683	711396	147307	122437	197742	2307809	1953891	1278202	195459	417553	205766	277747	347190	117420	379627	1418082	2070361	1384469	859949	408157	1481756	999386	51177	294733	678412	207729	101135	192464	1954213	574642	102481	386542	274997	493365	709455	2253147	1685994	345691	171051	133317	441557	449477	254416	259631	2610058	1152519	2476620	652018	186095	1559862	283159	130894	1792704	177052	54535	779926	183675	147610	162700	225294	734262	584202	1340525	848995	231861	488022	103383	1503828	7461973	381793	263751	300659	3348722	144302	346802	676651	182249	197337	2069065	7175946	3158838	814188	437567	231984	477234	1029562	1161772	185479	357115	1064885	119985	176829	178998	161595	747479	1951944	56141	148567	317561	49925	7999845	389595	245427	435549	337924	301819	325624	135041	160117	1346110	128569	591335	977346	51736	123831	382115	1075880	523560	92768	950298	91299	118916	6063766	80475	345820	1471463	332672	323614	138697	119959	720807	181470	678679	4748933	1744133	1589572	149861	463115	290198	450241	306107	1050098	220698	202142	34003454	421394	1657446	552064	186295	118865	1050040	144450	88429	141430	1476119	151597	34992	96165	1054838	282903	422850	95207	2332199	945724	65629	768161	738612	507993	213092	221524	702314	367631	177544	1935003	349893	423920	42705464	202680	202524	178957	1531860	949463	504492	217683	364135	1696324	698118	106871	370788	79486	391690	499766	31446	261146	673214	306860	98002	281538	159071	191397	466764	1816768	2887592	95078	393385	96177	585855	118315	70484	1215370	339263	143383	255227	826746	265303	491322	444298	306301	528597	157992	1022056	2330261	1164796	286008	216956	86774	321174	373929	747119	334515	114829	255775	2159525	3067412	481281	4486767	2394329	262915	187863	189511	1165916	164193	1470288	926628	348576	3769241	604835	326255	2044030	169970	2662579	559274	154381	744951	382394	431608	887744	1092811	1770774	189174	299829	774881	312539	2258956	620905	87085	3219742	550859	458317	88519	208924	3257883	1290812	661417	288866	231182	409556	200683	1580639	439325	463986	1665516	72135	174283	102133	272535	223501	743568	119840	303147	122666	218161	258299	108902	198707	405454	203996	1349399	2975212	815539	5089190	981821	1136615	247017	192658	206817	597397	1240406	461437	252347	34974	251545	92920	327004	239877	2315285	324418	54637	289800	83659	19499	66138	97725	2989624	100727	1127390	320720	212825	847012	1715938	145697	494613	131235	351354	221045	192870	295476	415914	325782	574776	404025	302857	2209137	104939	427635	351876	141925	270156	571287	706082	116817	191462	1210194	309048	108142	258304	818697	2593647	379936	313945	242430	300509	1161609	377069	43879	390735	276121	172529	51920	230452	391627	281095	260233	190465	835435	494436	556870	109270	32932	241007	335668	184654	65459	52436	461627	1751852	1376766	185691	3025111	80335	779888	94248	919898	366880	98556	1200750	867901	1035772	238934	208168	606466	138973	242665	367129	195842	1099876	604958	98598	324143	141738	1859153	1776294	169319	151826	2105873	491381	391623	237633	210278	153695	299025	1938411	530547	76014	210184	403871	1614282	636523	885512	113574	275386	342480	892962	486248	174285	104651	81142	799519	327278	272983	224688	438859	1844309	70648	329411	59795	481003	523978	84421	1183108	250685	577911	238539	44276	1031268	2688681	591725	88866	475898	220619	439925	322840	324393	201715	1146625	45613	1033464	348002	478109	149819	389672	1513230	1266279	368911	264105	172491	291078	520380	650709	108270	46139	171497	51725	1088417	190720	2758187	242410	121561	541166	211291	81815	173132	233066	519013	523130	221598	83909	165466	2043733	215120	296966	183253	222814	3446438	228201	176870	466903	87034	1902761	361561	341888	201421	542970	1591173	105177	444982	263144	208859	458320	192124	237970	564628	652842	326605	127862	1666146	751177	455339	330597	255080	455303	264727	112777	1311181	129392	1391395	411056	216240	224495	141151
2-hydroxy-3-methylpentanoate	1060161	314283	191846	1535212	66011	126765	3138061	1685732	186646	64214	130601	15312087	1472313	1074536	351957	527752	82073	226935	252951	57457	877658	809504	5862295	3459066	1064401	437045	1761208	229044	44012	480324	429483	190012	157099	120485	4062558	1502057	52955	217445	276352	737772	1011947	4920648	2501589	198964	51063	52607	239124	930340	333217	250367	1931785	594752	6852809	662503	156008	2901782	294588	286107	2012875	629565	57113	2064202	76616	77235	88802	340684	201379	756327	2725113	1065777	610342	456067	123028	3233024	12931021	572907	469685	426685	5145932	164797	588213	904561	77930	277484	1841827	5454148	5256178	384926	716861	367623	711523	1422303	11293004	201011	142251	2348515	39881	81021	154260	111417	567333	2829140	85935	107756	212056	63151	14281379	522008	745984	1465613	466379	327211	214639	47779	174073	1393182	120281	709736	1135015	74060	86562	394442	1713459	781986	51864	1230805	86102	131179	32094172	45332	263069	3025292	561035	306715	109362	95548	797787	179120	587416	9133258	3958917	4061380	132328	1058104	271467	502176	154330	1602824	212761	109337	61421395	244494	2783059	390366	106350	65457	247136	162349	76698	74362	1968951	209235	36420	100309	452167	358305	124745	35035	1778933	732656	58978	377328	2084434	310448	632390	214841	2015461	423222	166069	3292435	730192	289919	66616081	107095	125442	64504	2383079	806545	133444	298523	267532	2617356	127669	101419	660367	144713	525946	393614	25244	361740	2122274	170099	45776	153858	83408	119147	1206277	2470148	2691634	179725	579556	62306	564480	170866	48720	1507486	350894	32625	221265	1056762	81092	379926	654627	262695	943489	134257	1363013	1961018	1240150	219022	530938	53152	644107	260684	1684365	246918	88885	551186	2132156	2918486	172519	12110342	1906655	507821	134753	383231	1246906	134544	941083	884582	340144	4563799	727892	191529	2859967	89501	2406826	216980	79248	1233505	639366	64514	2650692	775200	2128290	153349	304137	1358533	335714	3247006	2120713	69125	14288822	672872	839002	54204	367236	4986094	3844386	628940	127610	137222	603461	350975	3918111	617714	370493	3104819	170326	395208	69047	157167	114492	555732	53937	297280	71845	211825	141896	110399	75039	205249	214732	1235516	16860493	618598	13326645	1682372	1591249	178674	271366	326467	1608144	3624013	641164	82123	26617	717378	205385	208870	685667	5270070	2891555	30075	361173	78419	20532	70390	120795	16816393	84325	4439792	439023	119420	646081	3251058	156575	257065	84669	256711	141520	329801	363466	727940	139858	1123463	1096488	198944	1057585	91618	624067	577130	252056	295451	1432912	732912	88944	144149	1198023	111651	109262	219565	587302	5606092	302042	230496	156275	517316	3392467	1341706	73592	737233	220530	202026	23662	195979	1280181	229404	270171	182734	1009513	769878	167244	63217	38821	169603	335797	115435	78726	57683	902740	14718285	2761675	79925	4409674	82519	1974525	178160	571487	296518	204962	1285348	1054019	1390165	320612	560629	637412	191072	300785	1187161	366815	1906042	1146231	88546	226377	62710	6210619	11657307	102708	52523	12371658	558420	335099	112747	250543	173181	147187	3627837	96485	37631	170854	871315	2049532	478382	1816431	87886	527423	309733	2116651	373814	91626	76234	118428	957513	243195	146528	87433	794986	11448191	84931	492971	72176	396315	383385	54832	2283510	414735	963435	263396	45180	1663884	6036857	854431	65489	506441	260719	199102	407874	566764	216392	2815198	53680	3114493	350344	330316	73021	197578	1034235	7004749	352718	333812	194952	180447	282896	1965334	152785	38044	50115	39812	1477227	264718	4376091	179007	91367	1201988	368710	106981	160236	112498	184794	616190	437971	82954	46254	1532836	391509	436983	60465	185489	4348729	99719	151974	678800	54180	9808395	113066	639314	157364	1032895	2714595	69799	490583	268891	199853	688343	240666	507453	487930	2122831	638358	119955	1060862	2393199	329057	564555	213583	686529	275450	145902	4359521	204560	623104	870174	223654	387500	89400
