N_HILL,KQ,p_high_scale,rHP_scale,K_u_scale,u_scale,gamma_scale,n_stable,dH,basin_high_frac,score
3,150,1.0,1.2,1.0,0.9,0.9,2,0.2073029147713183,0.25,0.1598029147713183
3,100,1.0,1.2,1.0,0.9,0.9,2,0.2073029153180188,0.24609375,0.15843572781801882
3,120,1.0,1.2,1.0,0.9,0.9,2,0.2073029153179413,0.24609375,0.1584357278179413
3,150,1.0,1.1,1.0,0.95,0.9,2,0.19852852971569765,0.2578125,0.15376290471569765
3,180,1.0,1.1,1.0,0.95,0.9,2,0.198528529715125,0.2578125,0.153762904715125
3,180,1.1,1.3,1.0,0.9,0.9,2,0.20768760242123785,0.23046875,0.15335166492123786
3,150,1.1,1.3,1.0,0.9,0.9,2,0.20768760242123738,0.23046875,0.1533516649212374
3,120,1.0,1.1,1.0,0.95,0.9,2,0.1985285297152081,0.25390625,0.15239571721520812
3,100,1.0,1.1,1.0,0.95,0.9,2,0.198528529714675,0.25,0.151028529714675
3,180,1.1,1.3,1.0,0.95,0.9,2,0.19923721782965373,0.2421875,0.14900284282965373
3,180,1.1,1.2,1.0,0.9,0.9,2,0.20730291533002898,0.21875,0.14886541533002898
3,100,1.0,1.2,0.9,0.95,0.9,2,0.18678572053169037,0.27734375,0.14885603303169037
3,100,1.0,1.1,0.9,0.9,0.9,2,0.19441295010405632,0.25,0.14691295010405633
3,150,1.0,1.2,0.8,0.9,0.9,2,0.18177497271944176,0.28515625,0.14657966021944177
3,120,1.0,1.2,0.8,0.9,0.9,2,0.1817749666121032,0.28515625,0.14657965411210322
3,180,1.0,1.2,0.8,0.9,0.9,2,0.18177496640236324,0.28515625,0.14657965390236324
3,100,1.0,1.2,0.8,0.9,0.9,2,0.18177496578056354,0.28515625,0.14657965328056355
3,100,1.1,1.3,1.0,0.95,0.9,2,0.19923721782971604,0.234375,0.14626846782971606
3,120,1.1,1.3,1.0,0.95,0.9,2,0.19923721782965428,0.234375,0.1462684678296543
3,180,1.0,1.3,0.7,0.95,0.9,2,0.16154292252291366,0.33984375,0.14548823502291366
3,150,1.0,1.0,0.9,0.9,0.9,2,0.19407220789116175,0.24609375,0.14520502039116176
3,180,1.0,1.0,0.9,0.9,0.9,2,0.19407220786655405,0.24609375,0.14520502036655406
3,120,1.0,1.0,0.9,0.9,0.9,2,0.19407220786432977,0.24609375,0.14520502036432978
3,120,1.0,1.3,0.7,0.95,0.9,2,0.16154292252923075,0.3359375,0.14412104752923074
3,150,1.0,1.3,0.7,0.95,0.9,2,0.16154292252433886,0.3359375,0.14412104752433885
3,100,1.0,1.3,0.7,0.95,0.9,2,0.1615429225091965,0.3359375,0.1441210475091965
3,150,1.1,1.1,1.0,0.9,0.9,2,0.2069193736519029,0.203125,0.1430131236519029
3,100,1.0,1.0,0.9,0.9,0.9,2,0.19407220771319217,0.23828125,0.14247064521319217
3,120,1.1,1.1,1.0,0.9,0.9,2,0.20691937365190297,0.19921875,0.14164593615190296
3,180,1.1,1.1,1.0,0.9,0.9,2,0.20691937365190252,0.19921875,0.14164593615190252
3,100,1.1,1.1,1.0,0.9,0.9,2,0.20691937365189744,0.19921875,0.14164593615189744
3,120,1.1,1.3,0.9,1.0,0.9,2,0.17981409154907413,0.26953125,0.13915002904907414
3,150,1.1,1.3,0.9,1.0,0.9,2,0.17981409144402882,0.26953125,0.13915002894402884
3,100,1.1,1.3,0.9,1.0,0.9,2,0.17981409150971958,0.265625,0.1377828415097196
3,180,1.0,1.2,0.7,1.0,0.9,2,0.15492660021973803,0.3359375,0.13750472521973803
3,150,1.0,1.2,0.7,1.0,0.9,2,0.1549266001608005,0.3359375,0.1375047251608005
3,150,1.0,1.2,0.7,0.95,0.9,2,0.16130256078571345,0.31640625,0.13704474828571345
3,180,1.0,1.2,0.7,0.95,0.9,2,0.16130256078571345,0.31640625,0.13704474828571345
3,120,1.0,1.2,0.7,0.9,0.9,2,0.16830579367618778,0.2890625,0.1344776686761878
3,100,1.0,1.2,0.7,0.9,0.9,2,0.16830579353057687,0.2890625,0.13447766853057688
3,120,1.0,1.2,0.7,1.0,0.9,2,0.15492659983578644,0.32421875,0.13340316233578645
4,100,1.0,1.3,1.0,0.9,0.9,2,0.1698347978272695,0.28125,0.13327229782726951
3,100,1.0,1.2,0.7,0.95,0.9,2,0.16130256078476746,0.3046875,0.13294318578476746
3,120,1.0,1.2,0.7,0.95,0.9,2,0.1613025606723504,0.3046875,0.13294318567235042
4,180,1.0,1.3,1.0,0.95,0.9,2,0.16233465377106826,0.30078125,0.13260809127106826
3,100,1.1,1.3,0.8,0.95,0.9,2,0.17455532869329832,0.265625,0.13252407869329833
4,120,1.0,1.3,1.0,0.9,0.9,2,0.16983479768050072,0.27734375,0.13190511018050072
4,150,1.0,1.3,1.0,0.95,0.9,2,0.16233465376889106,0.296875,0.13124090376889105
3,120,1.2,1.2,1.0,0.95,0.9,2,0.19888236379849938,0.19140625,0.1308745512984994
3,100,1.0,1.2,0.7,1.0,0.9,2,0.15492660022537236,0.31640625,0.13066878772537235
4,150,1.0,1.3,1.0,0.9,0.9,2,0.1698347978272661,0.2734375,0.13053792282726612
4,180,1.0,1.3,1.0,0.9,0.9,2,0.1698347978164535,0.2734375,0.13053792281645352
3,120,1.35,1.3,1.0,0.9,0.9,2,0.20768760238482878,0.1640625,0.13010947738482878
4,100,1.0,1.3,1.0,0.95,0.9,2,0.1623346537952812,0.29296875,0.12987371629528122
4,120,1.0,1.3,1.0,0.95,0.9,2,0.1623346537894949,0.29296875,0.12987371628949493
3,150,1.1,1.2,0.8,0.9,0.9,2,0.18177497273303783,0.234375,0.12880622273303785
3,180,1.1,1.2,0.8,0.9,0.9,2,0.1817749726836323,0.234375,0.12880622268363232
3,180,1.1,1.1,0.9,0.95,0.9,2,0.18647076849396474,0.21875,0.12803326849396474
3,100,1.1,1.2,0.9,1.0,0.9,2,0.17952186798767933,0.23828125,0.12792030548767933
3,180,1.2,1.1,1.0,0.95,0.9,2,0.1985285297173359,0.18359375,0.1277863422173359
3,120,1.2,1.1,1.0,0.95,0.9,2,0.19852852971429827,0.18359375,0.12778634221429827
3,100,1.2,1.1,1.0,0.95,0.9,2,0.1985285296729255,0.18359375,0.1277863421729255
3,150,1.2,1.1,1.0,0.95,0.9,2,0.19852852965171042,0.18359375,0.12778634215171042
3,120,1.1,1.2,0.8,0.9,0.9,2,0.18177497274687104,0.23046875,0.12743903524687106
3,180,1.1,1.3,0.8,1.0,0.9,2,0.16770439425874376,0.26953125,0.12704033175874377
3,120,1.1,1.1,0.9,0.95,0.9,2,0.18647076849608824,0.21484375,0.12666608099608825
3,150,1.1,1.1,0.9,0.95,0.9,2,0.18647076849295993,0.21484375,0.12666608099295995
3,100,1.1,1.1,0.9,0.95,0.9,2,0.18647076742626986,0.21484375,0.12666607992626988
4,120,1.0,1.2,1.0,0.9,0.9,2,0.16955335522510445,0.26171875,0.12615491772510445
4,100,1.0,1.2,1.0,0.9,0.9,2,0.169553355219145,0.26171875,0.126154917719145
3,180,1.2,1.0,1.0,0.95,0.9,2,0.19817571249404836,0.1796875,0.12606633749404836
3,150,1.2,1.0,1.0,0.95,0.9,2,0.19817571240889703,0.1796875,0.12606633740889703
3,100,1.1,1.3,1.0,0.9,1.0,2,0.20768760251112484,0.15234375,0.12600791501112485
3,150,1.1,1.3,0.8,1.0,0.9,2,0.16770439426089453,0.265625,0.12567314426089454
3,100,1.1,1.3,0.8,1.0,0.9,2,0.16770439409681073,0.265625,0.12567314409681074
4,180,1.0,1.3,0.9,0.95,0.9,2,0.1522993483385385,0.30859375,0.12530716083853852
3,100,1.1,1.0,1.0,1.0,0.9,2,0.1905481383905132,0.19921875,0.1252747008905132
3,120,1.0,1.0,0.8,1.0,0.9,2,0.16693643671718297,0.265625,0.12490518671718298
4,180,1.0,1.2,1.0,0.9,0.9,2,0.16955335523716103,0.2578125,0.12478773023716103
3,120,1.2,1.0,1.0,0.95,0.9,2,0.19817571249404728,0.17578125,0.1246991499940473
3,180,1.0,1.2,1.0,1.0,1.0,2,0.19120264483592567,0.1953125,0.12456201983592569
3,100,1.3,1.2,1.0,0.95,0.9,2,0.1988823634145818,0.171875,0.1240386134145818
4,100,1.0,1.3,0.9,0.95,0.9,2,0.15229934836589165,0.3046875,0.12393997336589166
4,120,1.0,1.3,0.9,0.95,0.9,2,0.15229934832099376,0.3046875,0.12393997332099377
4,150,1.0,1.3,0.9,0.95,0.9,2,0.15229934817832466,0.3046875,0.12393997317832467
4,150,1.0,1.2,1.0,0.9,0.9,2,0.1695533552149545,0.25390625,0.1234205427149545
3,120,1.0,1.0,1.0,0.95,1.0,2,0.1981757114283063,0.171875,0.12333196142830632
3,150,1.0,1.0,1.0,0.95,1.0,2,0.19817571134706494,0.171875,0.12333196134706495
3,180,1.0,1.0,1.0,0.95,1.0,2,0.19817571110113097,0.171875,0.12333196110113098
3,100,1.0,1.0,1.0,0.95,1.0,2,0.19817571042025514,0.171875,0.12333196042025515
4,100,1.0,1.1,1.0,0.9,0.9,2,0.16927272612839422,0.25390625,0.12313991362839424
3,120,1.0,1.1,0.9,0.9,1.0,2,0.1944129509212207,0.1796875,0.12230357592122071
3,180,1.1,1.2,0.7,0.9,0.9,2,0.16830579366715032,0.25390625,0.12217298116715034
3,150,1.1,1.2,0.7,0.9,0.9,2,0.16830579366662715,0.25390625,0.12217298116662717
3,150,1.0,1.0,1.0,0.9,1.1,2,0.20653697409464236,0.14453125,0.12212291159464236
3,120,1.3,1.0,1.0,0.9,0.9,2,0.2065369739002747,0.14453125,0.1221229114002747
3,180,1.3,1.0,1.0,0.9,0.9,2,0.2065369739002747,0.14453125,0.1221229114002747
3,150,1.3,1.0,1.0,0.9,0.9,2,0.20653697388311962,0.14453125,0.12212291138311962
3,180,1.3,1.2,1.0,1.0,0.9,2,0.19120264487145971,0.1875,0.12182764487145972
3,150,1.3,1.2,1.0,1.0,0.9,2,0.19120264480759044,0.1875,0.12182764480759045
4,180,1.0,1.1,1.0,0.9,0.9,2,0.1692727261285647,0.25,0.12177272612856471
4,150,1.0,1.1,1.0,0.9,0.9,2,0.16927272612850644,0.25,0.12177272612850645
4,120,1.0,1.1,1.0,0.9,0.9,2,0.1692727261249207,0.25,0.12177272612492071
3,180,1.0,1.3,0.9,0.9,1.1,2,0.1950973704193909,0.17578125,0.12162080791939092
3,180,1.0,1.2,0.9,0.9,1.1,2,0.19475467039289499,0.17578125,0.121278107892895
4,180,1.0,1.2,0.9,0.9,0.9,2,0.15912624577044657,0.27734375,0.12119655827044656
3,100,1.3,1.1,1.0,0.95,0.9,2,0.19852852942572638,0.1640625,0.12095040442572638
3,150,1.1,1.3,0.7,0.95,0.9,2,0.16154292240829277,0.26953125,0.12087885990829278
3,180,1.1,1.3,0.7,0.95,0.9,2,0.16154292240182616,0.26953125,0.12087885990182617
3,100,1.0,1.3,1.0,1.0,1.1,2,0.19153126689013775,0.18359375,0.12078907939013775
3,150,1.0,1.3,1.0,1.0,1.1,2,0.19153126687130664,0.18359375,0.12078907937130665
3,150,1.1,1.0,0.9,1.0,0.9,2,0.17893975335282014,0.21875,0.12050225335282014
3,180,1.1,1.0,0.9,1.0,0.9,2,0.17893975335282014,0.21875,0.12050225335282014
3,120,1.0,1.2,1.0,1.0,1.1,2,0.19120264490872893,0.18359375,0.12046045740872893
3,100,1.1,1.2,1.0,0.9,1.1,2,0.2073029150089884,0.13671875,0.12015447750898842
3,180,1.0,1.2,0.9,0.95,1.0,2,0.186785720454363,0.1953125,0.12014509545436303
3,100,1.0,1.2,0.9,0.95,1.0,2,0.18678572044912092,0.1953125,0.12014509544912094
3,150,1.0,1.2,0.9,0.95,1.0,2,0.18678572044899733,0.1953125,0.12014509544899735
3,120,1.0,1.2,0.9,0.95,1.0,2,0.18678572044899722,0.1953125,0.12014509544899724
4,150,1.0,1.2,0.9,0.9,0.9,2,0.15912624577312814,0.2734375,0.11982937077312816
4,120,1.0,1.2,0.9,0.9,0.9,2,0.15912624577312812,0.2734375,0.11982937077312814
4,100,1.0,1.2,0.9,0.9,0.9,2,0.15912624576546558,0.2734375,0.1198293707654656
3,180,1.0,1.1,0.9,0.9,1.1,2,0.19441295092147798,0.171875,0.11956920092147799
3,150,1.2,1.3,0.8,0.9,0.9,2,0.1820765204097366,0.20703125,0.1195374579097366
3,180,1.2,1.3,0.8,0.9,0.9,2,0.1820765196499409,0.20703125,0.1195374571499409
3,100,1.1,1.3,0.7,0.95,0.9,2,0.16154292240826942,0.265625,0.11951167240826943
3,120,1.1,1.3,0.7,0.95,0.9,2,0.1615429221494308,0.265625,0.11951167214943081
3,180,1.35,1.3,1.0,1.0,0.9,2,0.1915312668352356,0.1796875,0.1194218918352356
3,120,1.35,1.3,1.0,1.0,0.9,2,0.19153126683523553,0.1796875,0.11942189183523552
3,150,1.35,1.3,1.0,1.0,0.9,2,0.19153126680342153,0.1796875,0.11942189180342153
3,100,1.3,1.0,1.0,0.9,0.9,2,0.20653697390028472,0.13671875,0.11938853640028474
3,100,1.1,1.0,0.9,1.0,0.9,2,0.1789397533528048,0.21484375,0.11913506585280481
3,120,1.1,1.0,0.9,1.0,0.9,2,0.17893975287361433,0.21484375,0.11913506537361435
3,120,1.3,1.2,1.0,1.0,0.9,2,0.19120264483656116,0.1796875,0.11909326983656116
3,100,1.3,1.2,1.0,1.0,0.9,2,0.19120264483480534,0.1796875,0.11909326983480534
4,100,1.0,1.3,0.9,1.0,0.9,2,0.14587627895129396,0.30859375,0.11888409145129397
3,100,1.2,1.2,0.9,0.95,0.9,2,0.1867857207396959,0.19140625,0.11877790823969592
4,150,1.0,1.3,0.8,1.0,0.9,2,0.1359934693519493,0.3359375,0.1185715943519493
3,100,1.2,1.3,0.8,0.9,0.9,2,0.1820765204541113,0.203125,0.1181702704541113
3,120,1.2,1.3,0.8,0.9,0.9,2,0.18207652045316652,0.203125,0.11817027045316653
3,100,1.1,1.2,0.7,0.9,0.9,2,0.16830579369013454,0.2421875,0.11807141869013454
3,120,1.1,1.2,0.7,0.9,0.9,2,0.16830579366353127,0.2421875,0.11807141866353127
3,100,1.35,1.3,1.0,1.0,0.9,2,0.19153126683477445,0.17578125,0.11805470433477447
3,180,1.3,1.3,1.0,0.9,1.0,2,0.20768760265821992,0.12890625,0.11780479015821993
3,150,1.3,1.3,1.0,0.9,1.0,2,0.2076876026582199,0.12890625,0.1178047901582199
3,180,1.1,1.3,0.7,1.0,0.9,2,0.1551485736102906,0.27734375,0.1172188861102906
4,120,1.0,1.3,0.8,1.0,0.9,2,0.13599346935219778,0.33203125,0.1172044068521978
4,100,1.0,1.3,0.8,1.0,0.9,2,0.13599346928772774,0.33203125,0.11720440678772776
4,180,1.0,1.3,0.8,1.0,0.9,2,0.135993469085125,0.33203125,0.11720440658512501
4,180,1.0,1.1,1.0,1.0,0.9,2,0.1550518515246086,0.27734375,0.1171221640246086
3,120,1.1,1.1,0.8,1.0,0.9,2,0.16719177288066556,0.2421875,0.11695739788066556
3,100,1.0,1.1,0.9,0.9,1.1,2,0.19441295026719982,0.1640625,0.11683482526719982
3,120,1.3,1.3,1.0,0.9,1.0,2,0.20768760265821995,0.125,0.11643760265821998
3,100,1.3,1.3,1.0,0.9,1.0,2,0.2076876026581944,0.125,0.11643760265819442
4,180,1.0,1.2,0.9,1.0,0.9,2,0.1456666407627844,0.30078125,0.11594007826278441
3,180,1.2,1.2,0.9,1.0,0.9,2,0.1795218672062227,0.203125,0.11561561720622271
3,100,1.1,1.1,0.8,1.0,0.9,2,0.1671917728686849,0.23828125,0.11559021036868489
3,150,1.1,1.0,0.8,0.95,0.9,2,0.17372466316456292,0.21875,0.11528716316456292
3,180,1.3,1.2,1.0,0.9,1.0,2,0.2073029153385352,0.12109375,0.11468572783853523
3,150,1.2,1.2,0.9,1.0,0.9,2,0.17952186822082206,0.19921875,0.11424843072082205
3,120,1.2,1.2,0.9,1.0,0.9,2,0.17952186817997423,0.19921875,0.11424843067997423
4,180,1.0,1.3,0.7,0.95,0.9,2,0.13146056120099145,0.3359375,0.11403868620099145
4,120,1.0,1.1,0.9,0.95,0.9,2,0.15184344454502496,0.27734375,0.11391375704502496
4,180,1.0,1.1,0.9,0.95,0.9,2,0.15184344454502485,0.27734375,0.11391375704502485
4,150,1.0,1.1,0.9,0.95,0.9,2,0.1518434445450248,0.27734375,0.1139137570450248
3,120,1.1,1.3,1.0,0.95,1.1,2,0.19923721826830482,0.140625,0.11345596826830484
3,180,1.1,1.3,1.0,0.95,1.1,2,0.19923721826830482,0.140625,0.11345596826830484
3,120,1.2,1.3,1.0,0.95,1.0,2,0.1992372182631123,0.140625,0.11345596826311233
3,100,1.1,1.3,1.0,0.95,1.1,2,0.19923721825348464,0.140625,0.11345596825348467
3,150,1.1,1.3,1.0,0.95,1.1,2,0.1992372182043735,0.140625,0.11345596820437354
3,150,1.2,1.3,1.0,0.95,1.0,2,0.19923721816420234,0.140625,0.11345596816420236
3,180,1.2,1.3,1.0,0.95,1.0,2,0.1992372180405035,0.140625,0.11345596804050354
3,120,1.0,1.3,0.8,0.95,1.0,2,0.17455532820698053,0.2109375,0.11338345320698054
3,180,1.2,1.3,0.8,1.0,0.9,2,0.16770439446574345,0.23046875,0.11336845696574346
3,150,1.3,1.2,1.0,0.9,1.0,2,0.20730291532601214,0.1171875,0.11331854032601216
4,150,1.0,1.0,1.0,0.9,0.9,2,0.16899290745850282,0.2265625,0.11328978245850282
4,100,1.0,1.0,1.0,0.9,0.9,2,0.16899290740685702,0.2265625,0.11328978240685703
3,100,1.2,1.2,0.9,1.0,0.9,2,0.17952186730722375,0.1953125,0.11288124230722377
3,120,1.0,1.3,0.8,0.9,1.1,2,0.1820765205422921,0.1875,0.1127015205422921
3,100,1.3,1.3,0.8,0.9,0.9,2,0.18207652051246098,0.1875,0.11270152051246099
3,180,1.2,1.1,0.9,1.0,0.9,2,0.1792304229497164,0.1953125,0.11258979794971641
4,100,1.0,1.1,0.9,0.95,0.9,2,0.15184344432953337,0.2734375,0.11254656932953339
3,180,1.1,1.0,1.0,0.95,1.0,2,0.19817571163866607,0.140625,0.1123944616386661
4,120,1.0,1.3,0.7,0.9,0.9,2,0.13765148091414886,0.3125,0.11202648091414888
5,100,1.0,1.3,0.9,0.9,0.9,2,0.1403212863899038,0.3046875,0.1119619113899038
4,120,1.0,1.0,1.0,0.9,0.9,2,0.16899290747083098,0.22265625,0.11192259497083099
4,180,1.0,1.0,1.0,0.9,0.9,2,0.1689929074558598,0.22265625,0.1119225949558598
3,120,1.35,1.1,1.0,0.9,1.1,2,0.2069193735778561,0.11328125,0.11156781107785613
3,100,1.35,1.1,1.0,0.9,1.1,2,0.2069193735778019,0.11328125,0.11156781107780192
3,120,1.2,1.1,0.9,1.0,0.9,2,0.17923042296959896,0.19140625,0.11122261046959897
3,150,1.2,1.1,0.9,1.0,0.9,2,0.17923042291316013,0.19140625,0.11122261041316014
3,100,1.2,1.1,0.9,1.0,0.9,2,0.17923042255333577,0.19140625,0.11122261005333578
3,150,1.35,1.0,1.0,0.9,1.1,2,0.20653697400274487,0.11328125,0.11118541150274489
3,120,1.35,1.0,1.0,0.9,1.1,2,0.20653697400274484,0.11328125,0.11118541150274486
4,150,1.0,1.2,0.8,0.95,0.9,2,0.1418183318671012,0.296875,0.11072458186710118
4,180,1.0,1.2,0.8,0.95,0.9,2,0.14181833186710113,0.296875,0.11072458186710113
3,180,1.0,1.0,0.8,0.9,1.0,2,0.18117434510906508,0.18359375,0.11043215760906508
3,120,1.0,1.0,0.8,0.9,1.0,2,0.1811743451074906,0.18359375,0.11043215760749059
3,150,1.0,1.0,0.8,0.9,1.0,2,0.18117434459159337,0.18359375,0.11043215709159337
3,150,1.2,1.0,1.0,0.95,1.1,2,0.1981757079054192,0.1328125,0.1096600829054192
3,180,1.2,1.0,1.0,0.95,1.1,2,0.19817570762746792,0.1328125,0.10966008262746793
3,120,1.2,1.0,1.0,0.95,1.1,2,0.1981757075397352,0.1328125,0.10966008253973522
3,150,1.35,1.0,0.9,0.9,0.9,2,0.194072207891472,0.14453125,0.109658145391472
3,180,1.35,1.0,0.9,0.9,0.9,2,0.19407220789147192,0.14453125,0.10965814539147192
3,120,1.35,1.0,0.9,0.9,0.9,2,0.19407220769289343,0.14453125,0.10965814519289344
3,180,1.0,1.3,0.8,0.95,1.1,2,0.17455532865785064,0.19921875,0.10928189115785064
3,150,1.1,1.0,0.7,0.95,0.9,2,0.16082363224483348,0.23828125,0.10922206974483348
3,120,1.1,1.2,0.9,0.9,1.1,2,0.19475467077927622,0.140625,0.10897342077927624
3,100,1.1,1.2,0.9,0.9,1.1,2,0.19475467072123434,0.140625,0.10897342072123437
3,180,1.1,1.2,0.9,0.9,1.1,2,0.19475467062613283,0.140625,0.10897342062613286
3,150,1.1,1.2,0.9,0.9,1.1,2,0.19475467031652186,0.140625,0.10897342031652188
4,150,1.0,1.2,0.7,0.95,0.9,2,0.13128769981022792,0.3203125,0.10839707481022792
4,180,1.0,1.2,0.7,0.95,0.9,2,0.13128769981022775,0.3203125,0.10839707481022776
4,120,1.1,1.2,1.0,0.9,0.9,2,0.16955335492773688,0.2109375,0.10838147992773689
3,100,1.2,1.0,1.0,0.95,1.1,2,0.1981757075570236,0.12890625,0.10829289505702361
3,120,1.1,1.0,0.9,0.9,1.0,2,0.19407220802866135,0.140625,0.10829095802866137
3,180,1.1,1.0,0.9,0.9,1.0,2,0.19407220793278165,0.140625,0.10829095793278168
3,150,1.1,1.0,0.9,0.9,1.0,2,0.19407220756794114,0.140625,0.10829095756794116
3,150,1.2,1.0,0.9,1.0,0.9,2,0.1789397533977998,0.18359375,0.1081975658977998
4,100,1.0,1.2,0.8,0.95,0.9,2,0.14181833186718454,0.2890625,0.10799020686718455
4,120,1.0,1.2,0.8,0.95,0.9,2,0.14181833185012943,0.2890625,0.10799020685012944
3,120,1.0,1.2,0.8,1.0,1.0,2,0.16744775810307244,0.21484375,0.10764307060307246
3,180,1.0,1.2,0.8,1.0,1.0,2,0.16744775806835507,0.21484375,0.10764307056835509
3,150,1.0,1.2,0.8,1.0,1.0,2,0.16744775794851358,0.21484375,0.1076430704485136
3,180,1.0,1.2,0.8,0.95,1.1,2,0.1742776868905015,0.1953125,0.10763706189050151
3,120,1.3,1.2,0.9,1.0,0.9,2,0.1795218681614388,0.1796875,0.1074124931614388
3,150,1.2,1.1,0.8,1.0,0.9,2,0.16719177278960043,0.21484375,0.10738708528960045
3,180,1.2,1.1,0.8,1.0,0.9,2,0.16719177266081947,0.21484375,0.10738708516081949
4,180,1.0,1.0,0.9,0.9,0.9,2,0.15862898797613278,0.23828125,0.10702742547613278
4,150,1.0,1.0,0.9,0.9,0.9,2,0.15862898797612346,0.23828125,0.10702742547612346
3,100,1.35,1.0,0.9,0.9,0.9,2,0.1940722075603402,0.13671875,0.1069237700603402
4,180,1.0,1.2,0.7,0.9,0.9,2,0.1374621002690632,0.296875,0.10636835026906319
4,150,1.0,1.2,0.7,0.9,0.9,2,0.13746210023689992,0.296875,0.10636835023689992
3,150,1.0,1.2,0.8,0.95,1.1,2,0.17427768648665878,0.19140625,0.1062698739866588
3,120,1.0,1.2,0.8,0.95,1.1,2,0.17427768427591078,0.19140625,0.1062698717759108
3,100,1.0,1.2,0.8,0.95,1.1,2,0.17427767981637113,0.19140625,0.10626986731637114
3,180,1.35,1.1,0.9,0.95,0.9,2,0.1864707684419294,0.15625,0.10615826844192941
3,120,1.2,1.1,0.8,1.0,0.9,2,0.1671917727896004,0.2109375,0.10601989778960041
3,150,1.0,1.2,0.7,0.9,1.0,2,0.16830579371041557,0.20703125,0.10576673121041558
3,120,1.0,1.2,0.7,0.9,1.0,2,0.1683057937055539,0.20703125,0.10576673120555391
4,120,1.0,1.2,0.7,0.95,0.9,2,0.1312876998102278,0.3125,0.10566269981022783
4,100,1.0,1.2,0.7,0.95,0.9,2,0.13128769980937466,0.3125,0.10566269980937468
3,150,1.1,1.0,0.7,1.0,0.9,2,0.15448424733291788,0.24609375,0.10561705983291789
3,180,1.35,1.2,0.8,0.9,0.9,2,0.18177497222459743,0.16796875,0.10556403472459744
3,150,1.3,1.0,1.0,0.95,1.0,2,0.19817571253625285,0.12109375,0.10555852503625288
3,100,1.3,1.0,1.0,0.95,1.0,2,0.19817571208782406,0.12109375,0.10555852458782408
3,120,1.2,1.0,0.9,0.9,1.0,2,0.19407220743932807,0.1328125,0.10555658243932808
3,150,1.35,1.3,1.0,0.95,1.1,2,0.1992372183794063,0.1171875,0.10525284337940632
3,150,1.3,1.3,0.9,0.9,1.1,2,0.19509737049994808,0.12890625,0.10521455799994808
4,120,1.1,1.3,0.9,1.0,0.9,2,0.1458762788598311,0.26953125,0.1052122163598311
4,150,1.1,1.3,0.9,1.0,0.9,2,0.14587627885983107,0.26953125,0.10521221635983108
4,180,1.1,1.3,0.9,1.0,0.9,2,0.14587627885983107,0.26953125,0.10521221635983108
4,180,1.1,1.2,1.0,1.0,0.9,2,0.15528786033046757,0.2421875,0.10505348533046757
4,120,1.1,1.3,0.9,0.9,0.9,2,0.15937590441539973,0.23046875,0.10503996691539974
3,100,1.35,1.1,0.9,0.95,0.9,2,0.18647076844194166,0.15234375,0.10479108094194167
3,150,1.35,1.1,0.9,0.95,0.9,2,0.18647076844192925,0.15234375,0.10479108094192927
3,120,1.35,1.1,0.9,0.95,0.9,2,0.1864707684419292,0.15234375,0.10479108094192921
3,100,1.2,1.1,0.8,1.0,0.9,2,0.16719177266785215,0.20703125,0.10465271016785216
3,150,1.0,1.0,0.8,0.95,1.0,2,0.17372466316175855,0.1875,0.10434966316175856
3,150,1.0,1.0,0.8,0.95,1.1,2,0.17372466315419732,0.1875,0.10434966315419733
4,100,1.0,1.0,0.9,0.9,0.9,2,0.15862898797493286,0.23046875,0.10429305047493287
4,120,1.0,1.0,0.9,0.9,0.9,2,0.15862898791433377,0.23046875,0.10429305041433379
3,180,1.2,1.2,0.7,0.95,0.9,2,0.16130256078958563,0.22265625,0.10423224828958563
3,180,1.3,1.1,0.8,0.9,0.9,2,0.18147424846147986,0.1640625,0.10389612346147986
4,100,1.1,1.3,0.9,1.0,0.9,2,0.14587627885990528,0.265625,0.10384502885990529
4,120,1.0,1.2,0.7,0.9,0.9,2,0.13746210026609082,0.2890625,0.10363397526609083
4,100,1.0,1.2,0.7,0.9,0.9,2,0.1374621002385337,0.2890625,0.10363397523853371
3,100,1.2,1.3,0.7,1.0,0.9,2,0.15514857365345983,0.23828125,0.10354701115345982
3,150,1.2,1.3,0.7,1.0,0.9,2,0.1551485736154276,0.23828125,0.1035470111154276
3,120,1.2,1.3,0.7,1.0,0.9,2,0.155148573457083,0.23828125,0.10354701095708299
3,180,1.2,1.3,0.7,1.0,0.9,2,0.15514857333627047,0.23828125,0.10354701083627046
4,180,1.0,1.0,0.9,1.0,0.9,2,0.14524899066475583,0.265625,0.10321774066475584
6,120,1.0,1.3,1.0,0.9,0.9,2,0.13700066303153924,0.2890625,0.10317253803153925
6,150,1.0,1.3,1.0,0.9,0.9,2,0.13700066303153915,0.2890625,0.10317253803153917
4,180,1.0,1.1,0.8,1.0,0.9,2,0.1356267829669187,0.29296875,0.10316584546691873
4,150,1.0,1.1,0.8,1.0,0.9,2,0.13562678296651554,0.29296875,0.10316584546651555
3,100,1.1,1.3,0.8,0.9,1.1,2,0.18207652065714397,0.16015625,0.10313120815714397
3,120,1.3,1.1,0.9,1.0,0.9,2,0.17923042294634128,0.16796875,0.10301948544634129
3,150,1.3,1.1,0.9,1.0,0.9,2,0.17923042294585723,0.16796875,0.10301948544585723
3,180,1.3,1.1,0.9,1.0,0.9,2,0.17923042293311467,0.16796875,0.10301948543311468
