subject_id,n_obs_B,RMSE_B,NRMSE_B,R2_B,n_obs_H,RMSE_H,NRMSE_H,R2_H,r_M,gamma,sigma_F,sigma_A,p_max,s_B,a_B
E5004,5.0,1.3511842096735343,5.24999361352759,-26.562432942080484,5.0,1.3609207745898495,1.3609207745898493,-0.8521053547102349,1.162418029219815,0.35096905423712527,0.15481955049659535,1.236843000796171,0.6223226741905598,0.16079426365871352,4.999996752388004
E5009,5.0,1.2036944533407714,7.2695993275832524,-51.84707438359889,4.0,1.042063013718008,1.042063013718008,-0.08589532455905724,0.396090902724743,0.00715379750723962,0.20861268683534248,1.2299430908698064,4.980570304092594,0.2481202053608563,4.999999904212705
E5013,5.0,1.417466836396061,5.3629618659845475,-27.761359976004456,3.0,0.8554619754843239,0.8554619754843239,0.2681848085004581,0.4932944515549426,0.6910538756824746,0.6613070760727612,0.40965724188006075,0.3803499727665059,0.3074757510520447,4.999999878067049
H4001,8.0,1.5265516335008833,5.483203645547529,-29.065522218545713,3.0,1.3463605835239283,1.3463605835239285,-0.8126868208668929,0.5457906470838666,0.4966513813574081,8.413908748879787e-08,1.4924999999991133,0.37618632490433007,0.2709675431674585,4.999999999999999
H4004,8.0,1.388898632854486,3.1873112113558633,-9.158952758034783,7.0,2.640009131792022,2.6400091317920222,-5.9696482159452655,0.27656882161108265,1.3568158002198187,0.07736399777932927,0.051448903941560584,0.37270994404330454,0.26695119856934085,4.999830791398424
H4006,6.0,1.614893797637881,1.3300731341162524,-0.7690945420978303,2.0,7.861916708596002,7.861916708596002,-60.809734332901,0.0500000956741259,1.0232570222547897e-07,1.4999997950120922,1.946421579666884e-08,4.999018089133527,0.05000003718813476,4.999999999999999
H4007,5.0,1.5227802955056986,4.8404031876571265,-22.429503019081274,5.0,4.016409088371666,4.016409088371667,-15.131541965154518,0.5950968906143537,1.2015407322537979,0.09106253169046664,0.7112634573111487,0.9435344905568066,0.22525951208208222,4.999999992867744
H4008,6.0,1.5318572855863972,8.012192406891563,-63.195227165050824,0.0,,,,0.050007638369642844,0.6335554818527239,1.49777379386182,0.007500000000000013,0.4293308816571389,0.3410076956169979,4.999999767594123
H4009,6.0,1.2600010085003028,8.426541765080763,-70.00660611865042,0.0,,,,0.05000000000001692,1.0620144804460291e-15,1.499999999999995,0.9377943923632177,0.3000000000000003,0.2848649360253668,4.999999999999968
H4010,7.0,1.5265217406208735,5.5150181383300705,-29.415425066109673,3.0,0.9730309647083646,0.9730309647083646,0.05321074171870954,0.267631811701183,0.3907825635168472,0.35288392411854147,0.4128172988032417,0.31288665376451574,0.27332629215142024,4.999967180947778
H4013,5.0,1.6899559005081395,12.501263271509046,-155.28158338358108,0.0,,,,0.05000000000000001,2.4591026574635475e-18,1.4999999999999998,6.032619230478161e-16,0.4856579912613914,0.390353810804417,4.999999999999999
H4014,6.0,1.7915637300066944,12.292587519222574,-150.10770791774658,3.0,1.7346155921900457,1.7346155921900457,-2.0088912526688225,0.3434742874179821,0.3262931104853069,0.09426304301449046,0.2626592329155695,0.3112083954309014,0.2892454485499993,4.9999948511626915
H4015,6.0,1.5962744213286668,1.8273973227886522,-2.3393809753351333,4.0,1.492324387944441,1.4923243879444412,-1.227032078853751,0.23873534018492082,0.9416406998297351,0.034958295819404184,0.12663777530008932,2.8089019275339453,0.28037287569868846,4.999998370172883
H4016,6.0,1.2610034993492838,4.212073820607271,-16.741565870245132,0.0,,,,0.05000000000007752,6.558548627538693e-12,1.4999999990242074,0.00129220862636803,4.999997391563123,0.34455544803010474,4.999999995150964
H4017,4.0,1.274827881779613,1.660367086930972,-1.756818863363642,4.0,0.8483985480323443,0.8483985480323444,0.2802199036966099,1.741182948763347,5.6544516938724356e-05,0.05037844040816562,1.4230451850439507,0.5846322898166195,0.27517588345967675,4.999999999999999
H4018,6.0,1.301964442445008,5.973781884461765,-34.686070003123554,0.0,,,,0.050000000007388815,6.1318086575766145e-12,1.4999999999895848,1.4986837019380101,0.3000000000000003,0.3025084686893227,4.999999999914816
H4019,6.0,1.5161668932554637,3.6727427152252883,-12.489039052240424,5.0,1.114644657395783,1.1146446573957831,-0.2424327122609624,0.21879363767344592,0.2674723987372873,0.3330747078224405,0.00033988568266317344,4.096469044431424,0.18724074330268956,4.999999999999999
H4020,5.0,1.6943516258841982,16.018482883190426,-255.5917938790646,4.0,1.5636424712021226,1.5636424712021229,-1.4449777777470816,0.4616499348691505,0.4069532591163423,0.0023979022059413212,0.007500000012723175,0.300426885403523,0.2624122621825212,4.9999999505194825
H4022,5.0,1.3057687887736376,5.230104645570666,-26.353994603619856,0.0,,,,0.050000007139703886,1.9999855727441065,1.4999997319149352,0.007500000000000061,4.999990668896707,0.34923533175379845,4.999999993060505
H4023,5.0,1.6406818241619057,10.744139281898848,-114.43652890884191,0.0,,,,0.05000000002038424,1.4415405863215615e-12,1.4999999999940887,0.004507960362439167,4.999999955647574,0.36125088170568237,4.999999999915199
H4024,4.0,0.7153630749000702,2.461252679286938,-5.057764751297128,0.0,,,,0.05000000000000299,4.958627441227499e-15,1.4999999999999725,0.5817153741916248,4.560779734223332,0.18231906169805923,4.999999999999999
H4027,5.0,1.346921715664871,5.4732792993648545,-28.956786288855834,4.0,1.0882098480656766,1.0882098480656766,-0.18420067342712243,0.35496944063355224,0.3498976660199025,0.05047205702868556,0.4904316423448432,3.7460235715962225,0.2525005015943901,4.9999999999969305
H4030,5.0,1.0590472900720755,1.789476968796153,-2.202227821851868,0.0,,,,0.05000000000000002,1.9990577575886814,1.4999999800367292,1.4925000000000002,4.998077476781948,0.2814615553964736,4.999999999997876
H4031,5.0,1.4948749879923724,14.899274030312322,-220.98836663033921,2.0,8.77903593925761,8.77903593925761,-76.07147202277677,0.05000000000000001,1.0969472829943208e-26,1.4999999999999998,4.143998786531207e-24,4.934559672355503,0.37113991925678474,4.999999999999999
H4032,5.0,1.2103735745536452,3.039648211500962,-8.239461249681002,0.0,,,,0.05000000000000016,6.444216509626075e-16,1.4999999999999982,5.690576955527344e-15,4.037352656455279,0.4183669445467967,4.999999999999999
H4035,7.0,1.6989781296595425,4.922632024906254,-23.232306052632648,6.0,3.054534262366025,3.0545342623660257,-8.330179559967958,0.515699109320215,1.462460090993661,0.13569659437139145,0.6549521749824151,0.304932022549376,0.19531547626927703,4.999984020073835
