subject,n_aligned,R2_logspace,p0,lambda_B,alpha_F,alpha_A,k_LB,alpha_obs,beta_obs,lag_F,lag_A,lag_L,within_subject_center
C3032,6,-1.1391739427425551,0.15505795444457782,0.01,0.002316369767457841,-0.0016263935726571958,0.0,4.563993775805869,0.6953180277189199,1,0,1,True
C3037,6,0.26555582783250165,0.15651639048189717,0.01,0.002316369767457841,-0.0016263935726571958,0.0,4.563993775805869,0.6953180277189199,1,0,1,True
H4001,6,-0.8456257303676926,0.15737081890337196,0.01,0.002316369767457841,-0.0016263935726571958,0.0,4.563993775805869,0.6953180277189199,1,0,1,True
H4004,6,0.10310307510807803,0.1463341236076822,0.01,0.002316369767457841,-0.0016263935726571958,0.0,4.563993775805869,0.6953180277189199,1,0,1,True
