d,M,H,B,q
0.0533091041381003,0.9088668363551705,0.750220523682724,0.19709810999017333,0.018667178416987423
0.05692328068983591,0.9088668363551705,0.7402961498639615,0.1997403975704525,0.018667178416987423
0.06053745724157152,0.9088668363551705,0.7308272381896036,0.20232831997340087,0.018667178416987423
0.06415163379330714,0.9088668363551705,0.7217776314595906,0.20486510089635748,0.018667178416987423
0.06776581034504275,0.9088668363551705,0.7131152113443733,0.20735365750359222,0.018667178416987423
0.07137998689677837,0.9088668363551705,0.7048113233560616,0.2097966397441127,0.018667178416987423
0.07499416344851398,0.9088668363551705,0.696840300327887,0.21219646341367812,0.018667178416987423
0.07860834000024959,0.9088668363551705,0.6891790648426909,0.21455533813618452,0.018667178416987423
0.0822225165519852,0.9088668363551705,0.6818067954362748,0.21687529118727214,0.018667178416987423
0.08583669310372082,0.9088668363551705,0.7669492547704729,0.3477266663607978,0.0718446675067721
0.08945086965545643,0.9088668363551705,0.7609323131181233,0.3504762552879462,0.0718446675067721
0.09306504620719204,0.9088668363551705,0.7550825519034758,0.35319145828087717,0.0718446675067721
0.09667922275892765,0.9088668363551705,0.7493917982879652,0.3558735340291989,0.0718446675067721
0.10029339931066328,0.9088668363551705,0.7438524502829313,0.3585236662563889,0.0718446675067721
0.10390757586239888,0.9088668363551705,0.7384574252075671,0.36114296982561106,0.0718446675067721
0.1075217524141345,0.9088668363551705,0.7332001138206223,0.36373249622064346,0.0718446675067721
0.1111359289658701,0.9088668363551705,0.7280743393929767,0.36629323847834466,0.0718446675067721
0.11475010551760573,0.9088668363551705,0.7230743210963262,0.3688261356382856,0.0718446675067721
0.11836428206934133,0.9088668363551705,0.7181946411735146,0.3713320767660856,0.0718446675067721
0.12197845862107695,0.9088668363551705,0.7134302154316956,0.37381190459933333,0.0718446675067721
0.12559263517281255,0.9088668363551705,0.7087762666631702,0.37626641885848094,0.0718446675067721
0.12920681172454818,0.9088668363551705,0.7042283006524984,0.3786963792595895,0.0718446675067721
0.13282098827628377,0.9088668363551705,0.6997820844740388,0.3811025082610966,0.0718446675067721
0.1364351648280194,0.9088668363551705,0.695433626822804,0.38348549357275596,0.0718446675067721
0.14004934137975503,0.9088668363551705,0.6911791601545643,0.3858459904514436,0.0718446675067721
0.14366351793149063,0.9088668363551705,0.6870151244394097,0.38818462380554913,0.0718446675067721
0.14727769448322625,0.9088668363551705,0.6829381523572498,0.390501990127106,0.0718446675067721
0.15089187103496185,0.9088668363551705,0.6789450557846214,0.3927986592685862,0.0718446675067721
0.15450604758669748,0.9088668363551705,0.7430968085847702,0.5501362529481533,0.13544721816997762
0.15812022413843307,0.9088668363551705,0.73957414957211,0.5527566020108673,0.13544721816997762
0.1617344006901687,0.9088668363551705,0.7361106618297503,0.5553573872118509,0.13544721816997762
0.1653485772419043,0.9088668363551705,0.7327045865476831,0.5579390403146497,0.13544721816997762
0.16896275379363992,0.9088668363551705,0.7293542401509422,0.5605019774313688,0.13544721816997762
0.17257693034537552,0.9088668363551705,0.7260580101072719,0.563046599805651,0.13544721816997762
0.17619110689711115,0.9088668363551705,0.7228143510218448,0.5655732945460038,0.13544721816997762
0.17980528344884678,0.9088668363551705,0.7196217809957848,0.5680824353132677,0.13544721816997762
0.18341946000058237,0.9088668363551705,0.7164788782274196,0.5705743829656855,0.13544721816997762
0.187033636552318,0.9088668363551705,0.7133842778371232,0.5730494861647245,0.13544721816997762
0.1906478131040536,0.9088668363551705,0.7103366688983501,0.5755080819445305,0.13544721816997762
0.19426198965578922,0.9088668363551705,0.7073347916590185,0.5779504962476482,0.13544721816997762
0.19787616620752482,0.9088668363551705,0.7043774349388029,0.5803770444294173,0.13544721816997762
0.20149034275926045,0.9088668363551705,0.7014634336891595,0.5827880317332559,0.13544721816997762
0.20510451931099605,0.9088668363551705,0.6985916667040426,0.5851837537388576,0.13544721816997762
0.20871869586273167,0.9088668363551705,0.6957610544702976,0.5875644967851656,0.13544721816997762
0.21233287241446727,0.9088668363551705,0.6929705571476444,0.5899305383698381,0.13544721816997762
0.2159470489662029,0.9088668363551705,0.6902191726690045,0.5922821475267818,0.13544721816997762
0.2195612255179385,0.9088668363551705,0.6875059349526816,0.5946195851832071,0.13544721816997762
0.22317540206967412,0.9088668363551705,0.6848299122186028,0.5969431044975487,0.13544721816997762
0.22678957862140975,0.9088668363551705,0.6821902054014459,0.5992529511794865,0.13544721816997762
0.23040375517314535,0.9088668363551705,0.6795859466540547,0.6015493637932152,0.13544721816997762
0.23401793172488097,0.9088668363551705,0.7070444518941943,0.6952532273567625,0.17249033243391781
0.23763210827661657,0.9088668363551705,0.7045855485773992,0.6976795622002915,0.17249033243391781
0.2412462848283522,0.9088668363551705,0.7021566849839705,0.7000929387653045,0.17249033243391781
0.2448604613800878,0.9088668363551705,0.6997572124785933,0.7024935624785291,0.17249033243391781
0.24847463793182342,0.9088668363551705,0.6973865026047346,0.7048816333956888,0.17249033243391781
0.252088814483559,0.9088668363551705,0.695043946265135,0.7072573463960701,0.17249033243391781
0.25570299103529465,0.9088668363551705,0.6927289529433035,0.7096208913681209,0.17249033243391781
0.2593171675870302,0.9088668363551705,0.6904409499635829,0.7119724533865787,0.17249033243391781
0.26293134413876584,0.9088668363551705,0.6881793817875186,0.7143122128815974,0.17249033243391781
0.26654552069050147,0.9088668363551705,0.6859437093444181,0.7166403458003114,0.17249033243391781
