subject_id,alpha_B,beta0_H,beta1_H
C3001,0.9149882521524882,0.12302641983069831,0.69792670381981
C3002,1.8867293253902226,0.14029602635311014,0.6995967522874569
C3003,0.10030626171708852,0.12083238456564921,0.8587073206691265
C3004,0.7864224247423801,-0.11835119427095972,1.0501747148377405
C3006,0.40986500710830304,0.1333383249416919,0.8440058419877859
C3008,0.8873077384166119,0.029559643430793547,0.9761484795541121
C3009,0.9466169556938476,0.4354596852876352,0.43401914240380857
C3010,0.9145990433171763,0.47458482755441894,0.41559378032299094
C3011,1.9526638199584352,0.04883492175729791,0.943238071514465
C3012,0.9780839662529872,0.008685548952784715,0.9771835270644406
C3013,3.96001621439646,-0.03558774576805653,0.9556233690943209
C3015,0.1014142453892517,0.15128912703628417,0.8330599562237081
C3016,0.10086683336602702,0.31626792663712683,0.37994859134125714
C3017,0.6649197635132053,0.035207840528467683,0.8999603116363731
C3021,4.700451713144783,0.08437892204153861,1.0444891076128922
C3023,0.10467738423138571,0.15458829207797656,0.814329710744983
C3027,0.6695554802321222,0.05264132202854707,0.850546915652609
C3028,0.871304557361541,-0.08855605569573956,1.0139926192794182
C3031,0.8882789708928317,0.22580098979873697,0.6430503670901198
C3032,0.2744007349174473,0.06815466434526962,0.9132048016275497
C3034,0.8838989489652742,0.2437955775815587,0.6152587347749324
C3035,0.12104454909866365,0.040872918626140356,0.8465506206197755
C3037,3.0464398695129513,0.07675934915948976,0.7897922194046507
E5001,0.10803912846508001,0.10252941442154302,0.8768010025470193
E5004,3.45548398627565,0.10293432807580494,0.9812850575076232
E5009,0.7518003082651906,-0.07018753983893614,0.9602469615944947
E5013,0.8365300149048893,-0.17671163666863604,1.1127433189457085
H4001,3.298541596504349,0.15104227400207212,1.046420132200917
H4004,0.19756025430972055,0.1825887260815051,0.6551749486924543
H4006,3.030129559708215,0.1588424809120692,1.024231048856284
H4007,4.847122281959631,0.06806320118249247,0.9039979697195488
H4010,0.2641936800565778,0.04500427727444995,0.9320959245539004
H4014,1.7149873786595602,0.006709182379607735,0.9478477635222994
H4015,0.3007650711339195,-0.02058863723504394,0.874315786542515
H4017,0.7335261211931225,0.4173079326122688,0.32557229919149205
H4019,0.10043243837665318,0.1489906489980173,0.8896066836205446
H4020,0.7159241776496182,0.007859384839223287,0.9524581656132363
H4027,0.10046334601764884,0.011141517149133135,0.9358674080836769
H4031,0.4999724955170442,0.39588079565317424,0.41974521314338703
H4032,0.9050962754028149,-0.1722963673959913,1.1454552890634209
H4035,0.11565866923448306,0.024147499442547616,0.9392260460183965
H4038,1.8918562248281936,0.1899883629955768,0.8524310413979407
H4039,1.279646125611117,0.36066082545042033,0.5112237022514516
H4042,2.4993460986051925,-0.03234769906731291,0.9603511630131997
H4043,0.6700136698547969,-0.026831071734112012,0.9312995881886419
M2008,0.1049999940335786,-0.04212550694527797,0.9490416891743158
M2014,1.0782034598527155,0.01941790011908194,0.930567451207981
M2021,0.29977364860307254,-0.2364245191282684,1.1619379585841114
M2025,0.8725294022575825,-0.21386814848879104,1.0021003149809866
M2026,0.1044513060470275,0.08286157380230971,0.8910891645063508
M2027,0.10641210914292228,0.22868779217787716,0.716875937065604
M2028,1.4627753760219504,0.012209975106014088,0.9312463997313529
M2034,1.8306755949039357,0.06896891166813875,1.0140349417395818
M2064,4.983611386180538,-0.005648186488929618,0.9377642429630928
M2068,4.994215001879952,0.27063512050684857,0.6886738148250802
M2069,4.687071431258069,-0.022224368623923522,0.9359698577216887
M2071,4.927913343955988,0.023745538349714185,0.93351101553306
M2083,1.0133390439950027,0.2059712679389594,0.7423830339624535
M2085,0.8429483879163361,0.27685438954714625,0.599425210690967
P6005,0.9188979469306402,0.33625022070274674,0.5306325471806905
P6009,0.588205138809937,0.1196140511671272,0.6940409895496681
P6010,0.10061048460719735,0.14881545618466607,0.771626279446279
P6013,0.9482474841716778,0.012386064219109328,0.9406476661226796
P6016,0.4299889243840058,0.0911502938316279,0.9138001729175326
P6024,0.14891259971412218,0.34237431759913206,0.615264986092541
P6028,1.4628187576446545,0.0798116526873304,0.887083828459114
P6033,0.10127504105958848,0.3519790358472998,0.5960791286593069
P6035,0.9050493754959037,0.026533285621385797,0.9680309578440661
P6037,0.91600033187074,-0.11545696778002565,1.0934440109343462
P6038,0.8626839876829561,0.019699840076074948,0.958078125464066
