,0
r_max,0.5937899381554755
K_M,1.4781862765128226
c,0.021790474859091632
d,0.015069210002588568
g,1.635116563707486
u,1.1999974906180326
p_low,0.0011967022816317399
p_high,2.903776515510395
H_on,0.2748657535218374
H_off,0.3751329376829979
tau_q,8.919337242756667
