t_hr,M,H,Acetate_model,Butyrate_model,q,U
0.0,0.2,0.6,61.18637499,15.2151045,1.0,0.0
14.23728813559322,0.5695480389062334,0.9920044625299824,56.3764307703764,12.793479938397837,0.06590234992021937,0.0
28.47457627118644,0.8952331670321423,0.9905906972708514,52.07206480166045,9.249545957175767,0.00431035372282218,0.0
42.71186440677966,0.9118471924803315,0.9888176841274986,48.01194820211905,6.148572321187009,0.0002819193737453727,0.0
56.94915254237288,0.9123292575162044,0.9868453623232881,44.078203861357096,3.9529411931466436,1.843898168137641e-05,0.0
71.1864406779661,0.9123428897264468,0.9848436572010025,40.30284599890067,2.6184748265378546,1.2060045422036588e-06,0.0
85.42372881355932,0.9123432748400837,0.9828856615829841,36.702310760612654,1.9097311476667236,7.887892003224644e-08,0.0
99.66101694915254,0.9123432857191444,0.9809537211837982,33.29196111282859,1.5688016376200664,5.159088385913147e-09,0.0
113.89830508474576,0.9123432860264657,0.9789655949000325,30.088271888531278,1.414645216114722,3.3743100146270973e-10,0.0
128.135593220339,0.9123432860351472,0.9768530541157355,27.108444517199874,1.3478553151876103,2.2069728764013197e-11,0.0
142.3728813559322,0.9123432860353925,0.9745791120256074,24.369233605765995,1.3204050721331126,1.4434741412736622e-12,0.0
156.61016949152543,0.9123432860353992,0.9721350461431996,21.8853835783019,1.310454409100192,9.441065766168774e-14,0.0
170.84745762711864,0.9123432860353992,0.974048144675257,20.702320035562085,2.601754390515069,6.174944182641931e-15,1.0
185.08474576271186,0.9123432860353992,0.9833208645822411,23.516229291297808,7.368988666539099,4.0387321242172484e-16,1.0
199.32203389830508,0.9123432860353992,0.9868344211330758,26.02910376149224,10.805277438758905,2.641539203382702e-17,1.0
213.5593220338983,0.9123432860353992,0.9887972019615111,28.319775211955104,13.589084184874935,1.727702935916394e-18,1.0
227.79661016949152,0.9123432860353992,0.9900818077023482,30.434214342166612,15.965902313248234,1.130006865099609e-19,1.0
242.03389830508473,0.9123432860353992,0.9910027111805264,32.40363509212528,18.057816407316473,7.39082795083877e-21,1.0
256.271186440678,0.9123432860353992,0.991704593919072,34.25073457952335,19.93603246057161,4.83398282610541e-22,1.0
270.50847457627117,0.9123432860353992,0.9922563404804922,35.992738726418935,21.64637280104516,3.1616741884946463e-23,1.0
284.7457627118644,0.9123432860353992,0.9927080703901959,37.6431300076403,23.22037868236457,2.0678980528570287e-24,1.0
298.9830508474576,0.9123432860353992,0.9930842223742643,39.21271363576651,24.680854956388462,1.352512024336304e-25,1.0
313.22033898305085,0.9123432860353992,0.9934062214224283,40.710316710805486,26.044921504305645,8.846126497405585e-27,1.0
327.45762711864404,0.9123432860353992,0.9936824211501452,42.14326507728402,27.325817316201256,5.7858231646375e-28,1.0
341.6949152542373,0.9123432860353992,0.9934115984211528,41.43435833879505,25.777719131532745,3.7842268819185863e-29,0.0
355.9322033898305,0.9123432860353992,0.9921192548131853,37.70646555780145,20.34466441475125,2.4750796363303323e-30,0.0
370.1694915254237,0.9123432860353992,0.9903856618541758,34.16551219347586,15.385743069688033,1.618829789500676e-31,0.0
384.4067796610169,0.9123432860353992,0.9880480417614093,30.833410261958758,11.048845095234176,1.0587982097675462e-32,0.0
398.64406779661016,0.9123432860353992,0.9849667241682047,27.73322172528937,7.502331682709362,6.925086607530486e-34,0.0
412.88135593220335,0.9123432860353992,0.9811531606068167,24.887213256219734,4.878163868837728,4.529363964304006e-35,0.0
