t_hr,M,H,Acetate_model,Butyrate_model,q,U
427.1186440677966,0.9123432860353992,0.9769090268099525,22.31347395293607,3.1743635831678003,2.962437760898353e-36,0.0
441.3559322033898,0.9123432860353992,0.972704590626655,20.022556409253905,2.211321948099105,1.937587157177754e-37,0.0
455.59322033898303,0.9123432860353992,0.9688447904905242,18.016515163499424,1.7259912871209735,1.267281987548382e-38,0.0
469.8305084745763,0.9123432860353992,0.9653848977924426,16.289902079775,1.4996050914065806,8.288678116541839e-40,0.0
484.06779661016947,0.9123432860353992,0.962278099013441,14.830545062005623,1.399230796726059,5.421223213546994e-41,0.0
498.3050847457627,0.9123432860353992,0.9594892031179838,13.619897655908222,1.3567768651816534,3.545759718496869e-42,0.0
512.542372881356,0.9123432860353992,0.9747016533766828,15.57350876301552,4.796904355863512,2.319109822039364e-43,1.0
526.7796610169491,0.9123432860353992,0.9831179546824391,18.981797172928708,8.884495868167427,1.5168174954389588e-44,1.0
541.0169491525423,0.9123432860353992,0.9866200057988012,21.93727704323298,12.015595936210714,9.920769072303667e-46,1.0
555.2542372881355,0.9123432860353992,0.9886176288523706,24.57340186036002,14.616219506958878,6.488694860967643e-47,1.0
569.4915254237288,0.9123432860353992,0.989935137216519,26.967195924789937,16.867491867359323,4.2439412389773026e-48,1.0
583.728813559322,0.9123432860353992,0.9908812346010972,29.16862254713524,18.8664594782752,2.7757565463254724e-49,1.0
597.9661016949152,0.9123432860353992,0.9915982424402123,31.212429675535393,20.672284396087846,1.8154880028177976e-50,1.0
612.2033898305084,0.9123432860353992,0.9921683787271729,33.12398780626293,22.324181142372908,1.1874228279792337e-51,1.0
626.4406779661017,0.9123432860353992,0.9926308394558438,34.92250834454404,23.849721612705743,7.766357972148148e-53,1.0
640.6779661016949,0.9123432860353992,0.9930144160467801,36.622961293168984,25.269163465136966,5.0795988362788077e-54,1.0
654.9152542372881,0.9123432860353992,0.993345530389236,38.237284340632364,26.597906614387142,3.322319731969986e-55,1.0
669.1525423728813,0.9123432860353992,0.9936273289917216,39.775179890615114,27.84798070875292,2.172968527121283e-56,1.0
683.3898305084746,0.9123432860353992,0.9927467524626234,37.118637951306575,23.58081158278662,1.4212335358163074e-57,0.0
697.6271186440678,0.9123432860353992,0.9912222433763028,33.601460522005894,18.321212748478725,9.295600641252647e-59,0.0
711.864406779661,0.9123432860353992,0.9891521007921702,30.294785403407367,13.590470251457155,6.079802446926296e-60,0.0
726.1016949152543,0.9123432860353992,0.9863509207820569,27.221712972834965,9.54788699905773,3.976504502819915e-61,0.0
740.3389830508474,0.9123432860353992,0.9826940859230701,24.405156470612006,6.356970309018673,2.6008391256945507e-62,0.0
754.5762711864406,0.9123432860353992,0.9783082963908679,21.864843166813934,4.108036686356604,1.7010829954523206e-63,0.0
768.8135593220338,0.9123432860353992,0.9736570577118534,19.613107193367636,2.726335267666725,1.1125960547646784e-64,0.0
783.0508474576271,0.9123432860353992,0.9692675659120318,17.652020236823194,1.9824453915534033,7.276952339558867e-66,0.0
797.2881355932203,0.9123432860353992,0.9653951740647273,15.973906960929668,1.6199135298746556,4.759502320855015e-67,0.0
811.5254237288135,0.9123432860353992,0.962042107554934,14.563453948254645,1.4542093789197927,3.1129601253194284e-68,0.0
825.7627118644067,0.9123432860353992,0.9591391122628354,13.399315275689421,1.3818061152138734,2.0360365515070972e-69,0.0
840.0,0.9123432860353992,0.9566349591154821,12.455460383822658,1.3517150917442406,1.331672971490164e-70,0.0
