d,H,stable
0.054820143884927904,0.09747081636866764,False
0.05520863309356125,0.671992844776105,False
0.05520863309356125,0.18914649956754082,True
0.05520863309356125,0.09733001181170334,False
0.0555971223021946,0.1888759185042959,True
0.0555971223021946,0.0971904127289278,False
0.05598561151082795,0.18860764664920773,True
0.05598561151082795,0.09705200051353202,False
0.05637410071946129,0.0,True
0.05637410071946129,0.18834164849558915,True
0.05637410071946129,0.09691475697209558,False
0.056762589928094645,0.18807788932188002,True
0.056762589928094645,0.09677866431263037,False
0.05715107913672799,0.1878163351690733,True
0.05715107913672799,0.0966437051330603,False
0.057539568345361336,0.18755695281892823,True
0.057539568345361336,0.09650986241009524,False
0.05792805755399468,0.18729970977295526,True
0.05792805755399468,0.09637711948850451,False
0.05831654676262803,0.18704457423212956,True
0.05831654676262803,0.09624546007075617,False
0.05870503597126138,0.0,True
0.05870503597126138,0.18679151507730946,True
0.05870503597126138,0.0961148682070238,False
0.059093525179894725,0.18654050185031998,True
0.059093525179894725,0.09598532828552504,False
0.05948201438852807,0.18629150473570047,True
0.05948201438852807,0.0958568250232006,False
0.05987050359716142,0.18604449454304925,True
0.05987050359716142,0.09572934345669824,False
0.06025899280579477,0.0,False
0.06025899280579477,0.18579944268998053,True
0.06025899280579477,0.09560286893367531,False
0.060647482014428114,0.18555632118564705,True
0.060647482014428114,0.09547738710437438,False
0.061035971223061466,0.18531510261480935,True
0.061035971223061466,0.09535288391349506,False
0.061424460431694805,1.1219470814731322e-10,True
0.061424460431694805,0.6383643794315734,False
0.061424460431694805,0.18507576012243346,True
0.061424460431694805,0.09522934559232277,False
0.06181294964032816,0.0,False
0.06181294964032816,0.6384549739323375,False
0.06181294964032816,0.1848382673987978,True
0.06181294964032816,0.09510675865112554,False
0.0622014388489615,0.6385450899139729,False
0.0622014388489615,0.18460259866507975,True
0.0622014388489615,0.0949851098717907,False
0.06258992805759485,0.638634735336222,False
0.06258992805759485,0.18436872865941809,True
0.06258992805759485,0.09486438630070335,False
0.0629784172662282,0.6387239144524532,False
0.0629784172662282,0.18413663262342111,True
0.0629784172662282,0.09474457524185717,False
0.06336690647486154,0.6388126329284342,False
0.06336690647486154,0.18390628628910774,True
0.06336690647486154,0.09462566425018121,False
0.06375539568349489,0.6389008976618927,False
0.06375539568349489,0.18367766586626028,True
0.06375539568349489,0.09450764112508526,False
0.06414388489212824,0.638988714602526,False
0.06414388489212824,0.18345074803019182,True
0.06414388489212824,0.09439049390419825,False
0.0645323741007616,0.639076088090859,False
0.0645323741007616,0.18322550990988154,True
0.0645323741007616,0.09427421085731919,False
0.06492086330939494,0.6391630242266746,False
0.06492086330939494,0.18300192907649368,True
0.06492086330939494,0.09415878048054234,False
0.06530935251802829,0.6392495282763193,False
0.06530935251802829,0.1827799835322471,True
0.06530935251802829,0.09404419149057681,False
0.06569784172666163,0.639335605583967,False
0.06569784172666163,0.18255965169963354,True
0.06569784172666163,0.09393043281923152,False
0.06608633093529498,0.6394212616970973,False
0.06608633093529498,0.18234091241096453,True
0.06608633093529498,0.09381749360807765,False
0.06647482014392833,0.6395065006655214,False
0.06647482014392833,0.18212374489823624,True
0.06647482014392833,0.09370536320326925,False
0.06686330935256167,0.6395913283056317,False
0.06686330935256167,0.18190812878331145,True
0.06686330935256167,0.09359403115052337,False
0.06725179856119502,0.6396757505326724,False
0.06725179856119502,0.18169404406838235,True
0.06725179856119502,0.09348348719024915,False
0.06764028776982836,0.6397597696134959,False
0.06764028776982836,0.18148147112673796,True
0.06764028776982836,0.0933737212528281,False
0.06802877697846171,0.639843392278272,False
0.06802877697846171,0.18127039069379267,True
0.06802877697846171,0.09326472345402835,False
0.06841726618709507,0.6399266230722419,False
0.06841726618709507,0.18106078385838636,True
0.06841726618709507,0.09315648409055961,False
0.06880575539572842,0.6400094683484872,False
0.06880575539572842,0.18085263205434868,True
0.06880575539572842,0.09304899363576091,False
0.06919424460436176,0.6400919260933071,False
0.06919424460436176,0.18064591705229788,True
0.06919424460436176,0.09294224273540491,False
0.06958273381299511,0.6401740074261931,False
0.06958273381299511,0.18044062095168795,True
0.06958273381299511,0.09283622220364075,False
0.06997122302162845,0.6402557147567591,False
0.06997122302162845,0.1802367261730855,True
0.06997122302162845,0.09273092301903844,False
0.0703597122302618,9.99763371953237e-09,True
0.0703597122302618,0.6403370520187606,False
0.0703597122302618,0.18003421522657134,True
0.0703597122302618,0.0926263363207556,False
0.07074820143889515,1.7464529739140233e-11,True
0.07074820143889515,0.6404180236835136,False
0.07074820143889515,0.17983307159984438,True
0.07074820143889515,0.0925224534048173,False
0.07113669064752849,0.0,False
0.07113669064752849,0.6404986339932558,False
0.07113669064752849,0.1796332784095655,True
0.07113669064752849,0.0924192657204919,False
0.07152517985616184,0.6405788845093651,False
0.07152517985616184,0.1794348192878601,True
0.07152517985616184,0.09231676486678009,False
0.07191366906479518,0.6406587862473997,False
0.07191366906479518,0.17923767815254418,True
0.07191366906479518,0.09221494258899277,False
0.07230215827342854,0.6407383364045965,False
0.07230215827342854,0.1790418392006292,True
0.07230215827342854,0.09211379077543946,False
0.07269064748206189,0.6408175411221199,False
0.07269064748206189,0.17884728690200805,True
0.07269064748206189,0.09201330145418976,False
0.07307913669069524,0.09191346683208867,False
0.07307913669069524,0.1786540059933174,True
0.07307913669069524,0.09191346678994441,False
0.07346762589932858,0.0,False
0.07346762589932858,0.09181427908631636,False
0.07346762589932858,0.17846198147197384,True
0.07346762589932858,0.09181427908097876,False
0.07385611510796192,0.09171573076151313,False
0.07385611510796192,0.17827119859036433,True
0.07385611510796192,0.09171573075617517,False
0.07424460431659527,0.6411309819543259,False
0.07424460431659527,0.17808164285020875,True
0.07424460431659527,0.09161781437213806,False
0.07463309352522862,0.641208516342776,False
0.07463309352522862,0.17789329999706258,True
0.07463309352522862,0.09152052261038744,False
0.07502158273386197,0.6412857275375484,False
0.07502158273386197,0.17770615601498133,True
0.07502158273386197,0.09142384827462226,False
0.07541007194249533,0.6413626190285351,False
0.07541007194249533,0.17752019712131575,True
0.07541007194249533,0.0913277842880645,False
0.07579856115112867,0.6414391897328595,False
0.07579856115112867,0.1773354097616607,True
0.07579856115112867,0.09123232369087289,False
0.076187050359762,0.6415154568978717,False
0.076187050359762,0.17715178060492406,True
0.076187050359762,0.09113745963762306,False
0.07657553956839536,0.17696929677954032,True
0.07657553956839536,0.17696929679724827,True
0.07657553956839536,0.09104318539485529,False
0.07696402877702871,0.6416670570622919,False
0.07696402877702871,0.1767879449223888,True
0.07696402877702871,0.09094949433868697,False
0.07735251798566206,0.6417424012252809,False
0.07735251798566206,0.17660771254965033,True
0.07735251798566206,0.09085637995249184,False
0.0777410071942954,0.6418174457008801,False
0.0777410071942954,0.1764285871945165,True
0.0777410071942954,0.09076383582463209,False
0.07812949640292874,0.641892193752127,False
0.07812949640292874,0.17625055657304717,True
0.07812949640292874,0.09067185564625599,False
0.07851798561156209,0.09058043316703064,False
0.07851798561156209,0.17607360859768084,True
0.07851798561156209,0.0905804332091463,False
0.07890647482019544,0.642040813068298,False
0.07890647482019544,0.17589773137314346,True
0.07890647482019544,0.09048956240363346,False
0.0792949640288288,0.6421146903161622,False
0.0792949640288288,0.17572291319246464,True
0.0792949640288288,0.09039923721655124,False
0.07968345323746215,0.6421882832912014,False
0.07968345323746215,0.17554914253309084,True
0.07968345323746215,0.0903094517292516,False
0.08007194244609549,0.6422615950672086,False
0.08007194244609549,0.17537640805310237,True
0.08007194244609549,0.0902202001156658,False
0.08046043165472883,0.6423346282708636,False
0.08046043165472883,0.17520469858752233,True
0.08046043165472883,0.09013147664042283,False
0.08084892086336218,0.6424073860245127,False
0.08084892086336218,0.17503400314471873,True
0.08084892086336218,0.09004327565699767,False
0.08123741007199553,0.6424798711372678,False
0.08123741007199553,0.17486431090290042,True
0.08123741007199553,0.08995559160592781,False
0.08162589928062888,0.6425520862418166,False
0.08162589928062888,0.1746956112066935,True
0.08162589928062888,0.08986841901305742,False
0.08201438848926222,0.1745278935638082,True
0.08201438848926222,0.0897817524878296,False
0.08240287769789556,3.48320505905139e-14,True
0.08240287769789556,0.17436114764178598,True
0.08240287769789556,0.08969558672162517,False
0.08279136690652891,0.1741953632648255,True
0.08279136690652891,0.0896099164861372,False
0.08317985611516227,0.0,False
0.08317985611516227,0.1740305304106915,True
0.08317985611516227,0.08952473663178759,False
0.08356834532379562,0.17386663920768505,True
0.08356834532379562,0.089440042086177,False
0.08395683453242897,0.17370367993170632,True
0.08395683453242897,0.0893558278525847,False
0.08434532374106231,0.1735416430033747,True
0.08434532374106231,0.08927208900848736,False
0.08473381294969565,0.17338051898521878,True
0.08473381294969565,0.08918882070412845,False
0.085122302158329,6.548976489753401e-15,True
0.085122302158329,0.17322029857894122,True
0.085122302158329,0.08910601816111371,False
0.08551079136696235,0.1730609726227402,True
0.08551079136696235,0.08902367667103851,False
0.0858992805755957,0.17290253208869955,True
0.0858992805755957,0.08894179159415923,False
0.08628776978422904,0.17274496808023673,True
0.08628776978422904,0.0888603583580774,False
0.08667625899286238,0.17258827182961442,True
0.08667625899286238,0.0887793724564716,False
0.08706474820149573,0.17243243469550704,True
0.08706474820149573,0.088698829447851,False
0.08745323741012909,0.17227744816062399,True
0.08745323741012909,0.08861872495433638,False
0.08784172661876244,0.0,True
0.08784172661876244,0.1721233038293915,True
0.08784172661876244,0.08853905466047558,False
0.08823021582739579,0.6437409656324706,False
0.08823021582739579,0.17196999342568245,True
0.08823021582739579,0.08845981431207871,False
0.08861870503602913,0.6438087582179818,False
0.08861870503602913,0.1718175087906024,True
0.08861870503602913,0.08838099971508656,False
0.08900719424466247,0.6438763256353695,False
0.08900719424466247,0.1716658418803251,True
0.08900719424466247,0.0883026067344628,False
0.08939568345329582,0.6439436723716098,False
0.08939568345329582,0.17151498476397564,True
0.08939568345329582,0.08822463129310577,False
0.08978417266192917,0.6440107997523187,False
0.08978417266192917,0.17136492962156305,True
0.08978417266192917,0.08814706937079582,False
0.09017266187056253,0.6440777122851193,False
0.09017266187056253,0.17121566874195995,True
0.09017266187056253,0.0880699170031568,False
0.09056115107919586,0.644144404709458,False
0.09056115107919586,0.17106719452092667,True
0.09056115107919586,0.08799317028064245,False
0.0909496402878292,0.6442108864521553,False
0.0909496402878292,0.17091949945917786,True
0.0909496402878292,0.08791682534755342,False
0.09133812949646256,0.6442771567331124,False
0.09133812949646256,0.1707725761604956,True
0.09133812949646256,0.08784087840106232,False
0.09172661870509591,0.6443432182701835,False
0.09172661870509591,0.1706264173298829,True
0.09172661870509591,0.08776532569027366,False
0.09211510791372926,0.6444090723434223,False
0.09211510791372926,0.1704810157717552,True
0.09211510791372926,0.08769016351529783,False
0.09250359712236261,0.6444747210811537,False
0.09250359712236261,0.17033636438817734,True
0.09250359712236261,0.08761538822634235,False
0.09289208633099595,0.6445401664229291,False
0.09289208633099595,0.17019245617713283,True
0.09289208633099595,0.08754099622283121,False
0.09328057553962929,0.6446054101906453,False
0.09328057553962929,0.17004928423083415,True
0.09328057553962929,0.0874669839525378,False
0.09366906474826264,0.6446704544163099,False
0.09366906474826264,0.1699068417340719,True
0.09366906474826264,0.08739334791073863,False
0.094057553956896,0.6447353007461709,False
0.094057553956896,0.16976512194049106,True
0.094057553956896,0.08732008463938157,False
0.09444604316552935,0.6447999511320867,False
0.09444604316552935,0.16962411825991822,True
0.09444604316552935,0.08724719072627957,False
0.09483453237416269,0.6448644073188592,False
0.09483453237416269,0.16948382412269616,True
0.09483453237416269,0.08717466280431334,False
0.09522302158279602,0.16934423321735972,True
0.09522302158279602,0.16934423306808513,True
0.09522302158279602,0.08710249755065708,False
0.09561151079142938,0.16920533879627264,True
0.09561151079142938,0.169205338720172,True
0.09561151079142938,0.08703069168601878,False
0.09600000000006273,0.0869592419779124,False
0.09600000000006273,0.16906713478641786,True
0.09600000000006273,0.08695924197388967,False
