d,H,stable
0.04200000000002744,0.1985542938529383,True
0.04200000000002744,0.19855429380037035,True
0.042388489208660785,0.1981788961439398,True
0.042388489208660785,0.19817889608395797,True
0.04277697841729414,4.882814401987929e-19,True
0.04277697841729414,0.1978076936403885,True
0.04277697841729414,0.1978076936402343,True
0.04316546762592748,0.19744060228114077,True
0.04316546762592748,0.1974406022158853,True
0.04355395683456083,0.1970775400508575,True
0.04355395683456083,0.19707753998602248,True
0.043942446043194174,0.19671842752653793,True
0.043942446043194174,0.19671842746332913,True
0.044330935251827526,0.19636318747218728,True
0.044330935251827526,0.19636318741137254,True
0.04471942446046087,0.1960117448198547,True
0.04471942446046087,0.1960117447618577,True
0.04510791366909422,0.19566402659061122,True
0.04510791366909422,0.1956640265356084,True
0.04549640287772756,0.19531996181908395,True
0.04549640287772756,0.19531996176707989,True
0.045884892086360915,0.19497948148132574,True
0.045884892086360915,0.19497948143221538,True
0.04627338129499426,0.19464251842585267,True
0.04627338129499426,0.1946425183794714,True
0.046661870503627606,0.1943090073076838,True
0.046661870503627606,0.19430900726384812,True
0.04705035971226096,0.1939788845252315,True
0.04705035971226096,0.19397888448376946,True
0.047438848920894304,0.1936520881598932,True
0.047438848920894304,0.19365208812066795,True
0.04782733812952765,0.1933285579182107,True
0.04782733812952765,0.193328557881137,True
0.048215827338160995,0.0,True
0.048215827338160995,0.1930082350764671,True
0.048215827338160995,0.19300823504152198,True
0.04860431654679435,0.19269106242760048,True
0.04860431654679435,0.19269106239482833,True
0.04899280575542769,0.19237698423032124,True
0.04899280575542769,0.19237698419983246,True
0.04938129496406104,0.19206594616032516,True
0.04938129496406104,0.19206594613228725,True
0.049769784172694384,0.19175789526350087,True
0.049769784172694384,0.1917578952381202,True
0.050158273381327736,0.9368979758053742,True
0.050158273381327736,0.1914527798887038,True
0.050158273381327736,0.19145277988852807,True
0.05054676258996108,0.9364720770796008,True
0.05054676258996108,0.19115054973705353,True
0.05054676258996108,0.10213504832805097,False
0.05093525179859443,1.271275754012985e-11,True
0.05093525179859443,0.1908511556775024,True
0.05093525179859443,0.1019751453275426,False
0.05132374100722778,0.1905545498052646,True
0.05132374100722778,0.10181672485273383,False
0.051712230215861126,0.19026068537842591,True
0.051712230215861126,0.1016597621332358,False
0.05210071942449447,0.0,False
