t_hr,M,H,B_mM_model,q,U
0.0,0.2,0.5,16.77771287,1.0,0.0
14.23728813559322,0.2766039715704473,0.7280714163580656,2.8240594332854463,1.0,0.0
28.47457627118644,0.37641131454454635,0.7731155177745402,3.6507177310412033,1.0,0.0
42.71186440677966,0.5017441766124975,0.8135432183746836,4.6420258760284945,1.0,0.0
56.94915254237288,0.652043664709844,0.8463012096689456,5.822924433574683,1.0,0.0
71.1864406779661,0.8226369373397239,0.8719037561467332,7.1623573723189216,1.0,0.0
85.42372881355932,1.0045865392224878,0.8913180685738151,8.595831917922098,1.0,0.0
99.66101694915254,1.186215467513215,0.9056896983178031,10.035180500188067,1.0,0.0
113.89830508474576,1.3559275151853734,0.916133701647206,11.389474396138164,1.0,0.0
128.135593220339,1.5049872885652946,0.9236195479507723,12.587349900610086,1.0,0.0
142.3728813559322,1.6289559331011187,0.9289312789024899,13.589999868165787,1.0,0.0
156.61016949152543,1.727462740480028,0.9326730283530292,14.391068970867783,1.0,0.0
170.84745762711864,1.8029401075379619,0.9352951983123639,15.007555218376526,1.0,0.0
185.08474576271186,1.8591751320399776,0.9371260456716536,15.468429229997179,1.0,0.0
199.32203389830508,1.9002054306452802,0.9384010757293881,15.805545189893827,1.0,0.0
213.5593220338983,1.9296869436744828,0.9392874184886105,16.048222351560337,1.0,0.0
227.79661016949152,1.9506379270128325,0.9399027839067472,16.220910596532335,1.0,0.0
242.03389830508473,1.9654102674464955,0.9403296399032463,16.34278706490544,1.0,0.0
256.271186440678,1.9757685378198813,0.9406255523259544,16.428303324722908,1.0,0.0
270.50847457627117,1.9830034961849996,0.9408306024104184,16.488062087957402,1.0,0.0
284.7457627118644,1.9880431919558617,0.9409726481722751,16.529702259708916,1.0,0.0
298.9830508474576,1.9915470778244053,0.9410710283425129,16.5586595236244,1.0,0.0
313.22033898305085,1.9939799733633703,0.9411391562647845,16.5787689714014,1.0,0.0
327.45762711864404,1.9956676904419655,0.9411863299673212,16.592720581177453,1.0,0.0
341.6949152542373,1.99683772896468,0.9412189921474462,16.602393513129677,1.0,0.0
355.9322033898305,1.997648521136053,0.9412416057557382,16.60909684318165,1.0,0.0
370.1694915254237,1.9982101979259694,0.9412572617394076,16.613740750378092,1.0,0.0
384.4067796610169,1.99859921767283,0.9412681005348539,16.616957222443457,1.0,0.0
398.64406779661016,1.9988686149852926,0.9412756042246705,16.61918467812584,1.0,0.0
412.88135593220335,1.9990551545059063,0.9412807989670182,16.62072706025768,1.0,0.0
427.1186440677966,1.9991843115140762,0.9412843952171264,16.621794990256504,1.0,0.0
441.3559322033898,1.9992737334347956,0.9412868848396506,16.622534376476857,1.0,0.0
455.59322033898303,1.9993356426646216,0.9412886083565941,16.62304627576354,1.0,0.0
469.8305084745763,1.9993785031113536,0.941289801510664,16.62340067031646,1.0,0.0
484.06779661016947,1.9994081753957291,0.9412906275043876,16.62364601811929,1.0,0.0
498.3050847457627,1.9994287172868834,0.9412911993205793,16.623815870719515,1.0,0.0
512.542372881356,1.999417576155888,0.9485967626211771,19.074906645738263,0.9002758411533668,1.0
526.7796610169491,1.9993950191328442,0.9478951160557312,18.86212334201621,0.9002758411533668,1.0
541.0169491525423,1.9993635911699275,0.9478939465498821,18.861713910533933,0.9002758411533668,1.0
555.2542372881355,1.9993198040814089,0.9478929725438858,18.861338250615304,0.9002758411533668,1.0
569.4915254237288,1.9992587985125747,0.9478916158947726,18.8608149960946,0.9002758411533668,1.0
583.728813559322,1.9991738053595163,0.9478897256831255,18.860085993941166,0.9002758411533668,1.0
597.9661016949152,1.9990553960280553,0.9478870920690348,18.859070370380984,0.9002758411533668,1.0
612.2033898305084,1.9988904391068651,0.947883422694183,18.857655488707774,0.9002758411533668,1.0
626.4406779661017,1.9986606491994579,0.9478783102383114,18.855684499038706,0.9002758411533668,1.0
640.6779661016949,1.9983405698616123,0.9478711872267387,18.852939031220973,0.9002758411533668,1.0
654.9152542372881,1.9978947726335756,0.9478612630847346,18.849115157949605,0.9002758411533668,1.0
669.1525423728813,1.9972739726797264,0.9478474364763435,18.843790053597946,0.9002758411533668,1.0
683.3898305084746,1.9982697224298898,0.9358580336584281,15.12423502768057,0.9002758411533668,0.0
697.6271186440678,1.9989525503541383,0.9358236698480746,15.119337218502853,0.9002758411533668,0.0
711.864406779661,1.999248556292357,0.9358333684924101,15.121705205326338,0.9002758411533668,0.0
726.1016949152543,1.9993768392790148,0.9358375862527037,15.122734274969602,0.9002758411533668,0.0
740.3389830508474,1.9994324278449314,0.9358394137876971,15.123180207091298,0.9002758411533668,0.0
754.5762711864406,1.9994565146525414,0.9358402056403349,15.123373432876916,0.9002758411533668,0.0
768.8135593220338,1.9994669513527785,0.9358405487411788,15.123457156912226,0.9002758411533668,0.0
783.0508474576271,1.9994714734815615,0.9358406974027319,15.123493433827202,0.9002758411533668,0.0
797.2881355932203,1.9994734328711736,0.9358407618159967,15.123509152230568,0.9002758411533668,0.0
811.5254237288135,1.9994742818519928,0.9358407897254838,15.123515962834059,0.9002758411533668,0.0
825.7627118644067,1.9994746497052531,0.9358408018183253,15.123518913787562,0.9002758411533668,0.0
840.0,1.9994748090909245,0.9358408070580063,15.123653687323904,0.9002758411533668,1.0
