t_hr,M,H,B_mM_model,q,U
0.0,0.2,0.5,4.517709699,1.0,0.0
13.714285714285714,0.21469837302164324,0.5890903799693037,2.8753452027884707,1.0,0.0
27.428571428571427,0.22997590417489036,0.6005184196567297,3.0279923111099696,1.0,0.0
41.14285714285714,0.2457851688949171,0.6120604328052476,3.1767347048532937,1.0,0.0
54.857142857142854,0.2620697985067546,0.6231706530275185,3.328512040819356,1.0,0.0
68.57142857142857,0.27876501497718353,0.6338320548499085,3.4827472123066654,1.0,0.0
82.28571428571428,0.2957984628695297,0.6440291244654769,3.6388407311573596,1.0,0.0
96.0,0.3130913261244925,0.6537505528046185,3.796148296543727,1.0,0.0
109.71428571428571,0.3305596998011692,0.6629891902604478,3.9539914914320473,1.0,0.0
123.42857142857142,0.3481161701852904,0.6717419251600955,4.111669922732405,1.0,0.0
137.14285714285714,0.36567154232372706,0.6800094838463473,4.268474465499054,1.0,0.0
150.85714285714286,0.3831366435513055,0.6877961638533666,4.4237010723531025,1.0,0.0
164.57142857142856,0.4004241260620184,0.6951095136451015,4.57666456613646,1.0,0.0
178.28571428571428,0.41745019164648894,0.7019599730765093,4.726711824964529,1.0,0.0
192.0,0.4341361673633324,0.7083604890812378,4.873233811689656,1.0,0.0
205.7142857142857,0.4504098715149877,0.7143261202149737,5.015675974260239,1.0,0.0
219.42857142857142,0.46620672372363064,0.7198736425160858,5.15354665397193,1.0,0.0
233.14285714285714,0.4814705696681191,0.7250211674522985,5.28642326707096,1.0,0.0
246.85714285714283,0.49615420853043646,0.7297877805959507,5.413956159167041,1.0,0.0
260.57142857142856,0.5102196278677398,0.7341932078545305,5.535870165568916,1.0,0.0
274.2857142857143,0.5236379651864818,0.7382575137483276,5.6519640225245675,1.0,0.0
288.0,0.5363892270351777,0.7420008346470579,5.762107870125777,1.0,0.0
301.7142857142857,0.5484618044643738,0.7454431480002695,5.866239150350535,1.0,0.0
315.4285714285714,0.5598518281484354,0.748604077341271,5.964357242168676,1.0,0.0
329.1428571428571,0.5705624075905644,0.7515027317420351,6.056517186112673,1.0,0.0
342.85714285714283,0.5806027971545614,0.7541575774887139,6.14282283792201,1.0,0.0
356.57142857142856,0.5899875278406586,0.7565863393510337,6.223419763040806,1.0,0.0
370.2857142857143,0.5987355384477163,0.7588059282943801,6.298488140537592,1.0,0.0
384.0,0.6068693337031194,0.7608323925117014,6.368235898669887,1.0,0.0
397.71428571428567,0.6144141906661845,0.7626808885215361,6.432892252950221,1.0,0.0
411.4285714285714,0.6213974286705447,0.7643656692630406,6.49270176978117,1.0,0.0
425.1428571428571,0.6278477525851628,0.7659000862998728,6.54791903438102,1.0,0.0
438.85714285714283,0.633794674438768,0.7672966034519281,6.598803963095125,1.0,0.0
452.57142857142856,0.6392680145597134,0.7685668195139727,6.645617769205848,1.0,0.0
466.2857142857143,0.644297480340891,0.769721497926088,6.688619565907651,1.0,0.0
480.0,0.6489123184966181,0.770770601611645,6.728063572460565,1.0,0.0
493.71428571428567,0.6531410351468303,0.7717233314150056,6.764196876562435,1.0,0.0
507.4285714285714,0.6570111771353575,0.7725881668480096,6.797257698636052,1.0,0.0
521.1428571428571,0.6605491675496535,0.7733729080749296,6.827474100076399,1.0,0.0
534.8571428571428,0.663780188349263,0.7740847182557284,6.85506307691788,1.0,0.0
548.5714285714286,0.6667281032300901,0.774730165566015,6.880229982381368,1.0,0.0
562.2857142857142,0.6694154142653063,0.7753152643401262,6.903168224956897,1.0,0.0
576.0,0.671863246400609,0.7758455149362391,6.924059193298629,1.0,0.0
589.7142857142857,0.674091354485103,0.7763259420159588,6.9430723640501935,1.0,0.0
603.4285714285714,0.6761181481463291,0.7767611310305278,6.960365553973741,1.0,0.0
617.1428571428571,0.6779607304374529,0.7771552627785404,6.9760852828567,1.0,0.0
630.8571428571428,0.6796349467746303,0.7775121459572338,6.990367218519903,1.0,0.0
644.5714285714286,0.681155441229131,0.777835247683599,7.003336679820899,1.0,0.0
658.2857142857142,0.6825357177340111,0.7781277219922815,7.015109177581816,1.0,0.0
672.0,0.6837882042056459,0.7783924363523125,7.0257909770664675,1.0,0.0
