r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.17863611804778284,1.4883309937956837,0.11005643947586378,0.4890604906667395,1.4344797360299335,0.9099794907253402,0.7999829229370332,3.995120947153135,0.7274438905477453,0.7,6.982885974591965
