r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.3199983155990685,1.0280807651567467,0.10000074331215157,0.4578483371125917,0.050092159709579975,0.20000000000000004,0.3304139025774642,2.500173134546295,0.7987500000000001,0.7,3.999961518986919
