r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.5303813554253671,1.497319088962409,0.20217294363294513,0.44124804906181353,1.9315851452786696,0.20000219751152742,0.7998500283182401,2.631064985326872,0.55,0.7,16.61198130320735
