r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.32,1.453527726774525,0.1,0.4578057285954993,0.05154154144789003,0.20000006951998997,0.7999335128062016,2.500000000021955,0.550000002950027,0.7,3.9999999999860374
