r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.3199999305165892,1.460714063839539,0.09999995974653961,0.42830379621026865,0.0512874208218079,0.20962835161813823,0.7998148615389289,2.500040432522697,0.5595430621996975,0.7,3.99997580347096
