r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.3299862563814929,1.4594533503886042,0.09999999999999998,0.46311044381328625,0.050905120647198356,0.2695388121274292,0.7999453702462986,2.50003036039598,0.5425539068173255,0.7,3.9999809730038245
