r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.32,1.4532760301218404,0.1,0.45777084239165916,0.05162337979888323,0.20000000000000004,0.7999333597497701,2.5000000000330815,0.5499999908538663,0.7,3.999999999984175
