r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.32,1.4531729454608038,0.1,0.4578430886789512,0.051202607240409356,0.2000000125558703,0.7999330324235886,2.5000000000014215,0.5499999948106706,0.7,3.9999999999992206
