r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.32,1.4533678904364271,0.1,0.45788231391121115,0.05149668596969872,0.20000000000000004,0.7999337047125568,2.5,0.55,0.7,4.0
