r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.10044694152860506,0.7926149156478433,0.06518647329031108,0.485800273616425,0.050458025315639525,0.20000000000000004,0.2982014257421606,3.9062940530712904,0.7068145044093139,0.7,2.883360666070854
