r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.2837762661670936,0.6857625685248766,0.04625554958005653,0.1315159402757065,0.0503148213265275,0.9286978856739927,0.2170377103504353,3.996081577073152,0.7321712959796483,0.7,4.3100276956316055
