r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.16171655225014428,1.4999657704261193,0.07206937759185938,0.4647027418532471,0.11257485521354285,0.2000000025151225,0.7999998095925055,1.3750049228693513,0.55,0.7,12.170499977950284
