r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.33221257056649467,1.4849722517734667,0.24884999999999993,0.48524080445110856,0.05054934079645398,0.8501453443181939,0.2798441263115945,3.7359335874748085,0.7125413238409569,0.7,0.8083074777637207
