r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.320000000000343,1.4533557302632332,0.09999999999991309,0.4577908352952902,0.05173114338963078,0.20000000000000004,0.7999336264298598,2.5000000000110814,0.5499999789915163,0.7,3.999999999983657
