r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.4325644002030803,1.4857324163011076,0.0899042527737851,0.4858037142275546,1.343516686573404,0.20000000000000004,0.7999793167795441,3.7928316859181006,0.7157747358233891,0.7,0.5175000000000001
