r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.3199997658644418,1.4533440556671733,0.0999996159026932,0.4578318786976959,0.05105015411800247,0.20000000000000004,0.2747568451476795,2.5001067168191757,0.6074327839150179,0.7,3.9999523699041215
