r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.32,1.4806103064904248,0.1,0.4936936628127012,1.232297580382836,0.8142320197644355,0.7999848298200498,2.5000350433753606,0.7987500000000001,0.7,3.9999839069890646
