r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.5786703709714157,1.4565785319793678,0.24885000000000276,0.47764503358801025,0.05322550508367256,0.20019217630623293,0.7997163551683404,2.500000000041866,0.5499998826011173,0.7,3.9999999999931797
