r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.3200000000000161,1.4533105653729663,0.09999999999999762,0.4578160484557986,0.0516667010782971,0.2000000309023917,0.7999335827035714,2.500000000002425,0.550000011488009,0.7,3.9999999999985234
