r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.3200000285902256,1.4511380520043642,0.24884998392445104,0.4880340313883618,0.5125073112631037,0.5392516938218195,0.7999172737000715,2.5000765809615375,0.7987500000000001,0.7,3.999944991695796
