r_max,K_M,c,d,g,u,p_low,p_high,H_on,H_off,tau_q
0.32,1.4532020314215754,0.09999999999999999,0.45784752736034623,0.05126500992271247,0.20000001529156536,0.7999333313216306,2.500000000003863,0.5500000014384095,0.7,3.999999999997416
