d,H,B,P,q,seed,stable
0.041999999999999996,0.6639777228005475,0.0928040089973625,0.21578887006925423,0.264235243308803,2,False
0.041999999999999996,0.6875609100949821,0.09663948214622343,0.2057052536164804,0.299737195467971,3,False
0.04238848920863309,0.6636334420933566,0.09307024482543157,0.21553960991634885,0.26501284017571036,2,False
0.04238848920863309,0.6865535788422915,0.09680521232864495,0.20571269063307493,0.299604263354933,3,False
0.04277697841726618,0.6632893946558504,0.09333462337626795,0.2152924781355011,0.2657835053152336,2,False
0.04277697841726618,0.685555625245573,0.09697014100098646,0.20571996038849524,0.29947288916792286,3,False
0.043165467625899276,0.6629455713139982,0.09359717049832274,0.2150474519617655,0.26654731218810734,2,False
0.043165467625899276,0.5973819079295585,0.08435618400785198,0.20329851634788987,0.23219994819969395,3,False
0.04355395683453237,0.6746263157183735,0.09579435327349856,0.209871326732292,0.2847253583178762,2,False
0.04355395683453237,0.6085154580668384,0.08607905160156386,0.20572774274346553,0.23784965727465965,3,False
0.04394244604316546,0.674150310776061,0.09603757547227877,0.2096585041226014,0.28536965254230073,2,False
0.04394244604316546,0.6081037495878469,0.086304419381513,0.20583756413218585,0.23800639995611916,3,False
0.044330935251798556,0.6736768063082966,0.09627926164265321,0.2094473811037146,0.28600866118693236,2,False
0.044330935251798556,0.606071218757685,0.08631328921291746,0.2056180750528122,0.23738523002142262,3,False
0.04471942446043165,0.6732056862411482,0.09651942193216034,0.20923796809783393,0.2866423376696461,2,False
0.04471942446043165,0.605768517557942,0.08654910218293903,0.20574628252889274,0.23758740154108982,3,False
0.04510791366906475,0.6727368741484546,0.09675807225587632,0.2090302595288652,0.2872706919749337,2,False
0.04510791366906475,0.6010427926083448,0.0861984709109631,0.20497944581489122,0.23567334528590075,3,False
0.045496402877697836,0.672270269539477,0.09699522382643794,0.2088242593726982,0.2878936961600846,2,False
0.045496402877697836,0.6022508140745937,0.08662890795401933,0.20540871235575106,0.23658981440660684,3,False
0.04588489208633093,0.6612002096614984,0.09549108658872421,0.21786744070965874,0.26576475442160635,2,False
0.04588489208633093,0.6019856430876266,0.08686385104681583,0.20553923449211212,0.2368002722450543,3,False
0.04627338129496403,0.7998219373360183,0.12786637604756967,0.25221790573392644,0.34362586731870337,2,False
0.04627338129496403,0.6017194732302915,0.08709719002738105,0.2056680500597989,0.23700749678105457,3,False
0.046661870503597117,0.850269695950139,0.15141068544536865,0.26933005459326714,0.38040681625190503,2,False
0.046661870503597117,0.60425742932642,0.08770535043683714,0.20636433166815954,0.23855641675058142,3,False
0.04705035971223021,0.6220654199108385,0.09044513201060911,0.22560066533033737,0.22764526729178577,2,False
0.04705035971223021,0.7250878324033954,0.1083269447716191,0.23294737443824817,0.3002729529144106,3,False
0.04743884892086331,0.5980021866018848,0.08739759936115002,0.23194882924738666,0.20430109946875194,2,False
0.04743884892086331,0.7242255965467236,0.10849507941297377,0.2329524481546757,0.3001892677801574,3,False
0.0478273381294964,0.6552285486110923,0.09603039405333326,0.21371392995967414,0.27007385698165265,2,False
0.0478273381294964,0.7233723302850456,0.10866300155500024,0.23295803528899248,0.3001074901943092,3,False
0.04821582733812949,0.8051314816988508,0.13217371220025292,0.25503916700878676,0.34936556976110117,2,False
0.04821582733812949,0.7225278494464047,0.10883070210296922,0.23296411532561911,0.30002756272260644,3,False
0.04860431654676259,0.8036413916077019,0.1320878882064913,0.25482763750362425,0.3488174712849176,2,False
0.04860431654676259,0.7216919716876462,0.10899817175530387,0.23297066774058736,0.29994942811262904,3,False
0.04899280575539568,0.0,0.0,3.942977694653064e-89,1.0,0,True
0.04899280575539568,0.8022711922711855,0.13204639953527778,0.2546520157520613,0.3483480658847804,2,False
0.04899280575539568,0.7208645202628767,0.10916540182985421,0.23297767291378227,0.299873031370933,3,False
0.04938129496402877,0.8010249457268002,0.13204999529455344,0.25451314100253986,0.347959329005797,2,False
0.04938129496402877,0.7200453238106659,0.10933238423038966,0.23298511208595024,0.29979831966136095,3,False
0.04976978417266187,0.7999055108858875,0.1320991140589318,0.254411540417014,0.3476525344322889,2,False
0.04976978417266187,0.7192342159400344,0.10949911136939723,0.2329929672675704,0.2997252420935015,3,False
0.05015827338129496,0.7989165448658523,0.1321946383735391,0.2543480369496463,0.3474295837652777,2,False
0.05015827338129496,0.7184310348798028,0.10966557610432992,0.23300122116297997,0.29965374954591006,3,False
0.05054676258992805,0.798063121529253,0.13233812664117384,0.2543239338332986,0.3472934112064324,2,False
0.05054676258992805,0.7176356257619331,0.10983177224472838,0.23300985772456645,0.29958379592762324,3,False
0.05093525179856115,0.7973495607162878,0.13253102009598794,0.254340366774133,0.34724656213168537,2,False
0.05093525179856115,0.7168478372537893,0.10999769383491381,0.23301886135489133,0.29951533635254474,3,False
0.05132374100719424,0.796779749747932,0.13277477962431147,0.2543984052659291,0.347291415307363,2,False
0.05132374100719424,0.7160675245924744,0.11016333582267462,0.2330282176737974,0.2994483287581565,3,False
0.05171223021582733,0.7963579182623075,0.13307118790686118,0.2544992909756263,0.347430701953352,2,False
0.05171223021582733,0.715294548604722,0.11032869386508805,0.23303791315228486,0.29938273360166034,3,False
0.05210071942446043,0.7960883682181278,0.1334222693468083,0.2546443637669584,0.3476673371556264,2,False
0.05210071942446043,0.7145287745942595,0.11049376409078798,0.23304793506873717,0.2993185129303742,3,False
0.05248920863309352,3.045999548920678e-09,0.00011116436417979728,7.175294564210854e-12,1.0,1,True
0.05248920863309352,0.7959748933326792,0.13383009695308676,0.2548348928425819,0.3480040558625497,2,False
0.05248920863309352,0.7137700749022593,0.11065854367444354,0.23305827198133713,0.2992556320225108,3,False
0.05287769784172661,0.7960186302341391,0.13429600398767225,0.2550714382874019,0.34844200650269647,2,False
0.05287769784172661,0.7130183243757774,0.11082302986313444,0.23306891267928173,0.29919405688656764,3,False
0.05326618705035971,0.7962261872330413,0.13482365889043638,0.25535630117277763,0.3489861161458821,2,False
0.05326618705035971,0.7122734043678768,0.11098722085539607,0.23307984719318714,0.29913375638212786,3,False
0.0536546762589928,0.7950532001634225,0.13482691065347893,0.25522384221946776,0.3486170299316787,2,False
0.0536546762589928,0.7115352015757916,0.11115111556514107,0.23309106644687771,0.2990747017224322,3,False
0.054043165467625894,0.643147457129651,0.09858483220389032,0.21780643543329894,0.2637063360195537,2,False
0.054043165467625894,0.7108036059083027,0.11131471316589386,0.233102561812651,0.2990168652334314,3,False
