n_subjects,mean_R2,median_R2,p75_R2,p90_R2,n_ge_0p30,n_ge_0p40,n_ge_0p50
4,-0.43947271959985257,-0.26869225967300436,0.15310019678414094,0.21830785837246652,0,0,0
