subject,n_aligned,R2_logspace,p0,lambda_B,alpha_F,alpha_A,k_LB,alpha_obs,beta_obs,lag_F,lag_A,lag_L,within_subject_center
C3032,6,-1.482285991818085,0.15505309147922824,0.01,0.002312587572438342,-0.0016214778616111527,0.0009283104185221088,4.749396100343224,0.6825858703101003,1,0,1,True
C3037,6,0.2617796327646835,0.15651152751654762,0.01,0.002312587572438342,-0.0016214778616111527,0.0009283104185221088,4.749396100343224,0.6825858703101003,1,0,1,True
H4001,6,-0.6542582374699688,0.15736595593802236,0.01,0.002312587572438342,-0.0016214778616111527,0.0009283104185221088,4.749396100343224,0.6825858703101003,1,0,1,True
H4004,6,0.11687371812396019,0.14632926064233262,0.01,0.002312587572438342,-0.0016214778616111527,0.0009283104185221088,4.749396100343224,0.6825858703101003,1,0,1,True
