d,H,q,seed,stable
0.042000000028159665,0.7165741574833135,0.4653244056977915,1,False
0.042000000028159665,0.19313941451277772,1.0954386801362666e-14,2,True
0.042000000028159665,0.08905239323194909,2.5775632543720246e-18,3,False
0.04245378154106895,0.7157322552947519,0.46264846289580963,1,False
0.04245378154106895,0.1927086263626496,1.0541312255107908e-14,2,True
0.04245378154106895,0.0888611372593774,2.5384262092741103e-18,3,False
0.04290756305397824,0.714879147791694,0.45993725540168623,1,False
0.04290756305397824,0.1922834628542965,1.0152289806565629e-14,2,True
0.04290756305397824,0.08867233423172839,2.5003724795447618e-18,3,False
0.043361344566887526,0.7140138284713157,0.4571876257439428,1,False
0.043361344566887526,0.19186379234657103,9.785576581570584e-15,2,True
0.043361344566887526,0.08848592741362221,2.459020000406922e-18,3,False
0.04381512607979682,0.7131351791233187,0.4543960659951938,1,False
0.04381512607979682,0.19144948761186106,9.439554996581929e-15,2,True
0.04381512607979682,0.08830186195253154,2.448823300401859e-18,3,False
0.0442689075927061,0.712241950193617,0.45155865620765007,1,False
0.0442689075927061,0.1910404256830101,8.983971348561723e-15,2,True
0.0442689075927061,0.08812008480398782,2.408865422129496e-18,3,False
0.044722689105615394,0.7113327365651209,0.4486709884814695,1,False
0.044722689105615394,0.19063648750922124,8.699946624841853e-15,2,True
0.044722689105615394,0.08794054465033413,2.371699435709065e-18,3,False
0.04517647061852468,0.7104059474765456,0.445728072661041,1,False
0.04517647061852468,0.1902375580408356,8.42883120180726e-15,2,True
0.04517647061852468,0.08776319182931484,2.280632157648838e-18,3,False
0.04563025213143397,0.7094597684545879,0.4427242169898076,1,False
0.04563025213143397,0.18984352588553483,8.169822468012087e-15,2,True
0.04563025213143397,0.08758797825457805,2.3030445971927212e-18,3,False
0.046084033644343256,0.7084921129557686,0.43965287651869095,1,False
0.046084033644343256,0.18945428320157742,7.922175685010646e-15,2,True
0.046084033644343256,0.08741485737408378,2.2707723962021472e-18,3,False
0.04653781515725255,0.707500559622108,0.4365064564169879,1,False
0.04653781515725255,0.18906972555107196,7.685200180701841e-15,2,True
0.04653781515725255,0.08724378408292897,2.2368319519933543e-18,3,False
0.04699159667016183,0.7064822699225214,0.4332760538120372,1,False
0.04699159667016183,0.18868975176067634,7.458247094746466e-15,2,True
0.04699159667016183,0.08707471467653986,2.2000815944937e-18,3,False
0.047445378183071124,0.7054338778718937,0.42995111211513154,1,False
0.047445378183071124,0.1883142637892665,7.240729118219717e-15,2,True
0.047445378183071124,0.08690760679002858,2.1901511124880415e-18,3,False
0.04789915969598041,0.704351339457153,0.42651894907073473,1,False
0.04789915969598041,0.18794316660219076,7.032091069874587e-15,2,True
0.04789915969598041,0.08674241935156131,2.1789830798854898e-18,3,False
0.0483529412088897,0.7032297221083587,0.42296409691389353,1,False
0.0483529412088897,0.1875763680516904,6.831828615644738e-15,2,True
0.0483529412088897,0.08657911252578891,1.9990570340979597e-18,3,False
0.048806722721798985,0.7020629022156025,0.41926735436533635,1,False
0.048806722721798985,0.1872137787659347,6.632622173907707e-15,2,True
0.048806722721798985,0.08641764765125609,2.1225795245912517e-18,3,False
0.04926050423470828,0.7008431162906961,0.41540438000144714,1,False
0.04926050423470828,0.18685531203023684,6.4451176350480224e-15,2,True
0.04926050423470828,0.08625798723422724,2.0612071524109247e-18,3,False
0.04971428574761756,0.6995602687457165,0.4113435229774589,1,False
0.04971428574761756,0.18650088369895063,6.2649375602679745e-15,2,True
0.04971428574761756,0.08610009486048252,2.0531981251030946e-18,3,False
0.050168067260526854,0.6982008121195018,0.40704231404370683,1,False
0.050168067260526854,0.18615041208763222,6.091722563904642e-15,2,True
0.050168067260526854,0.08594393517845203,2.1426075801580107e-18,3,False
