n_subjects_total,n_finite_kappa,median_kappa,p25_kappa,p75_kappa,n_finite_kappa_norm,median_kappa_norm
4,4,0.8498482683361845,0.47184411126481235,1.0177105429899167,4,0.0525810708523749
