subject_id,alpha_B,beta0_H,beta1_H
C3001,1.0565491030001202,0.17893124099979163,0.7000000000019416
C3002,1.0516271886775952,0.09728827313747598,0.7000000000025747
C3003,0.5000000000017157,0.29999998489305446,0.7432407239796592
C3004,0.5524661915338255,-0.25333452619603025,1.2999999967440103
C3006,0.5000000184626814,0.299999999914434,0.7351934631098223
C3008,0.8713615933370878,0.07348845697940624,1.0572990148914694
C3009,0.5000000000004067,-0.21708201280945175,1.2229782456789011
C3010,0.5000000000040402,0.2514118431536419,0.7000000148476964
C3011,1.9999999999913525,0.29999999995581783,0.7463868656289845
C3012,0.5000000000000001,0.29999999216387635,0.7345497042436832
C3013,1.999999999997031,0.25845018577533063,0.7000001420913612
C3015,0.5000000000023461,0.29999999990040194,0.7480366546019126
C3016,0.5000000000018603,0.16668604514396074,0.7000000000028056
C3017,0.5321525005375278,0.2895510824046829,0.7000000000150399
C3021,1.9999999998893474,0.24709959229517478,0.759946183306337
C3023,0.5000000000023491,0.29999999997034366,0.7475325079453201
C3027,1.0461804129565415,0.2682140414074997,0.7000000000000001
C3028,0.9043311063764231,0.16558522674933562,0.8140813122367752
C3031,0.5000000002373866,0.21803407372061112,0.7000000000127753
C3032,0.5141584060643506,0.2999999961670844,0.7959787505850215
C3034,0.5000000000421196,0.10559754601541611,0.852307016510113
C3035,0.500000000009825,0.08231638374221448,0.7000000001758248
C3037,1.9999999999969074,0.2578771965909945,0.7000000000002734
E5001,0.500000000000014,0.18822912695098057,0.7000000001894107
E5004,1.9999999999929712,0.2999999997253806,0.8314322922083613
E5009,0.657804058256932,-0.1890712029001866,1.194678403783188
E5013,0.5000000008083121,-0.2764768337001425,1.2999999929755244
H4001,1.5799202721567762,-0.002488282499639801,1.1889410413463792
H4004,0.5000000000514875,0.21635173968788324,0.7000000000072758
H4006,1.8511375649314106,0.15611540936838492,0.862849589730302
H4007,1.999999999996954,0.2999999998725455,0.7008519213028507
H4010,0.5000000000056981,0.29999999903080105,0.7684335564311867
H4014,1.9999999999875124,0.2999998075321466,0.7385348091528253
H4015,0.5000000002988114,0.22261620639149682,0.7000000000000115
H4017,0.9492064362895851,-0.2414685335586239,1.2999999982017267
H4019,0.5000000000020847,0.29999999999973986,0.8189493185334584
H4020,0.7681163597095506,0.29999999288490525,0.76476279220823
H4027,0.5000000000020145,0.2999999587466339,0.7199138052422152
H4031,0.5672944058018703,0.20322375071426943,0.7000000000095264
H4032,0.5161181042372156,-0.2472408913913663,1.2999999979903234
H4035,0.5000000000028381,0.2999999998053658,0.729696424968238
H4038,1.9999999999639637,0.2999999999989642,0.8318755744525355
H4039,0.5000000000263388,0.2776140610554834,0.7000000000000001
H4042,1.9999997981711357,0.214969659160634,0.7000000048693537
H4043,0.5000000000288237,0.27105113452842156,0.7000000089031196
M2008,0.5000000000053196,0.25826609422465796,0.7000000006682174
M2014,1.4222322072596,0.2999999999999124,0.7256804652223627
M2021,0.6531548556836669,0.03536086576663631,0.9559039630644773
M2025,0.5905397021992782,-0.2999998751578517,1.1830522821521883
M2026,0.5000000000036036,0.29999999990287984,0.7159355695180117
M2027,0.5000000000031344,0.2999999947336137,0.7240357551041339
M2028,1.9999999995119604,0.2919141566968521,0.7000000000000001
M2034,1.999999999740494,0.29999999963418916,0.8106830221313972
M2064,1.9999999999984432,0.28157709953397,0.7000000000229506
M2068,1.9999999999980704,0.2999999998973529,0.7258499518028559
M2069,1.9999999999968927,0.27182968638521665,0.7000000000183986
M2071,1.9999999999983653,0.2999999998474655,0.7067296319398211
M2083,0.5000000003042587,-0.24367986630616204,1.2999999176482002
M2085,0.5000000000027248,0.23280942614795008,0.7000000000000002
P6005,0.50000000002215,-0.16353993052985144,1.1937401520270468
P6009,0.6377529429221036,0.18647813611520644,0.7000000001950885
P6010,0.5000000000034563,0.18226227319468066,0.7000000000816906
P6013,1.3853423189642684,0.28761095156130645,0.7000000000306908
P6016,0.5000000001997329,0.29999996632256987,0.8421727839751062
P6024,0.5000000000054328,0.299999999899382,0.7375901585726257
P6028,0.7952714790826864,0.20863581169803144,0.7000000002923651
P6033,0.5000000000023274,0.2999999998939506,0.7327263318149149
P6035,1.9999999999999996,0.2999999988951995,0.766802485393496
P6037,1.0480703297903393,0.2900232044317434,0.7545175481341373
P6038,1.1248370688567617,0.2999999999623627,0.7354250051738526
