d,H,q,seed,stable
0.009041526001553099,1.9266821270594865e-10,1.679021530034649e-05,0,False
0.009213200545886386,1.2127847732760182e-10,1.6790215252404554e-05,0,False
0.009384875090219673,7.441562647400288e-11,1.6790215220933723e-05,0,False
0.009728224178886247,5.994367941528004e-11,1.6790215211215036e-05,0,False
0.009899898723219534,9.443204784149995e-12,1.6790215177301338e-05,0,False
0.010243247811886106,4.1950245263708805e-11,1.6790215199131532e-05,0,False
0.010414922356219393,1.4733245027447262e-12,1.6790215171949167e-05,0,False
0.01058659690055268,1.2141983608690873e-10,1.6790215252499486e-05,0,False
0.010758271444885966,1.6278161598487215e-11,1.6790215181891365e-05,0,False
0.011273295077885827,3.803500537522624e-11,1.679021519650223e-05,0,False
0.011444969622219114,1.6130384117395488e-10,1.679021527928372e-05,0,False
0.0116166441665524,5.933865563259325e-11,1.679021521080873e-05,0,False
0.011788318710885686,7.785171963693675e-11,1.6790215223241247e-05,0,False
0.011959993255218973,1.243427148457104e-10,1.6790215254462357e-05,0,False
0.012475016888218834,2.778074467246138e-10,1.6790215357521926e-05,0,False
0.01264669143255212,9.413425659280403e-11,1.6790215234175806e-05,0,False
0.012818365976885408,1.7737042200455696e-11,1.679021518287111e-05,0,False
0.012990040521218695,8.005149351739635e-11,1.67902152247185e-05,0,False
0.013161715065551981,2.1751182661472583e-11,1.6790215185566807e-05,0,False
0.013505064154218555,1.4921235541131777e-10,1.679021527116362e-05,0,False
0.013848413242885129,3.1893999490813393e-12,1.6790215173101572e-05,0,False
0.014020087787218416,3.789653007046777e-11,1.6790215196409232e-05,0,False
0.014363436875884988,9.984292126121305e-11,1.679021523800947e-05,0,False
0.014535111420218275,8.443351251498675e-11,1.679021522766126e-05,0,False
0.014706785964551562,4.174252069179705e-12,1.6790215173763e-05,0,False
0.014878460508884849,1.3985825629424246e-12,1.6790215171898972e-05,0,False
0.015050135053218134,4.4948102049180226e-13,1.6790215171261614e-05,0,False
0.015221809597551421,6.268083568404796e-11,1.6790215213053206e-05,0,False
0.015393484141884708,4.264340526479407e-12,1.6790215173823485e-05,0,False
0.01573683323055128,4.5015151208999366e-11,1.679021520118978e-05,0,False
0.01590850777488457,4.6606003421430545e-11,1.6790215202258107e-05,0,False
0.016080182319217855,1.2965248558016977e-11,1.6790215179666576e-05,0,False
0.016251856863551142,2.1031121970666526e-10,1.679021531219468e-05,0,False
0.016595205952217716,3.411065617952774e-11,1.679021519386681e-05,0,False
0.016766880496551003,2.7347162842823706e-12,1.6790215172796254e-05,0,False
0.01693855504088429,1.9399398770239235e-11,1.6790215183987457e-05,0,False
0.017110229585217577,5.550815736115758e-11,1.6790215208236364e-05,0,False
0.017281904129550864,1.8968202725694155e-11,1.6790215183697887e-05,0,False
0.017453578673884147,1.640540349449e-10,1.67902152811306e-05,0,False
0.017625253218217438,1.2696323027557499e-11,1.6790215179486012e-05,0,False
0.01779692776255072,5.364719799127215e-11,1.679021520698664e-05,0,False
0.01796860230688401,7.5101331512133e-11,1.679021522139419e-05,0,False
0.018140276851217295,9.115959295468401e-13,1.6790215171571946e-05,0,False
0.018311951395550585,1.821456168135094e-11,1.6790215183191788e-05,0,False
0.018826975028550443,7.773955803038933e-11,1.679021522316588e-05,0,False
0.018998649572883733,2.600745917597625e-11,1.6790215188425107e-05,0,False
0.019170324117217016,2.417694118718645e-12,1.6790215172583334e-05,0,False
0.019341998661550303,1.1532890501220978e-10,1.679021524840912e-05,0,False
0.01951367320588359,1.3790882007197405e-11,1.6790215180221047e-05,0,False
0.019685347750216877,5.7389389035741774e-11,1.6790215209499717e-05,0,False
0.019857022294550164,2.5080040558296536e-11,1.6790215187802304e-05,0,False
0.02002869683888345,1.7264601195887507e-11,1.6790215182553803e-05,0,False
0.020200371383216738,1.2424687228871934e-10,1.6790215254397992e-05,0,False
0.020372045927550025,1.4796522109926217e-10,1.6790215270326108e-05,0,False
0.02054372047188331,1.6381599552789828e-11,1.679021518196086e-05,0,False
0.0207153950162166,8.531625216833085e-13,1.679021517153269e-05,0,False
0.020887069560549885,2.209898786655618e-13,1.6790215171108165e-05,0,False
0.02105874410488317,2.8013715916864925e-10,1.679021535908642e-05,0,False
0.02123041864921646,6.14165402493564e-11,1.679021521220415e-05,0,False
0.021573767737883033,1.4194944806330178e-10,1.67902152662862e-05,0,False
0.021745442282216317,9.29722098864007e-11,1.679021523339541e-05,0,False
0.021917116826549607,9.171947148529603e-11,1.6790215232554165e-05,0,False
0.02208879137088289,3.7861604313365185e-12,1.679021517350236e-05,0,False
0.02226046591521618,1.3325789709066653e-11,1.679021517990872e-05,0,False
0.02260381500388275,7.354314540457343e-12,1.6790215175898553e-05,0,False
