Initial_H,0.0,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0.20833333333333331,0.25,0.29166666666666663,0.3333333333333333,0.375,0.41666666666666663,0.4583333333333333,0.5,0.5416666666666666,0.5833333333333333,0.625,0.6666666666666666,0.7083333333333333,0.75,0.7916666666666666,0.8333333333333333,0.875,0.9166666666666666,0.9583333333333333,1.0
0.2,3.7109184898863726e-10,3.6540068472698175e-10,3.6061819889176884e-10,3.5678238761942205e-10,3.538997703563052e-10,3.519426288288713e-10,3.5085113611318226e-10,3.505395958712292e-10,3.5090536833854687e-10,3.4908032000675235e-10,3.493855223325099e-10,3.5070450320102625e-10,3.5265584086078175e-10,3.550235131235959e-10,3.5762363275864185e-10,3.603738068290417e-10,3.6318908523589544e-10,3.659931542375468e-10,3.6874438101556757e-10,3.7142782523184043e-10,3.7401159495613643e-10,3.7647787626181245e-10,3.7880797252880307e-10,3.810469198155913e-10,3.8315260869296603e-10
0.23125,3.7073337195775757e-10,3.649635366216918e-10,3.600747529670661e-10,3.561097652077528e-10,3.530822781432244e-10,3.5097318642236555e-10,3.497314468123802e-10,3.4927922981608605e-10,3.495198538785194e-10,3.484647562958475e-10,3.481687204494049e-10,3.4924944712027026e-10,3.5104949422144237e-10,3.5329767875942224e-10,3.5586877428569387e-10,3.5861445503859067e-10,3.6142262452389427e-10,3.6424221851440465e-10,3.6704356243208465e-10,3.697494270852212e-10,3.723856817150884e-10,3.7490459515383534e-10,3.772975768506362e-10,3.7957218919274436e-10,3.817261147974894e-10
0.2625,3.703413850462435e-10,3.645132354550622e-10,3.5954015925761085e-10,3.5546776745054064e-10,3.52315368556274e-10,3.5007131235953384e-10,3.486927160021604e-10,3.4810940741230474e-10,3.4823103158669783e-10,3.489553669458649e-10,3.471121121251561e-10,3.4790991988590284e-10,3.495348303170562e-10,3.516926981216037e-10,3.5421532177083635e-10,3.5692078175716717e-10,3.5974327753235673e-10,3.6257827550697985e-10,3.65413698548177e-10,3.68168538475538e-10,3.708347043176442e-10,3.734017975099734e-10,3.758434857367712e-10,3.7816792334109275e-10,3.803776078408944e-10
0.29375,3.6992600602041556e-10,3.640575239171722e-10,3.5902090486677844e-10,3.5486266691714315e-10,3.5160594033696107e-10,3.4924512774233214e-10,3.4774458047206005e-10,3.470414053484986e-10,3.4705158985710523e-10,3.476777297552447e-10,3.462673831925848e-10,3.466962290513649e-10,3.481488316194788e-10,3.5020214025485973e-10,3.5264640327603833e-10,3.553171102571972e-10,3.581463487956281e-10,3.609918932655126e-10,3.6385636163424284e-10,3.6665446499957013e-10,3.69367914507545e-10,3.719927220891499e-10,3.7448607675047497e-10,3.768654809732809e-10,3.791177639650194e-10
0.325,3.6950509265351935e-10,3.636115396108738e-10,3.585303039950767e-10,3.543068927835044e-10,3.5096639144785815e-10,3.485076602079005e-10,3.469011301717089e-10,3.460905536373513e-10,3.459981244135444e-10,3.4653150389244934e-10,3.4566173287930335e-10,3.456222727279945e-10,3.4687848321903503e-10,3.4881809739241456e-10,3.5119833399104626e-10,3.538305074709809e-10,3.5665454717492076e-10,3.5953919772247423e-10,3.624117746467804e-10,3.6525746955687923e-10,3.6801628224556795e-10,3.7068462661019995e-10,3.7322815572468344e-10,3.7565616422048707e-10,3.779589548885572e-10
0.35625,3.6910448163781725e-10,3.63198640320963e-10,3.5808966756275237e-10,3.5382036515387007e-10,3.5041598979557037e-10,3.478781857148577e-10,3.461821377508327e-10,3.4527739852812585e-10,3.450920004041581e-10,3.455387791783536e-10,3.454999599892641e-10,3.447056129032373e-10,3.457491214419119e-10,3.4756500871080786e-10,3.498672946418174e-10,3.524884071073891e-10,3.552750604544636e-10,3.5817668768199884e-10,3.610919550110449e-10,3.6396692181335497e-10,3.667718185578794e-10,3.694754126541324e-10,3.7208207801875357e-10,3.745530207818433e-10,3.769154397057097e-10
0.3875,3.6875807132379846e-10,3.628509179072413e-10,3.577291448539326e-10,3.5343160605543454e-10,3.499821178616144e-10,3.4738349865333075e-10,3.456142810688577e-10,3.4462881233983996e-10,3.443604625014098e-10,3.447271232976699e-10,3.4563774366644805e-10,3.43945991142255e-10,3.447616706144688e-10,3.4643608070167406e-10,3.48676352859427e-10,3.5125890713922577e-10,3.540610677251748e-10,3.569652538332873e-10,3.599103273439437e-10,3.628062879184959e-10,3.6564822154044124e-10,3.684176920330233e-10,3.710763318016012e-10,3.7359846515505725e-10,3.760036420598972e-10
0.41875,3.685071965940099e-10,3.626090540603612e-10,3.574880873157505e-10,3.531784320071672e-10,3.497012066231836e-10,3.470589594688877e-10,3.4523221756969706e-10,3.441790464173638e-10,3.438375014003668e-10,3.4413031512566315e-10,3.4497077100051095e-10,3.433253800794734e-10,3.439227169780777e-10,3.4547858467913957e-10,3.4764689045322165e-10,3.501971135519162e-10,3.5297397790567616e-10,3.5589685010962595e-10,3.588587199598587e-10,3.618129604807766e-10,3.64708641845106e-10,3.6751196931184156e-10,3.7021531733303904e-10,3.727841864978597e-10,3.7524242472922164e-10
0.45,3.683999939602312e-10,3.6252179122599155e-10,3.574148099870231e-10,3.531080879596578e-10,3.496191754253199e-10,3.469491415134181e-10,3.4507930484786956e-10,3.439705071744594e-10,3.4356473517256585e-10,3.437892543183918e-10,3.4456172721883504e-10,3.427950070879104e-10,3.4321718434058744e-10,3.4467507425833236e-10,3.4675905319186205e-10,3.492857135972761e-10,3.520712913214098e-10,3.5499525703778195e-10,3.58003436121828e-10,3.609920259458504e-10,3.6392123937819036e-10,3.6677224090147003e-10,3.695164094919926e-10,3.721433509546944e-10,3.746533862177854e-10
