branch,U,M_star,H_star,B_star,q_star,B_scaled_star
up,0.0,0.9999999999999997,0.8734995355371169,2.511375867545795,6.132450520431386e-158,19.419128341147996
up,0.041771316819254625,0.9999999999999997,0.8820308581082218,2.719296209600212,4.4000989927627405e-223,21.02686530289392
up,0.08354263363850925,0.9999999999999997,0.8894708298618774,2.9268196293206223,3.157118199003742e-288,22.631533076214033
up,0.1253139504577639,0.9999999999999997,0.8960183919451055,3.13401848124522,5.4e-323,24.23369114011002
up,0.1670852672770185,0.9999999999999997,0.9018264774953636,3.3409483868816783,4.4e-323,25.833769585995125
up,0.2088565840962731,0.9999999999999997,0.9070146859806318,3.547652844341894,3.5e-323,27.43210476153774
up,0.2506279009155278,0.9999999999999997,0.911677958870527,3.754166383668007,2.5e-323,29.028963669112382
up,0.2923992177347824,0.9999999999999997,0.9158926633213726,3.9605167794577385,2e-323,30.624561074849744
up,0.334170534554037,0.9999999999999997,0.919720949276789,4.166726635534062,1.5e-323,32.219071762040926
up,0.3759418513732916,0.9999999999999997,0.9232139286728143,4.372814541216404,1.5e-323,33.8126394719651
up,0.4177131681925462,0.9999999999999997,0.9264140339458616,4.5787959291057465,1.5e-323,35.40538353668364
up,0.4594844850118009,0.9999999999999997,0.9293567938805778,4.784683720957313,1.5e-323,36.99740387322859
up,0.5012558018310556,0.9999999999999997,0.9320721887668237,4.99048882054873,1.5e-323,38.588784794689005
up,0.5430271186503102,0.9999999999999997,0.9345856971576852,5.196220494384036,1.5e-323,40.179597953991674
up,0.5847984354695648,0.9999999999999997,0.9369191134069019,5.40188666903058,1.5e-323,41.76990464304859
up,0.6265697522888194,0.9999999999999997,0.9390911926791897,5.607494165708114,1.5e-323,43.35975760670911
up,0.668341069108074,0.9999999999999997,0.9411181646000625,5.813048887102317,1.5e-323,44.94920248728916
up,0.7101123859273286,0.9999999999999997,0.9430141458236897,6.0185559674149784,1.5e-323,46.53827898482918
up,0.7518837027465832,0.9999999999999997,0.9447914740537915,6.224019893846801,1.5e-323,48.12702179645572
up,0.7936550195658378,0.9999999999999997,0.9464609804734636,6.429444605679647,1.5e-323,49.71546138253159
up,0.8354263363850924,0.9999999999999997,0.9480322134716431,6.634833575645433,1.5e-323,51.30362459583804
