,0
r_max,0.32
K_M,1.0
c,0.1
d,0.1270955061806411
g,0.4968135513374077
u,0.5991665716045229
p_low,0.10403089361066428
p_high,2.466876526825489
H_on,0.5488872611635304
H_off,0.94675
tau_q,3.3816647635290127
U,0.2505350597284453
sB,1225.2149421567333
