,0
r_max,0.32
K_M,1.0
c,0.1
d,0.332753478864034
g,0.9149164711882143
u,0.20394406576581797
p_low,0.44738917126043165
p_high,3.627958882308642
H_on,0.7725546151838398
H_off,0.7
tau_q,4.0
U,1.3575677966257755
sB,7.732465933156017
